CE11	FLOPPINGACES_20050101.2244.048-CE1
CE12	FLOPPINGACES_20050101.2244.048-CE2
CE13	FLOPPINGACES_20050101.2244.048-CE3
CE14	FLOPPINGACES_20050101.2244.048-CE4
CE15	FLOPPINGACES_20050101.2244.048-CE5
CE17	FLOPPINGACES_20050101.2244.048-CE6
CE18	FLOPPINGACES_20050101.2244.048-CE7
CE19	FLOPPINGACES_20050101.2244.048-CE8
CE20	FLOPPINGACES_20050101.2244.048-CE9
CE21	FLOPPINGACES_20050101.2244.048-CE10
CE22	FLOPPINGACES_20050101.2244.048-CE11
CE23	FLOPPINGACES_20050101.2244.048-CE12
CE24	FLOPPINGACES_20050101.2244.048-CE13
CE25	FLOPPINGACES_20050101.2244.048-CE14
CE26	FLOPPINGACES_20050101.2244.048-CE15
CE27	FLOPPINGACES_20050101.2244.048-CE16
CE28	FLOPPINGACES_20050101.2244.048-CE17
CE29	FLOPPINGACES_20050101.2244.048-CE18
CE30	FLOPPINGACES_20050101.2244.048-CE19
CE31	FLOPPINGACES_20050101.2244.048-CE20
CE32	FLOPPINGACES_20050101.2244.048-CE21
CE33	FLOPPINGACES_20050101.2244.048-CE22
CE1	FLOPPINGACES_20050101.2244.048-CE23
CE34	FLOPPINGACES_20050101.2244.048-CE24
CE35	FLOPPINGACES_20050101.2244.048-CE25
CE36	FLOPPINGACES_20050101.2244.048-CE26
CE37	FLOPPINGACES_20050101.2244.048-CE27
CE38	FLOPPINGACES_20050101.2244.048-CE28
CE39	FLOPPINGACES_20050101.2244.048-CE29
CE40	FLOPPINGACES_20050101.2244.048-CE30
CE41	FLOPPINGACES_20050101.2244.048-CE31
CE42	FLOPPINGACES_20050101.2244.048-CE32
CE43	FLOPPINGACES_20050101.2244.048-CE33
CE44	FLOPPINGACES_20050101.2244.048-CE34
CE45	FLOPPINGACES_20050101.2244.048-CE35
CE2	FLOPPINGACES_20050101.2244.048-CE36
CE3	FLOPPINGACES_20050101.2244.048-CE37
CE4	FLOPPINGACES_20050101.2244.048-CE38
CE5	FLOPPINGACES_20050101.2244.048-CE39
CE6	FLOPPINGACES_20050101.2244.048-CE40
CE7	FLOPPINGACES_20050101.2244.048-CE41
CE8	FLOPPINGACES_20050101.2244.048-CE42
CE9	FLOPPINGACES_20050101.2244.048-CE43
CE10	FLOPPINGACES_20050101.2244.048-CE44
E15	FLOPPINGACES_20050101.2244.048-E1
E16	FLOPPINGACES_20050101.2244.048-E2
E17	FLOPPINGACES_20050101.2244.048-E3
E18	FLOPPINGACES_20050101.2244.048-E4
E19	FLOPPINGACES_20050101.2244.048-E5
E20	FLOPPINGACES_20050101.2244.048-E6
E21	FLOPPINGACES_20050101.2244.048-E7
E22	FLOPPINGACES_20050101.2244.048-E8
E23	FLOPPINGACES_20050101.2244.048-E9
E24	FLOPPINGACES_20050101.2244.048-E10
E25	FLOPPINGACES_20050101.2244.048-E11
E26	FLOPPINGACES_20050101.2244.048-E12
