CE24	FLOPPINGACES_20041231.0937.002-CE1
CE9	FLOPPINGACES_20041231.0937.002-CE2
CE25	FLOPPINGACES_20041231.0937.002-CE3
CE11	FLOPPINGACES_20041231.0937.002-CE4
CE13	FLOPPINGACES_20041231.0937.002-CE5
CE14	FLOPPINGACES_20041231.0937.002-CE6
CE15	FLOPPINGACES_20041231.0937.002-CE7
CE16	FLOPPINGACES_20041231.0937.002-CE8
CE1	FLOPPINGACES_20041231.0937.002-CE9
CE26	FLOPPINGACES_20041231.0937.002-CE10
CE17	FLOPPINGACES_20041231.0937.002-CE11
CE18	FLOPPINGACES_20041231.0937.002-CE12
CE19	FLOPPINGACES_20041231.0937.002-CE13
CE20	FLOPPINGACES_20041231.0937.002-CE14
CE21	FLOPPINGACES_20041231.0937.002-CE15
CE22	FLOPPINGACES_20041231.0937.002-CE16
CE27	FLOPPINGACES_20041231.0937.002-CE17
CE28	FLOPPINGACES_20041231.0937.002-CE18
CE29	FLOPPINGACES_20041231.0937.002-CE19
CE30	FLOPPINGACES_20041231.0937.002-CE20
CE31	FLOPPINGACES_20041231.0937.002-CE21
CE32	FLOPPINGACES_20041231.0937.002-CE22
CE33	FLOPPINGACES_20041231.0937.002-CE23
CE34	FLOPPINGACES_20041231.0937.002-CE24
CE35	FLOPPINGACES_20041231.0937.002-CE25
CE36	FLOPPINGACES_20041231.0937.002-CE26
CE37	FLOPPINGACES_20041231.0937.002-CE27
CE2	FLOPPINGACES_20041231.0937.002-CE28
CE38	FLOPPINGACES_20041231.0937.002-CE29
CE39	FLOPPINGACES_20041231.0937.002-CE30
CE40	FLOPPINGACES_20041231.0937.002-CE31
CE41	FLOPPINGACES_20041231.0937.002-CE32
CE42	FLOPPINGACES_20041231.0937.002-CE33
CE43	FLOPPINGACES_20041231.0937.002-CE34
CE46	FLOPPINGACES_20041231.0937.002-CE35
CE47	FLOPPINGACES_20041231.0937.002-CE36
CE48	FLOPPINGACES_20041231.0937.002-CE37
CE49	FLOPPINGACES_20041231.0937.002-CE38
CE50	FLOPPINGACES_20041231.0937.002-CE39
CE51	FLOPPINGACES_20041231.0937.002-CE40
CE52	FLOPPINGACES_20041231.0937.002-CE41
CE53	FLOPPINGACES_20041231.0937.002-CE42
CE54	FLOPPINGACES_20041231.0937.002-CE43
CE55	FLOPPINGACES_20041231.0937.002-CE44
CE92	FLOPPINGACES_20041231.0937.002-CE45
CE57	FLOPPINGACES_20041231.0937.002-CE46
CE93	FLOPPINGACES_20041231.0937.002-CE47
CE59	FLOPPINGACES_20041231.0937.002-CE48
CE60	FLOPPINGACES_20041231.0937.002-CE49
CE61	FLOPPINGACES_20041231.0937.002-CE50
CE62	FLOPPINGACES_20041231.0937.002-CE51
CE63	FLOPPINGACES_20041231.0937.002-CE52
CE64	FLOPPINGACES_20041231.0937.002-CE53
CE65	FLOPPINGACES_20041231.0937.002-CE54
CE66	FLOPPINGACES_20041231.0937.002-CE55
CE67	FLOPPINGACES_20041231.0937.002-CE56
CE68	FLOPPINGACES_20041231.0937.002-CE57
CE69	FLOPPINGACES_20041231.0937.002-CE58
CE70	FLOPPINGACES_20041231.0937.002-CE59
CE71	FLOPPINGACES_20041231.0937.002-CE60
CE72	FLOPPINGACES_20041231.0937.002-CE61
CE73	FLOPPINGACES_20041231.0937.002-CE62
CE74	FLOPPINGACES_20041231.0937.002-CE63
CE75	FLOPPINGACES_20041231.0937.002-CE64
CE76	FLOPPINGACES_20041231.0937.002-CE65
CE77	FLOPPINGACES_20041231.0937.002-CE66
CE78	FLOPPINGACES_20041231.0937.002-CE67
CE79	FLOPPINGACES_20041231.0937.002-CE68
CE80	FLOPPINGACES_20041231.0937.002-CE69
CE81	FLOPPINGACES_20041231.0937.002-CE70
CE82	FLOPPINGACES_20041231.0937.002-CE71
CE83	FLOPPINGACES_20041231.0937.002-CE72
