CE9	MARKETVIEW_20050206.1951-CE1
CE1	MARKETVIEW_20050206.1951-CE2
CE2	MARKETVIEW_20050206.1951-CE3
CE10	MARKETVIEW_20050206.1951-CE4
CE4	MARKETVIEW_20050206.1951-CE5
CE5	MARKETVIEW_20050206.1951-CE6
CE6	MARKETVIEW_20050206.1951-CE7
CE7	MARKETVIEW_20050206.1951-CE8
CE8	MARKETVIEW_20050206.1951-CE9
E9	MARKETVIEW_20050206.1951-E1
E1	MARKETVIEW_20050206.1951-E2
E2	MARKETVIEW_20050206.1951-E3
E10	MARKETVIEW_20050206.1951-E4
E4	MARKETVIEW_20050206.1951-E5
E5	MARKETVIEW_20050206.1951-E6
E6	MARKETVIEW_20050206.1951-E7
E7	MARKETVIEW_20050206.1951-E8
E8	MARKETVIEW_20050206.1951-E9
EM1	MARKETVIEW_20050206.1951-E2-1
EM17	MARKETVIEW_20050206.1951-E1-2
EM2	MARKETVIEW_20050206.1951-E3-3
EM3	MARKETVIEW_20050206.1951-E2-4
EM18	MARKETVIEW_20050206.1951-E2-5
EM5	MARKETVIEW_20050206.1951-E5-6
EM6	MARKETVIEW_20050206.1951-E6-7
EM19	MARKETVIEW_20050206.1951-E4-8
EM4	MARKETVIEW_20050206.1951-E3-9
EM8	MARKETVIEW_20050206.1951-E3-10
EM9	MARKETVIEW_20050206.1951-E3-11
EM10	MARKETVIEW_20050206.1951-E7-12
EM11	MARKETVIEW_20050206.1951-E7-13
EM12	MARKETVIEW_20050206.1951-E8-14
EM13	MARKETVIEW_20050206.1951-E3-15
EM14	MARKETVIEW_20050206.1951-E2-16
EM15	MARKETVIEW_20050206.1951-E9-17
Q6	MARKETVIEW_20050206.1951-T1
Q1	MARKETVIEW_20050206.1951-T2
Q2	MARKETVIEW_20050206.1951-T3
Q3	MARKETVIEW_20050206.1951-T4
Q4	MARKETVIEW_20050206.1951-T5
Q5	MARKETVIEW_20050206.1951-T6
