CE7	OIADVANTAGE_20050110.1009-CE1
CE8	OIADVANTAGE_20050110.1009-CE2
CE9	OIADVANTAGE_20050110.1009-CE3
CE10	OIADVANTAGE_20050110.1009-CE4
CE11	OIADVANTAGE_20050110.1009-CE5
CE12	OIADVANTAGE_20050110.1009-CE6
CE13	OIADVANTAGE_20050110.1009-CE7
CE1	OIADVANTAGE_20050110.1009-CE8
CE2	OIADVANTAGE_20050110.1009-CE9
CE3	OIADVANTAGE_20050110.1009-CE10
CE4	OIADVANTAGE_20050110.1009-CE11
CE15	OIADVANTAGE_20050110.1009-CE12
CE6	OIADVANTAGE_20050110.1009-CE13
E8	OIADVANTAGE_20050110.1009-E1
E10	OIADVANTAGE_20050110.1009-E2
E11	OIADVANTAGE_20050110.1009-E3
E12	OIADVANTAGE_20050110.1009-E4
E13	OIADVANTAGE_20050110.1009-E5
E14	OIADVANTAGE_20050110.1009-E6
E15	OIADVANTAGE_20050110.1009-E7
E1	OIADVANTAGE_20050110.1009-E8
E2	OIADVANTAGE_20050110.1009-E9
E3	OIADVANTAGE_20050110.1009-E10
E4	OIADVANTAGE_20050110.1009-E11
E17	OIADVANTAGE_20050110.1009-E12
E7	OIADVANTAGE_20050110.1009-E13
EM23	OIADVANTAGE_20050110.1009-E8-1
EM24	OIADVANTAGE_20050110.1009-E1-2
EM25	OIADVANTAGE_20050110.1009-E8-3
EM26	OIADVANTAGE_20050110.1009-E1-4
EM27	OIADVANTAGE_20050110.1009-E2-5
EM28	OIADVANTAGE_20050110.1009-E9-6
EM29	OIADVANTAGE_20050110.1009-E3-7
EM30	OIADVANTAGE_20050110.1009-E8-8
EM31	OIADVANTAGE_20050110.1009-E10-9
EM32	OIADVANTAGE_20050110.1009-E4-10
EM33	OIADVANTAGE_20050110.1009-E5-11
EM34	OIADVANTAGE_20050110.1009-E6-12
EM35	OIADVANTAGE_20050110.1009-E7-13
EM36	OIADVANTAGE_20050110.1009-E7-14
EM37	OIADVANTAGE_20050110.1009-E7-15
EM42	OIADVANTAGE_20050110.1009-E7-16
EM43	OIADVANTAGE_20050110.1009-E7-17
EM44	OIADVANTAGE_20050110.1009-E7-18
EM45	OIADVANTAGE_20050110.1009-E7-19
EM46	OIADVANTAGE_20050110.1009-E7-20
EM1	OIADVANTAGE_20050110.1009-E8-21
EM2	OIADVANTAGE_20050110.1009-E9-22
EM3	OIADVANTAGE_20050110.1009-E9-23
EM4	OIADVANTAGE_20050110.1009-E9-24
EM5	OIADVANTAGE_20050110.1009-E9-25
EM47	OIADVANTAGE_20050110.1009-E10-26
EM7	OIADVANTAGE_20050110.1009-E9-27
EM8	OIADVANTAGE_20050110.1009-E10-28
EM9	OIADVANTAGE_20050110.1009-E10-29
EM10	OIADVANTAGE_20050110.1009-E11-30
EM11	OIADVANTAGE_20050110.1009-E10-31
EM12	OIADVANTAGE_20050110.1009-E11-32
EM13	OIADVANTAGE_20050110.1009-E11-33
EM14	OIADVANTAGE_20050110.1009-E10-34
EM15	OIADVANTAGE_20050110.1009-E10-35
EM41	OIADVANTAGE_20050110.1009-E12-36
EM18	OIADVANTAGE_20050110.1009-E11-37
EM16	OIADVANTAGE_20050110.1009-E13-38
EM19	OIADVANTAGE_20050110.1009-E10-39
EM20	OIADVANTAGE_20050110.1009-E9-40
EM21	OIADVANTAGE_20050110.1009-E9-41
EM22	OIADVANTAGE_20050110.1009-E10-42
R1	OIADVANTAGE_20050110.1009-R1
RM1	OIADVANTAGE_20050110.1009-R1-1
V2	OIADVANTAGE_20050110.1009-EV1
VM2	OIADVANTAGE_20050110.1009-EV1-1
Q2	OIADVANTAGE_20050110.1009-T1
Q3	OIADVANTAGE_20050110.1009-T2
Q1	OIADVANTAGE_20050110.1009-T3
Q4	OIADVANTAGE_20050110.1009-T4
Q5	OIADVANTAGE_20050110.1009-T5
Q6	OIADVANTAGE_20050110.1009-T6
Q7	OIADVANTAGE_20050110.1009-T7
Q9	OIADVANTAGE_20050110.1009-T8
