CE13	OIADVANTAGE_20050109.1947-CE1
CE14	OIADVANTAGE_20050109.1947-CE2
CE15	OIADVANTAGE_20050109.1947-CE3
CE16	OIADVANTAGE_20050109.1947-CE4
CE17	OIADVANTAGE_20050109.1947-CE5
CE18	OIADVANTAGE_20050109.1947-CE6
CE19	OIADVANTAGE_20050109.1947-CE7
CE20	OIADVANTAGE_20050109.1947-CE8
CE21	OIADVANTAGE_20050109.1947-CE9
CE22	OIADVANTAGE_20050109.1947-CE10
CE23	OIADVANTAGE_20050109.1947-CE11
CE24	OIADVANTAGE_20050109.1947-CE12
CE25	OIADVANTAGE_20050109.1947-CE13
CE26	OIADVANTAGE_20050109.1947-CE14
CE27	OIADVANTAGE_20050109.1947-CE15
CE28	OIADVANTAGE_20050109.1947-CE16
CE29	OIADVANTAGE_20050109.1947-CE17
CE30	OIADVANTAGE_20050109.1947-CE18
CE31	OIADVANTAGE_20050109.1947-CE19
CE32	OIADVANTAGE_20050109.1947-CE20
CE1	OIADVANTAGE_20050109.1947-CE21
CE2	OIADVANTAGE_20050109.1947-CE22
CE3	OIADVANTAGE_20050109.1947-CE23
CE4	OIADVANTAGE_20050109.1947-CE24
CE5	OIADVANTAGE_20050109.1947-CE25
CE6	OIADVANTAGE_20050109.1947-CE26
CE7	OIADVANTAGE_20050109.1947-CE27
CE8	OIADVANTAGE_20050109.1947-CE28
CE9	OIADVANTAGE_20050109.1947-CE29
CE10	OIADVANTAGE_20050109.1947-CE30
CE11	OIADVANTAGE_20050109.1947-CE31
CE12	OIADVANTAGE_20050109.1947-CE32
E16	OIADVANTAGE_20050109.1947-E1
E17	OIADVANTAGE_20050109.1947-E2
E18	OIADVANTAGE_20050109.1947-E3
E19	OIADVANTAGE_20050109.1947-E4
E21	OIADVANTAGE_20050109.1947-E5
E22	OIADVANTAGE_20050109.1947-E6
E23	OIADVANTAGE_20050109.1947-E7
E25	OIADVANTAGE_20050109.1947-E8
E26	OIADVANTAGE_20050109.1947-E9
E27	OIADVANTAGE_20050109.1947-E10
E28	OIADVANTAGE_20050109.1947-E11
E29	OIADVANTAGE_20050109.1947-E12
E30	OIADVANTAGE_20050109.1947-E13
E31	OIADVANTAGE_20050109.1947-E14
E32	OIADVANTAGE_20050109.1947-E15
E33	OIADVANTAGE_20050109.1947-E16
E34	OIADVANTAGE_20050109.1947-E17
E35	OIADVANTAGE_20050109.1947-E18
E36	OIADVANTAGE_20050109.1947-E19
E38	OIADVANTAGE_20050109.1947-E20
E39	OIADVANTAGE_20050109.1947-E21
E1	OIADVANTAGE_20050109.1947-E22
E2	OIADVANTAGE_20050109.1947-E23
E3	OIADVANTAGE_20050109.1947-E24
E5	OIADVANTAGE_20050109.1947-E25
E6	OIADVANTAGE_20050109.1947-E26
E7	OIADVANTAGE_20050109.1947-E27
E8	OIADVANTAGE_20050109.1947-E28
E9	OIADVANTAGE_20050109.1947-E29
E10	OIADVANTAGE_20050109.1947-E30
E11	OIADVANTAGE_20050109.1947-E31
E12	OIADVANTAGE_20050109.1947-E32
E13	OIADVANTAGE_20050109.1947-E33
E14	OIADVANTAGE_20050109.1947-E34
E15	OIADVANTAGE_20050109.1947-E35
EM1	OIADVANTAGE_20050109.1947-E22-1
EM17	OIADVANTAGE_20050109.1947-E1-2
EM18	OIADVANTAGE_20050109.1947-E2-3
EM19	OIADVANTAGE_20050109.1947-E3-4
EM20	OIADVANTAGE_20050109.1947-E4-5
EM21	OIADVANTAGE_20050109.1947-E22-6
EM22	OIADVANTAGE_20050109.1947-E22-7
EM23	OIADVANTAGE_20050109.1947-E5-8
EM24	OIADVANTAGE_20050109.1947-E6-9
EM25	OIADVANTAGE_20050109.1947-E29-10
EM26	OIADVANTAGE_20050109.1947-E29-11
EM27	OIADVANTAGE_20050109.1947-E7-12
EM28	OIADVANTAGE_20050109.1947-E7-13
EM54	OIADVANTAGE_20050109.1947-E22-14
EM30	OIADVANTAGE_20050109.1947-E8-15
EM31	OIADVANTAGE_20050109.1947-E9-16
EM32	OIADVANTAGE_20050109.1947-E32-17
EM33	OIADVANTAGE_20050109.1947-E10-18
EM34	OIADVANTAGE_20050109.1947-E7-19
EM35	OIADVANTAGE_20050109.1947-E11-20
EM36	OIADVANTAGE_20050109.1947-E12-21
EM37	OIADVANTAGE_20050109.1947-E32-22
EM38	OIADVANTAGE_20050109.1947-E13-23
EM39	OIADVANTAGE_20050109.1947-E7-24
EM40	OIADVANTAGE_20050109.1947-E14-25
EM41	OIADVANTAGE_20050109.1947-E15-26
EM43	OIADVANTAGE_20050109.1947-E24-27
EM44	OIADVANTAGE_20050109.1947-E16-28
EM45	OIADVANTAGE_20050109.1947-E17-29
EM46	OIADVANTAGE_20050109.1947-E18-30
EM47	OIADVANTAGE_20050109.1947-E19-31
EM48	OIADVANTAGE_20050109.1947-E22-32
EM49	OIADVANTAGE_20050109.1947-E13-33
EM50	OIADVANTAGE_20050109.1947-E29-34
EM51	OIADVANTAGE_20050109.1947-E32-35
EM52	OIADVANTAGE_20050109.1947-E20-36
EM53	OIADVANTAGE_20050109.1947-E21-37
EM2	OIADVANTAGE_20050109.1947-E22-38
EM3	OIADVANTAGE_20050109.1947-E23-39
EM4	OIADVANTAGE_20050109.1947-E24-40
EM5	OIADVANTAGE_20050109.1947-E25-41
EM6	OIADVANTAGE_20050109.1947-E26-42
EM7	OIADVANTAGE_20050109.1947-E22-43
EM8	OIADVANTAGE_20050109.1947-E27-44
EM9	OIADVANTAGE_20050109.1947-E28-45
EM10	OIADVANTAGE_20050109.1947-E29-46
EM11	OIADVANTAGE_20050109.1947-E30-47
EM12	OIADVANTAGE_20050109.1947-E31-48
EM13	OIADVANTAGE_20050109.1947-E32-49
EM14	OIADVANTAGE_20050109.1947-E33-50
EM15	OIADVANTAGE_20050109.1947-E34-51
EM16	OIADVANTAGE_20050109.1947-E35-52
R1	OIADVANTAGE_20050109.1947-R1
R2	OIADVANTAGE_20050109.1947-R2
R3	OIADVANTAGE_20050109.1947-R3
R4	OIADVANTAGE_20050109.1947-R4
R5	OIADVANTAGE_20050109.1947-R5
R6	OIADVANTAGE_20050109.1947-R6
R7	OIADVANTAGE_20050109.1947-R7
R9	OIADVANTAGE_20050109.1947-R8
R10	OIADVANTAGE_20050109.1947-R9
R11	OIADVANTAGE_20050109.1947-R10
