CE11	AGGRESSIVEVOICEDAILY_20041223.1449-CE1
CE12	AGGRESSIVEVOICEDAILY_20041223.1449-CE2
CE14	AGGRESSIVEVOICEDAILY_20041223.1449-CE3
CE1	AGGRESSIVEVOICEDAILY_20041223.1449-CE4
CE16	AGGRESSIVEVOICEDAILY_20041223.1449-CE5
CE17	AGGRESSIVEVOICEDAILY_20041223.1449-CE6
CE7	AGGRESSIVEVOICEDAILY_20041223.1449-CE7
CE15	AGGRESSIVEVOICEDAILY_20041223.1449-CE8
CE2	AGGRESSIVEVOICEDAILY_20041223.1449-CE9
CE3	AGGRESSIVEVOICEDAILY_20041223.1449-CE10
CE4	AGGRESSIVEVOICEDAILY_20041223.1449-CE11
CE5	AGGRESSIVEVOICEDAILY_20041223.1449-CE12
CE6	AGGRESSIVEVOICEDAILY_20041223.1449-CE13
CE8	AGGRESSIVEVOICEDAILY_20041223.1449-CE14
CE9	AGGRESSIVEVOICEDAILY_20041223.1449-CE15
CE10	AGGRESSIVEVOICEDAILY_20041223.1449-CE16
CE13	AGGRESSIVEVOICEDAILY_20041223.1449-CE17
E15	AGGRESSIVEVOICEDAILY_20041223.1449-E1
E16	AGGRESSIVEVOICEDAILY_20041223.1449-E2
E25	AGGRESSIVEVOICEDAILY_20041223.1449-E3
E18	AGGRESSIVEVOICEDAILY_20041223.1449-E4
E19	AGGRESSIVEVOICEDAILY_20041223.1449-E5
E21	AGGRESSIVEVOICEDAILY_20041223.1449-E6
E22	AGGRESSIVEVOICEDAILY_20041223.1449-E7
E23	AGGRESSIVEVOICEDAILY_20041223.1449-E8
E1	AGGRESSIVEVOICEDAILY_20041223.1449-E9
E27	AGGRESSIVEVOICEDAILY_20041223.1449-E10
E31	AGGRESSIVEVOICEDAILY_20041223.1449-E11
E34	AGGRESSIVEVOICEDAILY_20041223.1449-E12
E1	AGGRESSIVEVOICEDAILY_20041223.1449-E13
E37	AGGRESSIVEVOICEDAILY_20041223.1449-E14
E38	AGGRESSIVEVOICEDAILY_20041223.1449-E15
E3	AGGRESSIVEVOICEDAILY_20041223.1449-E16
E4	AGGRESSIVEVOICEDAILY_20041223.1449-E17
E6	AGGRESSIVEVOICEDAILY_20041223.1449-E18
E7	AGGRESSIVEVOICEDAILY_20041223.1449-E19
E8	AGGRESSIVEVOICEDAILY_20041223.1449-E20
E9	AGGRESSIVEVOICEDAILY_20041223.1449-E21
E11	AGGRESSIVEVOICEDAILY_20041223.1449-E22
E12	AGGRESSIVEVOICEDAILY_20041223.1449-E23
E24	AGGRESSIVEVOICEDAILY_20041223.1449-E24
EM1	AGGRESSIVEVOICEDAILY_20041223.1449-E13-1
EM32	AGGRESSIVEVOICEDAILY_20041223.1449-E3-2
EM18	AGGRESSIVEVOICEDAILY_20041223.1449-E23-3
EM19	AGGRESSIVEVOICEDAILY_20041223.1449-E2-4
EM22	AGGRESSIVEVOICEDAILY_20041223.1449-E4-5
EM23	AGGRESSIVEVOICEDAILY_20041223.1449-E4-6
EM24	AGGRESSIVEVOICEDAILY_20041223.1449-E5-7
EM25	AGGRESSIVEVOICEDAILY_20041223.1449-E6-8
EM26	AGGRESSIVEVOICEDAILY_20041223.1449-E7-9
EM27	AGGRESSIVEVOICEDAILY_20041223.1449-E8-10
EM28	AGGRESSIVEVOICEDAILY_20041223.1449-E13-11
EM33	AGGRESSIVEVOICEDAILY_20041223.1449-E13-12
EM29	AGGRESSIVEVOICEDAILY_20041223.1449-E13-13
EM34	AGGRESSIVEVOICEDAILY_20041223.1449-E3-14
EM35	AGGRESSIVEVOICEDAILY_20041223.1449-E23-15
EM36	AGGRESSIVEVOICEDAILY_20041223.1449-E23-16
EM37	AGGRESSIVEVOICEDAILY_20041223.1449-E9-17
EM39	AGGRESSIVEVOICEDAILY_20041223.1449-E16-18
EM42	AGGRESSIVEVOICEDAILY_20041223.1449-E10-19
EM44	AGGRESSIVEVOICEDAILY_20041223.1449-E13-20
EM47	AGGRESSIVEVOICEDAILY_20041223.1449-E11-21
EM46	AGGRESSIVEVOICEDAILY_20041223.1449-E13-22
EM14	AGGRESSIVEVOICEDAILY_20041223.1449-E12-23
EM41	AGGRESSIVEVOICEDAILY_20041223.1449-E14-24
EM2	AGGRESSIVEVOICEDAILY_20041223.1449-E16-25
EM4	AGGRESSIVEVOICEDAILY_20041223.1449-E13-26
EM10	AGGRESSIVEVOICEDAILY_20041223.1449-E13-27
EM11	AGGRESSIVEVOICEDAILY_20041223.1449-E15-28
EM40	AGGRESSIVEVOICEDAILY_20041223.1449-E23-29
EM45	AGGRESSIVEVOICEDAILY_20041223.1449-E14-30
EM43	AGGRESSIVEVOICEDAILY_20041223.1449-E14-31
EM16	AGGRESSIVEVOICEDAILY_20041223.1449-E13-32
EM38	AGGRESSIVEVOICEDAILY_20041223.1449-E23-33
EM21	AGGRESSIVEVOICEDAILY_20041223.1449-E23-34
EM48	AGGRESSIVEVOICEDAILY_20041223.1449-E19-35
EM3	AGGRESSIVEVOICEDAILY_20041223.1449-E17-36
EM5	AGGRESSIVEVOICEDAILY_20041223.1449-E18-37
EM6	AGGRESSIVEVOICEDAILY_20041223.1449-E16-38
EM7	AGGRESSIVEVOICEDAILY_20041223.1449-E19-39
EM8	AGGRESSIVEVOICEDAILY_20041223.1449-E13-40
EM9	AGGRESSIVEVOICEDAILY_20041223.1449-E20-41
EM12	AGGRESSIVEVOICEDAILY_20041223.1449-E13-42
EM13	AGGRESSIVEVOICEDAILY_20041223.1449-E13-43
EM15	AGGRESSIVEVOICEDAILY_20041223.1449-E21-44
EM17	AGGRESSIVEVOICEDAILY_20041223.1449-E22-45
