CE7	FLOPPINGACES_20050101.2244.048-CE1
CE20	FLOPPINGACES_20050101.2244.048-CE2
CE21	FLOPPINGACES_20050101.2244.048-CE3
CE22	FLOPPINGACES_20050101.2244.048-CE4
CE19	FLOPPINGACES_20050101.2244.048-CE5
CE43	FLOPPINGACES_20050101.2244.048-CE6
CE23	FLOPPINGACES_20050101.2244.048-CE7
CE5	FLOPPINGACES_20050101.2244.048-CE8
CE24	FLOPPINGACES_20050101.2244.048-CE9
CE25	FLOPPINGACES_20050101.2244.048-CE10
CE26	FLOPPINGACES_20050101.2244.048-CE11
CE27	FLOPPINGACES_20050101.2244.048-CE12
CE28	FLOPPINGACES_20050101.2244.048-CE13
CE29	FLOPPINGACES_20050101.2244.048-CE14
CE30	FLOPPINGACES_20050101.2244.048-CE15
CE31	FLOPPINGACES_20050101.2244.048-CE16
CE32	FLOPPINGACES_20050101.2244.048-CE17
CE33	FLOPPINGACES_20050101.2244.048-CE18
CE34	FLOPPINGACES_20050101.2244.048-CE19
CE1	FLOPPINGACES_20050101.2244.048-CE20
CE35	FLOPPINGACES_20050101.2244.048-CE21
CE36	FLOPPINGACES_20050101.2244.048-CE22
CE37	FLOPPINGACES_20050101.2244.048-CE23
CE8	FLOPPINGACES_20050101.2244.048-CE24
CE38	FLOPPINGACES_20050101.2244.048-CE25
CE18	FLOPPINGACES_20050101.2244.048-CE26
CE40	FLOPPINGACES_20050101.2244.048-CE27
CE41	FLOPPINGACES_20050101.2244.048-CE28
CE42	FLOPPINGACES_20050101.2244.048-CE29
CE3	FLOPPINGACES_20050101.2244.048-CE30
CE44	FLOPPINGACES_20050101.2244.048-CE31
CE45	FLOPPINGACES_20050101.2244.048-CE32
CE39	FLOPPINGACES_20050101.2244.048-CE33
CE17	FLOPPINGACES_20050101.2244.048-CE34
CE6	FLOPPINGACES_20050101.2244.048-CE35
CE4	FLOPPINGACES_20050101.2244.048-CE36
CE2	FLOPPINGACES_20050101.2244.048-CE37
CE9	FLOPPINGACES_20050101.2244.048-CE38
CE10	FLOPPINGACES_20050101.2244.048-CE39
CE11	FLOPPINGACES_20050101.2244.048-CE40
CE12	FLOPPINGACES_20050101.2244.048-CE41
CE13	FLOPPINGACES_20050101.2244.048-CE42
CE14	FLOPPINGACES_20050101.2244.048-CE43
CE15	FLOPPINGACES_20050101.2244.048-CE44
CE46	FLOPPINGACES_20050101.2244.048-CE45
CE16	FLOPPINGACES_20050101.2244.048-CE46
E15	FLOPPINGACES_20050101.2244.048-E1
E67	FLOPPINGACES_20050101.2244.048-E2
E68	FLOPPINGACES_20050101.2244.048-E3
E18	FLOPPINGACES_20050101.2244.048-E4
E19	FLOPPINGACES_20050101.2244.048-E5
E20	FLOPPINGACES_20050101.2244.048-E6
E21	FLOPPINGACES_20050101.2244.048-E7
E22	FLOPPINGACES_20050101.2244.048-E8
E23	FLOPPINGACES_20050101.2244.048-E9
E24	FLOPPINGACES_20050101.2244.048-E10
E25	FLOPPINGACES_20050101.2244.048-E11
E26	FLOPPINGACES_20050101.2244.048-E12
E89	FLOPPINGACES_20050101.2244.048-E13
E29	FLOPPINGACES_20050101.2244.048-E14
E30	FLOPPINGACES_20050101.2244.048-E15
E32	FLOPPINGACES_20050101.2244.048-E16
E34	FLOPPINGACES_20050101.2244.048-E17
E35	FLOPPINGACES_20050101.2244.048-E18
E1	FLOPPINGACES_20050101.2244.048-E19
E36	FLOPPINGACES_20050101.2244.048-E20
E37	FLOPPINGACES_20050101.2244.048-E21
E38	FLOPPINGACES_20050101.2244.048-E22
E39	FLOPPINGACES_20050101.2244.048-E23
E40	FLOPPINGACES_20050101.2244.048-E24
E41	FLOPPINGACES_20050101.2244.048-E25
E42	FLOPPINGACES_20050101.2244.048-E26
E43	FLOPPINGACES_20050101.2244.048-E27
E44	FLOPPINGACES_20050101.2244.048-E28
E45	FLOPPINGACES_20050101.2244.048-E29
E47	FLOPPINGACES_20050101.2244.048-E30
E48	FLOPPINGACES_20050101.2244.048-E31
E49	FLOPPINGACES_20050101.2244.048-E32
E50	FLOPPINGACES_20050101.2244.048-E33
E51	FLOPPINGACES_20050101.2244.048-E34
E52	FLOPPINGACES_20050101.2244.048-E35
E53	FLOPPINGACES_20050101.2244.048-E36
E54	FLOPPINGACES_20050101.2244.048-E37
E56	FLOPPINGACES_20050101.2244.048-E38
E58	FLOPPINGACES_20050101.2244.048-E39
E59	FLOPPINGACES_20050101.2244.048-E40
E60	FLOPPINGACES_20050101.2244.048-E41
E61	FLOPPINGACES_20050101.2244.048-E42
E62	FLOPPINGACES_20050101.2244.048-E43
E63	FLOPPINGACES_20050101.2244.048-E44
E64	FLOPPINGACES_20050101.2244.048-E45
E90	FLOPPINGACES_20050101.2244.048-E46
E91	FLOPPINGACES_20050101.2244.048-E47
E75	FLOPPINGACES_20050101.2244.048-E48
E2	FLOPPINGACES_20050101.2244.048-E49
E79	FLOPPINGACES_20050101.2244.048-E50
E81	FLOPPINGACES_20050101.2244.048-E51
E87	FLOPPINGACES_20050101.2244.048-E52
E3	FLOPPINGACES_20050101.2244.048-E53
E4	FLOPPINGACES_20050101.2244.048-E54
E5	FLOPPINGACES_20050101.2244.048-E55
E6	FLOPPINGACES_20050101.2244.048-E56
E7	FLOPPINGACES_20050101.2244.048-E57
E8	FLOPPINGACES_20050101.2244.048-E58
E9	FLOPPINGACES_20050101.2244.048-E59
E10	FLOPPINGACES_20050101.2244.048-E60
E11	FLOPPINGACES_20050101.2244.048-E61
E12	FLOPPINGACES_20050101.2244.048-E62
E88	FLOPPINGACES_20050101.2244.048-E63
E13	FLOPPINGACES_20050101.2244.048-E64
EM2	FLOPPINGACES_20050101.2244.048-E19-1
EM29	FLOPPINGACES_20050101.2244.048-E60-2
EM1	FLOPPINGACES_20050101.2244.048-E2-3
EM24	FLOPPINGACES_20050101.2244.048-E60-4
EM26	FLOPPINGACES_20050101.2244.048-E1-5
EM25	FLOPPINGACES_20050101.2244.048-E60-6
EM27	FLOPPINGACES_20050101.2244.048-E60-7
EM18	FLOPPINGACES_20050101.2244.048-E62-8
EM28	FLOPPINGACES_20050101.2244.048-E3-9
EM32	FLOPPINGACES_20050101.2244.048-E4-10
EM33	FLOPPINGACES_20050101.2244.048-E5-11
EM34	FLOPPINGACES_20050101.2244.048-E62-12
EM35	FLOPPINGACES_20050101.2244.048-E64-13
EM36	FLOPPINGACES_20050101.2244.048-E6-14
EM37	FLOPPINGACES_20050101.2244.048-E7-15
EM38	FLOPPINGACES_20050101.2244.048-E8-16
EM39	FLOPPINGACES_20050101.2244.048-E49-17
EM47	FLOPPINGACES_20050101.2244.048-E49-18
EM48	FLOPPINGACES_20050101.2244.048-E9-19
EM53	FLOPPINGACES_20050101.2244.048-E10-20
EM68	FLOPPINGACES_20050101.2244.048-E11-21
EM78	FLOPPINGACES_20050101.2244.048-E61-22
EM79	FLOPPINGACES_20050101.2244.048-E61-23
EM85	FLOPPINGACES_20050101.2244.048-E12-24
EM87	FLOPPINGACES_20050101.2244.048-E54-25
EM94	FLOPPINGACES_20050101.2244.048-E49-26
EM95	FLOPPINGACES_20050101.2244.048-E54-27
EM98	FLOPPINGACES_20050101.2244.048-E61-28
EM99	FLOPPINGACES_20050101.2244.048-E61-29
EM100	FLOPPINGACES_20050101.2244.048-E49-30
EM102	FLOPPINGACES_20050101.2244.048-E49-31
EM109	FLOPPINGACES_20050101.2244.048-E61-32
EM23	FLOPPINGACES_20050101.2244.048-E54-33
EM97	FLOPPINGACES_20050101.2244.048-E13-34
EM41	FLOPPINGACES_20050101.2244.048-E14-35
EM42	FLOPPINGACES_20050101.2244.048-E14-36
EM43	FLOPPINGACES_20050101.2244.048-E15-37
EM44	FLOPPINGACES_20050101.2244.048-E16-38
EM83	FLOPPINGACES_20050101.2244.048-E54-39
EM45	FLOPPINGACES_20050101.2244.048-E17-40
EM49	FLOPPINGACES_20050101.2244.048-E18-41
EM50	FLOPPINGACES_20050101.2244.048-E20-42
EM51	FLOPPINGACES_20050101.2244.048-E21-43
EM52	FLOPPINGACES_20050101.2244.048-E22-44
EM54	FLOPPINGACES_20050101.2244.048-E23-45
EM55	FLOPPINGACES_20050101.2244.048-E24-46
EM56	FLOPPINGACES_20050101.2244.048-E25-47
EM58	FLOPPINGACES_20050101.2244.048-E49-48
EM59	FLOPPINGACES_20050101.2244.048-E49-49
EM57	FLOPPINGACES_20050101.2244.048-E26-50
EM61	FLOPPINGACES_20050101.2244.048-E27-51
EM64	FLOPPINGACES_20050101.2244.048-E29-52
EM63	FLOPPINGACES_20050101.2244.048-E28-53
EM65	FLOPPINGACES_20050101.2244.048-E30-54
EM40	FLOPPINGACES_20050101.2244.048-E48-55
EM16	FLOPPINGACES_20050101.2244.048-E49-56
EM66	FLOPPINGACES_20050101.2244.048-E31-57
EM67	FLOPPINGACES_20050101.2244.048-E32-58
EM69	FLOPPINGACES_20050101.2244.048-E33-59
EM70	FLOPPINGACES_20050101.2244.048-E34-60
EM71	FLOPPINGACES_20050101.2244.048-E34-61
EM73	FLOPPINGACES_20050101.2244.048-E33-62
EM75	FLOPPINGACES_20050101.2244.048-E34-63
EM76	FLOPPINGACES_20050101.2244.048-E28-64
EM74	FLOPPINGACES_20050101.2244.048-E35-65
EM80	FLOPPINGACES_20050101.2244.048-E36-66
EM81	FLOPPINGACES_20050101.2244.048-E37-67
EM30	FLOPPINGACES_20050101.2244.048-E49-68
EM60	FLOPPINGACES_20050101.2244.048-E49-69
EM84	FLOPPINGACES_20050101.2244.048-E38-70
EM86	FLOPPINGACES_20050101.2244.048-E39-71
EM88	FLOPPINGACES_20050101.2244.048-E40-72
EM89	FLOPPINGACES_20050101.2244.048-E54-73
EM91	FLOPPINGACES_20050101.2244.048-E54-74
EM92	FLOPPINGACES_20050101.2244.048-E54-75
EM93	FLOPPINGACES_20050101.2244.048-E41-76
EM101	FLOPPINGACES_20050101.2244.048-E61-77
EM103	FLOPPINGACES_20050101.2244.048-E61-78
EM104	FLOPPINGACES_20050101.2244.048-E61-79
EM105	FLOPPINGACES_20050101.2244.048-E42-80
EM106	FLOPPINGACES_20050101.2244.048-E49-81
EM3	FLOPPINGACES_20050101.2244.048-E53-82
EM108	FLOPPINGACES_20050101.2244.048-E43-83
EM107	FLOPPINGACES_20050101.2244.048-E35-84
EM72	FLOPPINGACES_20050101.2244.048-E44-85
EM19	FLOPPINGACES_20050101.2244.048-E45-86
EM21	FLOPPINGACES_20050101.2244.048-E35-87
EM77	FLOPPINGACES_20050101.2244.048-E28-88
EM96	FLOPPINGACES_20050101.2244.048-E54-89
EM90	FLOPPINGACES_20050101.2244.048-E58-90
EM31	FLOPPINGACES_20050101.2244.048-E61-91
EM14	FLOPPINGACES_20050101.2244.048-E46-92
EM46	FLOPPINGACES_20050101.2244.048-E47-93
EM62	FLOPPINGACES_20050101.2244.048-E50-94
EM82	FLOPPINGACES_20050101.2244.048-E51-95
EM15	FLOPPINGACES_20050101.2244.048-E52-96
EM4	FLOPPINGACES_20050101.2244.048-E19-97
EM5	FLOPPINGACES_20050101.2244.048-E54-98
EM6	FLOPPINGACES_20050101.2244.048-E55-99
EM7	FLOPPINGACES_20050101.2244.048-E56-100
EM8	FLOPPINGACES_20050101.2244.048-E57-101
EM9	FLOPPINGACES_20050101.2244.048-E58-102
EM10	FLOPPINGACES_20050101.2244.048-E59-103
EM11	FLOPPINGACES_20050101.2244.048-E60-104
EM12	FLOPPINGACES_20050101.2244.048-E49-105
EM13	FLOPPINGACES_20050101.2244.048-E61-106
EM110	FLOPPINGACES_20050101.2244.048-E63-107
EM17	FLOPPINGACES_20050101.2244.048-E54-108
EM22	FLOPPINGACES_20050101.2244.048-E54-109
EM20	FLOPPINGACES_20050101.2244.048-E60-110
R2	FLOPPINGACES_20050101.2244.048-R1
R4	FLOPPINGACES_20050101.2244.048-R2
R5	FLOPPINGACES_20050101.2244.048-R3
R9	FLOPPINGACES_20050101.2244.048-R4
R10	FLOPPINGACES_20050101.2244.048-R5
R11	FLOPPINGACES_20050101.2244.048-R6
R15	FLOPPINGACES_20050101.2244.048-R7
R1	FLOPPINGACES_20050101.2244.048-R8
R3	FLOPPINGACES_20050101.2244.048-R9
R6	FLOPPINGACES_20050101.2244.048-R10
R7	FLOPPINGACES_20050101.2244.048-R11
R8	FLOPPINGACES_20050101.2244.048-R12
R12	FLOPPINGACES_20050101.2244.048-R13
R13	FLOPPINGACES_20050101.2244.048-R14
R14	FLOPPINGACES_20050101.2244.048-R15
RM2	FLOPPINGACES_20050101.2244.048-R1-1
RM4	FLOPPINGACES_20050101.2244.048-R2-1
RM5	FLOPPINGACES_20050101.2244.048-R3-1
RM9	FLOPPINGACES_20050101.2244.048-R4-1
RM10	FLOPPINGACES_20050101.2244.048-R5-1
RM11	FLOPPINGACES_20050101.2244.048-R6-1
RM15	FLOPPINGACES_20050101.2244.048-R7-1
RM1	FLOPPINGACES_20050101.2244.048-R8-1
RM3	FLOPPINGACES_20050101.2244.048-R9-1
RM6	FLOPPINGACES_20050101.2244.048-R10-1
RM7	FLOPPINGACES_20050101.2244.048-R11-1
RM8	FLOPPINGACES_20050101.2244.048-R12-1
RM12	FLOPPINGACES_20050101.2244.048-R13-1
RM13	FLOPPINGACES_20050101.2244.048-R14-1
RM14	FLOPPINGACES_20050101.2244.048-R15-1
V1	FLOPPINGACES_20050101.2244.048-EV1
V2	FLOPPINGACES_20050101.2244.048-EV2
V3	FLOPPINGACES_20050101.2244.048-EV3
V4	FLOPPINGACES_20050101.2244.048-EV4
V5	FLOPPINGACES_20050101.2244.048-EV5
V6	FLOPPINGACES_20050101.2244.048-EV6
V7	FLOPPINGACES_20050101.2244.048-EV7
VM1	FLOPPINGACES_20050101.2244.048-EV1-1
VM2	FLOPPINGACES_20050101.2244.048-EV1-2
VM3	FLOPPINGACES_20050101.2244.048-EV2-1
VM4	FLOPPINGACES_20050101.2244.048-EV3-1
VM5	FLOPPINGACES_20050101.2244.048-EV4-1
VM6	FLOPPINGACES_20050101.2244.048-EV5-1
VM7	FLOPPINGACES_20050101.2244.048-EV6-1
VM8	FLOPPINGACES_20050101.2244.048-EV7-1
Q3	FLOPPINGACES_20050101.2244.048-T1
Q1	FLOPPINGACES_20050101.2244.048-T2
Q5	FLOPPINGACES_20050101.2244.048-T3
Q6	FLOPPINGACES_20050101.2244.048-T4
Q2	FLOPPINGACES_20050101.2244.048-T5
Q4	FLOPPINGACES_20050101.2244.048-T6
