CE7	OIADVANTAGE_20050204.1155-CE1
CE8	OIADVANTAGE_20050204.1155-CE2
CE9	OIADVANTAGE_20050204.1155-CE3
CE10	OIADVANTAGE_20050204.1155-CE4
CE11	OIADVANTAGE_20050204.1155-CE5
CE2	OIADVANTAGE_20050204.1155-CE6
CE1	OIADVANTAGE_20050204.1155-CE7
CE12	OIADVANTAGE_20050204.1155-CE8
CE13	OIADVANTAGE_20050204.1155-CE9
CE14	OIADVANTAGE_20050204.1155-CE10
CE15	OIADVANTAGE_20050204.1155-CE11
CE16	OIADVANTAGE_20050204.1155-CE12
CE17	OIADVANTAGE_20050204.1155-CE13
CE18	OIADVANTAGE_20050204.1155-CE14
CE19	OIADVANTAGE_20050204.1155-CE15
CE20	OIADVANTAGE_20050204.1155-CE16
CE21	OIADVANTAGE_20050204.1155-CE17
CE22	OIADVANTAGE_20050204.1155-CE18
CE23	OIADVANTAGE_20050204.1155-CE19
CE3	OIADVANTAGE_20050204.1155-CE20
CE4	OIADVANTAGE_20050204.1155-CE21
CE5	OIADVANTAGE_20050204.1155-CE22
CE6	OIADVANTAGE_20050204.1155-CE23
E8	OIADVANTAGE_20050204.1155-E1
E9	OIADVANTAGE_20050204.1155-E2
E11	OIADVANTAGE_20050204.1155-E3
E12	OIADVANTAGE_20050204.1155-E4
E13	OIADVANTAGE_20050204.1155-E5
E16	OIADVANTAGE_20050204.1155-E6
E18	OIADVANTAGE_20050204.1155-E7
E19	OIADVANTAGE_20050204.1155-E8
E20	OIADVANTAGE_20050204.1155-E9
E21	OIADVANTAGE_20050204.1155-E10
E22	OIADVANTAGE_20050204.1155-E11
E23	OIADVANTAGE_20050204.1155-E12
E24	OIADVANTAGE_20050204.1155-E13
E25	OIADVANTAGE_20050204.1155-E14
E26	OIADVANTAGE_20050204.1155-E15
E27	OIADVANTAGE_20050204.1155-E16
E28	OIADVANTAGE_20050204.1155-E17
E29	OIADVANTAGE_20050204.1155-E18
E31	OIADVANTAGE_20050204.1155-E19
E32	OIADVANTAGE_20050204.1155-E20
E33	OIADVANTAGE_20050204.1155-E21
E34	OIADVANTAGE_20050204.1155-E22
E1	OIADVANTAGE_20050204.1155-E23
E2	OIADVANTAGE_20050204.1155-E24
E3	OIADVANTAGE_20050204.1155-E25
E4	OIADVANTAGE_20050204.1155-E26
E5	OIADVANTAGE_20050204.1155-E27
EM5	OIADVANTAGE_20050204.1155-E27-1
EM6	OIADVANTAGE_20050204.1155-E23-2
EM7	OIADVANTAGE_20050204.1155-E27-3
EM8	OIADVANTAGE_20050204.1155-E27-4
EM10	OIADVANTAGE_20050204.1155-E27-5
EM11	OIADVANTAGE_20050204.1155-E1-6
EM12	OIADVANTAGE_20050204.1155-E2-7
EM9	OIADVANTAGE_20050204.1155-E23-8
EM26	OIADVANTAGE_20050204.1155-E26-9
EM13	OIADVANTAGE_20050204.1155-E3-10
EM14	OIADVANTAGE_20050204.1155-E4-11
EM15	OIADVANTAGE_20050204.1155-E4-12
EM16	OIADVANTAGE_20050204.1155-E3-13
EM17	OIADVANTAGE_20050204.1155-E27-14
EM18	OIADVANTAGE_20050204.1155-E26-15
EM19	OIADVANTAGE_20050204.1155-E27-16
EM20	OIADVANTAGE_20050204.1155-E27-17
EM21	OIADVANTAGE_20050204.1155-E27-18
EM22	OIADVANTAGE_20050204.1155-E27-19
EM23	OIADVANTAGE_20050204.1155-E5-20
EM24	OIADVANTAGE_20050204.1155-E26-21
EM25	OIADVANTAGE_20050204.1155-E26-22
EM27	OIADVANTAGE_20050204.1155-E26-23
EM28	OIADVANTAGE_20050204.1155-E6-24
EM29	OIADVANTAGE_20050204.1155-E7-25
EM30	OIADVANTAGE_20050204.1155-E26-26
EM31	OIADVANTAGE_20050204.1155-E8-27
EM32	OIADVANTAGE_20050204.1155-E26-28
EM33	OIADVANTAGE_20050204.1155-E27-29
EM34	OIADVANTAGE_20050204.1155-E26-30
EM35	OIADVANTAGE_20050204.1155-E9-31
EM36	OIADVANTAGE_20050204.1155-E26-32
EM37	OIADVANTAGE_20050204.1155-E26-33
EM38	OIADVANTAGE_20050204.1155-E26-34
EM39	OIADVANTAGE_20050204.1155-E26-35
EM40	OIADVANTAGE_20050204.1155-E26-36
EM41	OIADVANTAGE_20050204.1155-E26-37
EM42	OIADVANTAGE_20050204.1155-E26-38
EM43	OIADVANTAGE_20050204.1155-E26-39
EM44	OIADVANTAGE_20050204.1155-E26-40
EM45	OIADVANTAGE_20050204.1155-E26-41
EM46	OIADVANTAGE_20050204.1155-E26-42
EM48	OIADVANTAGE_20050204.1155-E26-43
EM50	OIADVANTAGE_20050204.1155-E26-44
EM51	OIADVANTAGE_20050204.1155-E26-45
EM47	OIADVANTAGE_20050204.1155-E10-46
EM49	OIADVANTAGE_20050204.1155-E11-47
EM52	OIADVANTAGE_20050204.1155-E26-48
EM53	OIADVANTAGE_20050204.1155-E12-49
EM54	OIADVANTAGE_20050204.1155-E26-50
EM55	OIADVANTAGE_20050204.1155-E13-51
EM56	OIADVANTAGE_20050204.1155-E26-52
EM57	OIADVANTAGE_20050204.1155-E14-53
EM58	OIADVANTAGE_20050204.1155-E15-54
EM59	OIADVANTAGE_20050204.1155-E16-55
EM60	OIADVANTAGE_20050204.1155-E17-56
EM61	OIADVANTAGE_20050204.1155-E26-57
EM62	OIADVANTAGE_20050204.1155-E13-58
EM63	OIADVANTAGE_20050204.1155-E18-59
EM64	OIADVANTAGE_20050204.1155-E26-60
EM65	OIADVANTAGE_20050204.1155-E27-61
EM66	OIADVANTAGE_20050204.1155-E27-62
EM68	OIADVANTAGE_20050204.1155-E26-63
EM69	OIADVANTAGE_20050204.1155-E19-64
EM70	OIADVANTAGE_20050204.1155-E27-65
EM71	OIADVANTAGE_20050204.1155-E20-66
EM72	OIADVANTAGE_20050204.1155-E19-67
EM73	OIADVANTAGE_20050204.1155-E21-68
EM74	OIADVANTAGE_20050204.1155-E27-69
EM75	OIADVANTAGE_20050204.1155-E22-70
EM76	OIADVANTAGE_20050204.1155-E27-71
EM77	OIADVANTAGE_20050204.1155-E27-72
EM1	OIADVANTAGE_20050204.1155-E24-73
EM2	OIADVANTAGE_20050204.1155-E25-74
EM3	OIADVANTAGE_20050204.1155-E26-75
EM4	OIADVANTAGE_20050204.1155-E27-76
R7	OIADVANTAGE_20050204.1155-R1
R1	OIADVANTAGE_20050204.1155-R2
R2	OIADVANTAGE_20050204.1155-R3
R4	OIADVANTAGE_20050204.1155-R4
R6	OIADVANTAGE_20050204.1155-R5
R5	OIADVANTAGE_20050204.1155-R6
R8	OIADVANTAGE_20050204.1155-R7
R9	OIADVANTAGE_20050204.1155-R8
R3	OIADVANTAGE_20050204.1155-R9
RM7	OIADVANTAGE_20050204.1155-R1-1
RM6	OIADVANTAGE_20050204.1155-R5-1
RM1	OIADVANTAGE_20050204.1155-R2-1
RM2	OIADVANTAGE_20050204.1155-R3-1
RM4	OIADVANTAGE_20050204.1155-R4-1
RM5	OIADVANTAGE_20050204.1155-R4-2
RM8	OIADVANTAGE_20050204.1155-R7-1
RM9	OIADVANTAGE_20050204.1155-R8-1
RM3	OIADVANTAGE_20050204.1155-R9-1
V1	OIADVANTAGE_20050204.1155-EV1
V2	OIADVANTAGE_20050204.1155-EV2
VM1	OIADVANTAGE_20050204.1155-EV1-1
VM2	OIADVANTAGE_20050204.1155-EV2-1
Q1	OIADVANTAGE_20050204.1155-T1
Q2	OIADVANTAGE_20050204.1155-T2
Q3	OIADVANTAGE_20050204.1155-T3
Q4	OIADVANTAGE_20050204.1155-T4
Q5	OIADVANTAGE_20050204.1155-T5
Q6	OIADVANTAGE_20050204.1155-V1
Q7	OIADVANTAGE_20050204.1155-V2
Q8	OIADVANTAGE_20050204.1155-T6
Q9	OIADVANTAGE_20050204.1155-T7
Q10	OIADVANTAGE_20050204.1155-T8
Q12	OIADVANTAGE_20050204.1155-T9
Q11	OIADVANTAGE_20050204.1155-T10
Q13	OIADVANTAGE_20050204.1155-T11
Q14	OIADVANTAGE_20050204.1155-T12
Q15	OIADVANTAGE_20050204.1155-T13
Q16	OIADVANTAGE_20050204.1155-T14
Q17	OIADVANTAGE_20050204.1155-T15
Q18	OIADVANTAGE_20050204.1155-T16
Q19	OIADVANTAGE_20050204.1155-T17
Q20	OIADVANTAGE_20050204.1155-T18
QM6	OIADVANTAGE_20050204.1155-V1-1
QM7	OIADVANTAGE_20050204.1155-V2-1
