CE12	BACONSREBELLION_20050216.1618-CE1
CE1	BACONSREBELLION_20050216.1618-CE2
CE2	BACONSREBELLION_20050216.1618-CE3
CE3	BACONSREBELLION_20050216.1618-CE4
CE4	BACONSREBELLION_20050216.1618-CE5
CE5	BACONSREBELLION_20050216.1618-CE6
CE6	BACONSREBELLION_20050216.1618-CE7
CE7	BACONSREBELLION_20050216.1618-CE8
CE8	BACONSREBELLION_20050216.1618-CE9
CE9	BACONSREBELLION_20050216.1618-CE10
CE10	BACONSREBELLION_20050216.1618-CE11
CE11	BACONSREBELLION_20050216.1618-CE12
E12	BACONSREBELLION_20050216.1618-E1
E15	BACONSREBELLION_20050216.1618-E2
E1	BACONSREBELLION_20050216.1618-E3
E2	BACONSREBELLION_20050216.1618-E4
E3	BACONSREBELLION_20050216.1618-E5
E4	BACONSREBELLION_20050216.1618-E6
E5	BACONSREBELLION_20050216.1618-E7
E6	BACONSREBELLION_20050216.1618-E8
E7	BACONSREBELLION_20050216.1618-E9
E8	BACONSREBELLION_20050216.1618-E10
E9	BACONSREBELLION_20050216.1618-E11
E10	BACONSREBELLION_20050216.1618-E12
E11	BACONSREBELLION_20050216.1618-E13
EM15	BACONSREBELLION_20050216.1618-E1-1
EM17	BACONSREBELLION_20050216.1618-E1-2
EM13	BACONSREBELLION_20050216.1618-E2-3
EM1	BACONSREBELLION_20050216.1618-E3-4
EM2	BACONSREBELLION_20050216.1618-E4-5
EM3	BACONSREBELLION_20050216.1618-E5-6
EM4	BACONSREBELLION_20050216.1618-E6-7
EM5	BACONSREBELLION_20050216.1618-E7-8
EM6	BACONSREBELLION_20050216.1618-E8-9
EM7	BACONSREBELLION_20050216.1618-E9-10
EM8	BACONSREBELLION_20050216.1618-E10-11
EM9	BACONSREBELLION_20050216.1618-E11-12
EM10	BACONSREBELLION_20050216.1618-E4-13
EM11	BACONSREBELLION_20050216.1618-E12-14
EM12	BACONSREBELLION_20050216.1618-E4-15
EM14	BACONSREBELLION_20050216.1618-E13-16
EM16	BACONSREBELLION_20050216.1618-E4-17
R1	BACONSREBELLION_20050216.1618-R1
RM1	BACONSREBELLION_20050216.1618-R1-1
Q1	BACONSREBELLION_20050216.1618-T1
Q2	BACONSREBELLION_20050216.1618-T2
Q3	BACONSREBELLION_20050216.1618-T3
Q4	BACONSREBELLION_20050216.1618-T4
Q5	BACONSREBELLION_20050216.1618-T5
