CE9	MARKETVIEW_20050208.2059-CE1
CE10	MARKETVIEW_20050208.2059-CE2
CE11	MARKETVIEW_20050208.2059-CE3
CE12	MARKETVIEW_20050208.2059-CE4
CE7	MARKETVIEW_20050208.2059-CE5
CE1	MARKETVIEW_20050208.2059-CE6
CE2	MARKETVIEW_20050208.2059-CE7
CE3	MARKETVIEW_20050208.2059-CE8
CE4	MARKETVIEW_20050208.2059-CE9
CE5	MARKETVIEW_20050208.2059-CE10
CE6	MARKETVIEW_20050208.2059-CE11
CE8	MARKETVIEW_20050208.2059-CE12
E16	MARKETVIEW_20050208.2059-E1
E20	MARKETVIEW_20050208.2059-E2
E23	MARKETVIEW_20050208.2059-E3
E24	MARKETVIEW_20050208.2059-E4
E1	MARKETVIEW_20050208.2059-E5
E2	MARKETVIEW_20050208.2059-E6
E5	MARKETVIEW_20050208.2059-E7
E6	MARKETVIEW_20050208.2059-E8
E7	MARKETVIEW_20050208.2059-E9
E8	MARKETVIEW_20050208.2059-E10
E13	MARKETVIEW_20050208.2059-E11
E15	MARKETVIEW_20050208.2059-E12
EM1	MARKETVIEW_20050208.2059-E5-1
EM16	MARKETVIEW_20050208.2059-E1-2
EM20	MARKETVIEW_20050208.2059-E2-3
EM23	MARKETVIEW_20050208.2059-E3-4
EM3	MARKETVIEW_20050208.2059-E6-5
EM4	MARKETVIEW_20050208.2059-E6-6
EM9	MARKETVIEW_20050208.2059-E7-7
EM10	MARKETVIEW_20050208.2059-E7-8
EM11	MARKETVIEW_20050208.2059-E7-9
EM17	MARKETVIEW_20050208.2059-E6-10
EM18	MARKETVIEW_20050208.2059-E6-11
EM19	MARKETVIEW_20050208.2059-E6-12
EM22	MARKETVIEW_20050208.2059-E12-13
EM21	MARKETVIEW_20050208.2059-E12-14
EM12	MARKETVIEW_20050208.2059-E4-15
EM2	MARKETVIEW_20050208.2059-E6-16
EM5	MARKETVIEW_20050208.2059-E7-17
EM6	MARKETVIEW_20050208.2059-E8-18
EM7	MARKETVIEW_20050208.2059-E9-19
EM8	MARKETVIEW_20050208.2059-E10-20
EM13	MARKETVIEW_20050208.2059-E11-21
EM14	MARKETVIEW_20050208.2059-E6-22
EM15	MARKETVIEW_20050208.2059-E12-23
Q1	MARKETVIEW_20050208.2059-T1
Q2	MARKETVIEW_20050208.2059-T2
Q3	MARKETVIEW_20050208.2059-T3
Q4	MARKETVIEW_20050208.2059-T4
Q7	MARKETVIEW_20050208.2059-T5
Q5	MARKETVIEW_20050208.2059-T6
Q6	MARKETVIEW_20050208.2059-T7
Q8	MARKETVIEW_20050208.2059-T8
Q9	MARKETVIEW_20050208.2059-T9
Q10	MARKETVIEW_20050208.2059-T10
Q11	MARKETVIEW_20050208.2059-T11
