CE2	AGGRESSIVEVOICEDAILY_20041215.2302-CE1
CE3	AGGRESSIVEVOICEDAILY_20041215.2302-CE2
CE18	AGGRESSIVEVOICEDAILY_20041215.2302-CE3
CE19	AGGRESSIVEVOICEDAILY_20041215.2302-CE4
CE21	AGGRESSIVEVOICEDAILY_20041215.2302-CE5
CE22	AGGRESSIVEVOICEDAILY_20041215.2302-CE6
CE23	AGGRESSIVEVOICEDAILY_20041215.2302-CE7
CE24	AGGRESSIVEVOICEDAILY_20041215.2302-CE8
CE25	AGGRESSIVEVOICEDAILY_20041215.2302-CE9
CE28	AGGRESSIVEVOICEDAILY_20041215.2302-CE10
CE29	AGGRESSIVEVOICEDAILY_20041215.2302-CE11
CE4	AGGRESSIVEVOICEDAILY_20041215.2302-CE12
CE8	AGGRESSIVEVOICEDAILY_20041215.2302-CE13
CE16	AGGRESSIVEVOICEDAILY_20041215.2302-CE14
CE13	AGGRESSIVEVOICEDAILY_20041215.2302-CE15
CE14	AGGRESSIVEVOICEDAILY_20041215.2302-CE16
CE15	AGGRESSIVEVOICEDAILY_20041215.2302-CE17
CE17	AGGRESSIVEVOICEDAILY_20041215.2302-CE18
CE26	AGGRESSIVEVOICEDAILY_20041215.2302-CE19
CE1	AGGRESSIVEVOICEDAILY_20041215.2302-CE20
CE30	AGGRESSIVEVOICEDAILY_20041215.2302-CE21
CE6	AGGRESSIVEVOICEDAILY_20041215.2302-CE22
CE20	AGGRESSIVEVOICEDAILY_20041215.2302-CE23
CE5	AGGRESSIVEVOICEDAILY_20041215.2302-CE24
CE31	AGGRESSIVEVOICEDAILY_20041215.2302-CE25
CE7	AGGRESSIVEVOICEDAILY_20041215.2302-CE26
CE9	AGGRESSIVEVOICEDAILY_20041215.2302-CE27
CE10	AGGRESSIVEVOICEDAILY_20041215.2302-CE28
CE11	AGGRESSIVEVOICEDAILY_20041215.2302-CE29
CE12	AGGRESSIVEVOICEDAILY_20041215.2302-CE30
CE27	AGGRESSIVEVOICEDAILY_20041215.2302-CE31
E18	AGGRESSIVEVOICEDAILY_20041215.2302-E1
E20	AGGRESSIVEVOICEDAILY_20041215.2302-E2
E24	AGGRESSIVEVOICEDAILY_20041215.2302-E3
E25	AGGRESSIVEVOICEDAILY_20041215.2302-E4
E26	AGGRESSIVEVOICEDAILY_20041215.2302-E5
E28	AGGRESSIVEVOICEDAILY_20041215.2302-E6
E29	AGGRESSIVEVOICEDAILY_20041215.2302-E7
E31	AGGRESSIVEVOICEDAILY_20041215.2302-E8
E34	AGGRESSIVEVOICEDAILY_20041215.2302-E9
E36	AGGRESSIVEVOICEDAILY_20041215.2302-E10
E38	AGGRESSIVEVOICEDAILY_20041215.2302-E11
E39	AGGRESSIVEVOICEDAILY_20041215.2302-E12
E40	AGGRESSIVEVOICEDAILY_20041215.2302-E13
E1	AGGRESSIVEVOICEDAILY_20041215.2302-E14
E45	AGGRESSIVEVOICEDAILY_20041215.2302-E15
E46	AGGRESSIVEVOICEDAILY_20041215.2302-E16
E47	AGGRESSIVEVOICEDAILY_20041215.2302-E17
E55	AGGRESSIVEVOICEDAILY_20041215.2302-E18
E49	AGGRESSIVEVOICEDAILY_20041215.2302-E19
E50	AGGRESSIVEVOICEDAILY_20041215.2302-E20
E57	AGGRESSIVEVOICEDAILY_20041215.2302-E21
E58	AGGRESSIVEVOICEDAILY_20041215.2302-E22
E59	AGGRESSIVEVOICEDAILY_20041215.2302-E23
E61	AGGRESSIVEVOICEDAILY_20041215.2302-E24
E68	AGGRESSIVEVOICEDAILY_20041215.2302-E25
E77	AGGRESSIVEVOICEDAILY_20041215.2302-E26
E78	AGGRESSIVEVOICEDAILY_20041215.2302-E27
E79	AGGRESSIVEVOICEDAILY_20041215.2302-E28
E80	AGGRESSIVEVOICEDAILY_20041215.2302-E29
E81	AGGRESSIVEVOICEDAILY_20041215.2302-E30
E82	AGGRESSIVEVOICEDAILY_20041215.2302-E31
E2	AGGRESSIVEVOICEDAILY_20041215.2302-E32
E83	AGGRESSIVEVOICEDAILY_20041215.2302-E33
E84	AGGRESSIVEVOICEDAILY_20041215.2302-E34
E85	AGGRESSIVEVOICEDAILY_20041215.2302-E35
E86	AGGRESSIVEVOICEDAILY_20041215.2302-E36
E91	AGGRESSIVEVOICEDAILY_20041215.2302-E37
E94	AGGRESSIVEVOICEDAILY_20041215.2302-E38
E96	AGGRESSIVEVOICEDAILY_20041215.2302-E39
E97	AGGRESSIVEVOICEDAILY_20041215.2302-E40
E98	AGGRESSIVEVOICEDAILY_20041215.2302-E41
E3	AGGRESSIVEVOICEDAILY_20041215.2302-E42
E5	AGGRESSIVEVOICEDAILY_20041215.2302-E43
E99	AGGRESSIVEVOICEDAILY_20041215.2302-E44
E7	AGGRESSIVEVOICEDAILY_20041215.2302-E45
E8	AGGRESSIVEVOICEDAILY_20041215.2302-E46
E9	AGGRESSIVEVOICEDAILY_20041215.2302-E47
E10	AGGRESSIVEVOICEDAILY_20041215.2302-E48
E11	AGGRESSIVEVOICEDAILY_20041215.2302-E49
EM1	AGGRESSIVEVOICEDAILY_20041215.2302-E14-1
EM18	AGGRESSIVEVOICEDAILY_20041215.2302-E1-2
EM20	AGGRESSIVEVOICEDAILY_20041215.2302-E43-3
EM21	AGGRESSIVEVOICEDAILY_20041215.2302-E45-4
EM22	AGGRESSIVEVOICEDAILY_20041215.2302-E2-5
EM23	AGGRESSIVEVOICEDAILY_20041215.2302-E48-6
EM24	AGGRESSIVEVOICEDAILY_20041215.2302-E46-7
EM25	AGGRESSIVEVOICEDAILY_20041215.2302-E47-8
EM32	AGGRESSIVEVOICEDAILY_20041215.2302-E3-9
EM33	AGGRESSIVEVOICEDAILY_20041215.2302-E4-10
EM34	AGGRESSIVEVOICEDAILY_20041215.2302-E4-11
EM35	AGGRESSIVEVOICEDAILY_20041215.2302-E5-12
EM6	AGGRESSIVEVOICEDAILY_20041215.2302-E18-13
EM37	AGGRESSIVEVOICEDAILY_20041215.2302-E7-14
EM39	AGGRESSIVEVOICEDAILY_20041215.2302-E6-15
EM40	AGGRESSIVEVOICEDAILY_20041215.2302-E43-16
EM42	AGGRESSIVEVOICEDAILY_20041215.2302-E42-17
EM47	AGGRESSIVEVOICEDAILY_20041215.2302-E4-18
EM48	AGGRESSIVEVOICEDAILY_20041215.2302-E9-19
EM53	AGGRESSIVEVOICEDAILY_20041215.2302-E11-20
EM54	AGGRESSIVEVOICEDAILY_20041215.2302-E12-21
EM55	AGGRESSIVEVOICEDAILY_20041215.2302-E12-22
EM56	AGGRESSIVEVOICEDAILY_20041215.2302-E13-23
EM58	AGGRESSIVEVOICEDAILY_20041215.2302-E42-24
EM59	AGGRESSIVEVOICEDAILY_20041215.2302-E9-25
EM64	AGGRESSIVEVOICEDAILY_20041215.2302-E9-26
EM66	AGGRESSIVEVOICEDAILY_20041215.2302-E10-27
EM67	AGGRESSIVEVOICEDAILY_20041215.2302-E12-28
EM69	AGGRESSIVEVOICEDAILY_20041215.2302-E43-29
EM70	AGGRESSIVEVOICEDAILY_20041215.2302-E45-30
EM71	AGGRESSIVEVOICEDAILY_20041215.2302-E15-31
EM72	AGGRESSIVEVOICEDAILY_20041215.2302-E48-32
EM73	AGGRESSIVEVOICEDAILY_20041215.2302-E46-33
EM78	AGGRESSIVEVOICEDAILY_20041215.2302-E49-34
EM79	AGGRESSIVEVOICEDAILY_20041215.2302-E32-35
EM80	AGGRESSIVEVOICEDAILY_20041215.2302-E32-36
EM81	AGGRESSIVEVOICEDAILY_20041215.2302-E16-37
EM82	AGGRESSIVEVOICEDAILY_20041215.2302-E49-38
EM83	AGGRESSIVEVOICEDAILY_20041215.2302-E17-39
EM84	AGGRESSIVEVOICEDAILY_20041215.2302-E17-40
EM86	AGGRESSIVEVOICEDAILY_20041215.2302-E17-41
EM87	AGGRESSIVEVOICEDAILY_20041215.2302-E17-42
EM29	AGGRESSIVEVOICEDAILY_20041215.2302-E19-43
EM30	AGGRESSIVEVOICEDAILY_20041215.2302-E19-44
EM31	AGGRESSIVEVOICEDAILY_20041215.2302-E20-45
EM17	AGGRESSIVEVOICEDAILY_20041215.2302-E19-46
EM2	AGGRESSIVEVOICEDAILY_20041215.2302-E32-47
EM12	AGGRESSIVEVOICEDAILY_20041215.2302-E21-48
EM14	AGGRESSIVEVOICEDAILY_20041215.2302-E22-49
EM15	AGGRESSIVEVOICEDAILY_20041215.2302-E23-50
EM26	AGGRESSIVEVOICEDAILY_20041215.2302-E24-51
EM57	AGGRESSIVEVOICEDAILY_20041215.2302-E25-52
EM75	AGGRESSIVEVOICEDAILY_20041215.2302-E24-53
EM85	AGGRESSIVEVOICEDAILY_20041215.2302-E26-54
EM4	AGGRESSIVEVOICEDAILY_20041215.2302-E27-55
EM50	AGGRESSIVEVOICEDAILY_20041215.2302-E28-56
EM49	AGGRESSIVEVOICEDAILY_20041215.2302-E29-57
EM51	AGGRESSIVEVOICEDAILY_20041215.2302-E30-58
EM60	AGGRESSIVEVOICEDAILY_20041215.2302-E31-59
EM62	AGGRESSIVEVOICEDAILY_20041215.2302-E9-60
EM63	AGGRESSIVEVOICEDAILY_20041215.2302-E33-61
EM65	AGGRESSIVEVOICEDAILY_20041215.2302-E34-62
EM68	AGGRESSIVEVOICEDAILY_20041215.2302-E35-63
