CE9	OIADVANTAGE_20050103.0944-CE1
CE8	OIADVANTAGE_20050103.0944-CE2
CE11	OIADVANTAGE_20050103.0944-CE3
CE13	OIADVANTAGE_20050103.0944-CE4
CE14	OIADVANTAGE_20050103.0944-CE5
CE15	OIADVANTAGE_20050103.0944-CE6
CE16	OIADVANTAGE_20050103.0944-CE7
CE12	OIADVANTAGE_20050103.0944-CE8
CE17	OIADVANTAGE_20050103.0944-CE9
CE20	OIADVANTAGE_20050103.0944-CE10
CE21	OIADVANTAGE_20050103.0944-CE11
CE22	OIADVANTAGE_20050103.0944-CE12
CE23	OIADVANTAGE_20050103.0944-CE13
CE19	OIADVANTAGE_20050103.0944-CE14
CE18	OIADVANTAGE_20050103.0944-CE15
CE2	OIADVANTAGE_20050103.0944-CE16
CE1	OIADVANTAGE_20050103.0944-CE17
CE3	OIADVANTAGE_20050103.0944-CE18
CE4	OIADVANTAGE_20050103.0944-CE19
CE5	OIADVANTAGE_20050103.0944-CE20
CE7	OIADVANTAGE_20050103.0944-CE21
CE6	OIADVANTAGE_20050103.0944-CE22
CE10	OIADVANTAGE_20050103.0944-CE23
E11	OIADVANTAGE_20050103.0944-E1
E12	OIADVANTAGE_20050103.0944-E2
E13	OIADVANTAGE_20050103.0944-E3
E15	OIADVANTAGE_20050103.0944-E4
E16	OIADVANTAGE_20050103.0944-E5
E17	OIADVANTAGE_20050103.0944-E6
E19	OIADVANTAGE_20050103.0944-E7
E20	OIADVANTAGE_20050103.0944-E8
E22	OIADVANTAGE_20050103.0944-E9
E23	OIADVANTAGE_20050103.0944-E10
E24	OIADVANTAGE_20050103.0944-E11
E25	OIADVANTAGE_20050103.0944-E12
E26	OIADVANTAGE_20050103.0944-E13
E30	OIADVANTAGE_20050103.0944-E14
E31	OIADVANTAGE_20050103.0944-E15
E32	OIADVANTAGE_20050103.0944-E16
E1	OIADVANTAGE_20050103.0944-E17
E33	OIADVANTAGE_20050103.0944-E18
E34	OIADVANTAGE_20050103.0944-E19
E35	OIADVANTAGE_20050103.0944-E20
E36	OIADVANTAGE_20050103.0944-E21
E2	OIADVANTAGE_20050103.0944-E22
E3	OIADVANTAGE_20050103.0944-E23
E4	OIADVANTAGE_20050103.0944-E24
E5	OIADVANTAGE_20050103.0944-E25
E6	OIADVANTAGE_20050103.0944-E26
E7	OIADVANTAGE_20050103.0944-E27
E37	OIADVANTAGE_20050103.0944-E28
E9	OIADVANTAGE_20050103.0944-E29
E10	OIADVANTAGE_20050103.0944-E30
EM2	OIADVANTAGE_20050103.0944-E17-1
EM19	OIADVANTAGE_20050103.0944-E3-2
EM22	OIADVANTAGE_20050103.0944-E2-3
EM23	OIADVANTAGE_20050103.0944-E4-4
EM24	OIADVANTAGE_20050103.0944-E5-5
EM25	OIADVANTAGE_20050103.0944-E25-6
EM26	OIADVANTAGE_20050103.0944-E25-7
EM27	OIADVANTAGE_20050103.0944-E5-8
EM29	OIADVANTAGE_20050103.0944-E5-9
EM30	OIADVANTAGE_20050103.0944-E6-10
EM72	OIADVANTAGE_20050103.0944-E6-11
EM31	OIADVANTAGE_20050103.0944-E7-12
EM32	OIADVANTAGE_20050103.0944-E8-13
EM33	OIADVANTAGE_20050103.0944-E9-14
EM34	OIADVANTAGE_20050103.0944-E10-15
EM35	OIADVANTAGE_20050103.0944-E11-16
EM36	OIADVANTAGE_20050103.0944-E6-17
EM37	OIADVANTAGE_20050103.0944-E12-18
EM38	OIADVANTAGE_20050103.0944-E13-19
EM39	OIADVANTAGE_20050103.0944-E8-20
EM40	OIADVANTAGE_20050103.0944-E6-21
EM41	OIADVANTAGE_20050103.0944-E6-22
EM42	OIADVANTAGE_20050103.0944-E12-23
EM43	OIADVANTAGE_20050103.0944-E13-24
EM49	OIADVANTAGE_20050103.0944-E8-25
EM50	OIADVANTAGE_20050103.0944-E8-26
EM55	OIADVANTAGE_20050103.0944-E12-27
EM56	OIADVANTAGE_20050103.0944-E14-28
EM57	OIADVANTAGE_20050103.0944-E15-29
EM58	OIADVANTAGE_20050103.0944-E6-30
EM60	OIADVANTAGE_20050103.0944-E16-31
EM62	OIADVANTAGE_20050103.0944-E8-32
EM63	OIADVANTAGE_20050103.0944-E12-33
EM65	OIADVANTAGE_20050103.0944-E12-34
EM66	OIADVANTAGE_20050103.0944-E6-35
EM67	OIADVANTAGE_20050103.0944-E18-36
EM68	OIADVANTAGE_20050103.0944-E12-37
EM69	OIADVANTAGE_20050103.0944-E6-38
EM70	OIADVANTAGE_20050103.0944-E18-39
EM71	OIADVANTAGE_20050103.0944-E12-40
EM48	OIADVANTAGE_20050103.0944-E19-41
EM51	OIADVANTAGE_20050103.0944-E19-42
EM59	OIADVANTAGE_20050103.0944-E19-43
EM64	OIADVANTAGE_20050103.0944-E19-44
EM44	OIADVANTAGE_20050103.0944-E20-45
EM52	OIADVANTAGE_20050103.0944-E20-46
EM61	OIADVANTAGE_20050103.0944-E20-47
EM1	OIADVANTAGE_20050103.0944-E21-48
EM3	OIADVANTAGE_20050103.0944-E22-49
EM4	OIADVANTAGE_20050103.0944-E23-50
EM47	OIADVANTAGE_20050103.0944-E5-51
EM5	OIADVANTAGE_20050103.0944-E24-52
EM6	OIADVANTAGE_20050103.0944-E23-53
EM7	OIADVANTAGE_20050103.0944-E23-54
EM8	OIADVANTAGE_20050103.0944-E25-55
EM9	OIADVANTAGE_20050103.0944-E25-56
EM10	OIADVANTAGE_20050103.0944-E25-57
EM11	OIADVANTAGE_20050103.0944-E26-58
EM12	OIADVANTAGE_20050103.0944-E27-59
EM13	OIADVANTAGE_20050103.0944-E26-60
EM14	OIADVANTAGE_20050103.0944-E23-61
EM15	OIADVANTAGE_20050103.0944-E25-62
EM17	OIADVANTAGE_20050103.0944-E28-63
EM16	OIADVANTAGE_20050103.0944-E29-64
EM28	OIADVANTAGE_20050103.0944-E12-65
EM18	OIADVANTAGE_20050103.0944-E29-66
EM20	OIADVANTAGE_20050103.0944-E30-67
EM21	OIADVANTAGE_20050103.0944-E1-68
R7	OIADVANTAGE_20050103.0944-R1
R5	OIADVANTAGE_20050103.0944-R2
R1	OIADVANTAGE_20050103.0944-R3
