CE9	MARKETVIEW_20050206.1951-CE1
CE6	MARKETVIEW_20050206.1951-CE2
CE5	MARKETVIEW_20050206.1951-CE3
CE1	MARKETVIEW_20050206.1951-CE4
CE2	MARKETVIEW_20050206.1951-CE5
CE11	MARKETVIEW_20050206.1951-CE6
CE3	MARKETVIEW_20050206.1951-CE7
CE4	MARKETVIEW_20050206.1951-CE8
CE7	MARKETVIEW_20050206.1951-CE9
CE8	MARKETVIEW_20050206.1951-CE10
CE10	MARKETVIEW_20050206.1951-CE11
E9	MARKETVIEW_20050206.1951-E1
E11	MARKETVIEW_20050206.1951-E2
E12	MARKETVIEW_20050206.1951-E3
E1	MARKETVIEW_20050206.1951-E4
E2	MARKETVIEW_20050206.1951-E5
E13	MARKETVIEW_20050206.1951-E6
E4	MARKETVIEW_20050206.1951-E7
E5	MARKETVIEW_20050206.1951-E8
E6	MARKETVIEW_20050206.1951-E9
E7	MARKETVIEW_20050206.1951-E10
E8	MARKETVIEW_20050206.1951-E11
EM1	MARKETVIEW_20050206.1951-E4-1
EM15	MARKETVIEW_20050206.1951-E1-2
EM8	MARKETVIEW_20050206.1951-E5-3
EM9	MARKETVIEW_20050206.1951-E3-4
EM7	MARKETVIEW_20050206.1951-E3-5
EM2	MARKETVIEW_20050206.1951-E5-6
EM3	MARKETVIEW_20050206.1951-E4-7
EM18	MARKETVIEW_20050206.1951-E4-8
EM5	MARKETVIEW_20050206.1951-E7-9
EM6	MARKETVIEW_20050206.1951-E8-10
EM10	MARKETVIEW_20050206.1951-E2-11
EM4	MARKETVIEW_20050206.1951-E5-12
EM19	MARKETVIEW_20050206.1951-E6-13
EM11	MARKETVIEW_20050206.1951-E9-14
EM12	MARKETVIEW_20050206.1951-E9-15
EM13	MARKETVIEW_20050206.1951-E10-16
EM14	MARKETVIEW_20050206.1951-E5-17
EM16	MARKETVIEW_20050206.1951-E4-18
EM17	MARKETVIEW_20050206.1951-E11-19
Q7	MARKETVIEW_20050206.1951-T1
Q5	MARKETVIEW_20050206.1951-V1
Q1	MARKETVIEW_20050206.1951-T2
Q2	MARKETVIEW_20050206.1951-T3
Q3	MARKETVIEW_20050206.1951-T4
Q4	MARKETVIEW_20050206.1951-T5
Q6	MARKETVIEW_20050206.1951-T6
QM5	MARKETVIEW_20050206.1951-V1-1
