CE14	AGGRESSIVEVOICEDAILY_20041101.1144-CE1
CE15	AGGRESSIVEVOICEDAILY_20041101.1144-CE2
CE16	AGGRESSIVEVOICEDAILY_20041101.1144-CE3
CE3	AGGRESSIVEVOICEDAILY_20041101.1144-CE4
CE2	AGGRESSIVEVOICEDAILY_20041101.1144-CE5
CE17	AGGRESSIVEVOICEDAILY_20041101.1144-CE6
CE19	AGGRESSIVEVOICEDAILY_20041101.1144-CE7
CE20	AGGRESSIVEVOICEDAILY_20041101.1144-CE8
CE21	AGGRESSIVEVOICEDAILY_20041101.1144-CE9
CE18	AGGRESSIVEVOICEDAILY_20041101.1144-CE10
CE22	AGGRESSIVEVOICEDAILY_20041101.1144-CE11
CE23	AGGRESSIVEVOICEDAILY_20041101.1144-CE12
CE1	AGGRESSIVEVOICEDAILY_20041101.1144-CE13
CE24	AGGRESSIVEVOICEDAILY_20041101.1144-CE14
CE25	AGGRESSIVEVOICEDAILY_20041101.1144-CE15
CE4	AGGRESSIVEVOICEDAILY_20041101.1144-CE16
CE5	AGGRESSIVEVOICEDAILY_20041101.1144-CE17
CE6	AGGRESSIVEVOICEDAILY_20041101.1144-CE18
CE7	AGGRESSIVEVOICEDAILY_20041101.1144-CE19
CE9	AGGRESSIVEVOICEDAILY_20041101.1144-CE20
CE10	AGGRESSIVEVOICEDAILY_20041101.1144-CE21
CE11	AGGRESSIVEVOICEDAILY_20041101.1144-CE22
CE12	AGGRESSIVEVOICEDAILY_20041101.1144-CE23
CE8	AGGRESSIVEVOICEDAILY_20041101.1144-CE24
CE13	AGGRESSIVEVOICEDAILY_20041101.1144-CE25
E12	AGGRESSIVEVOICEDAILY_20041101.1144-E1
E13	AGGRESSIVEVOICEDAILY_20041101.1144-E2
E14	AGGRESSIVEVOICEDAILY_20041101.1144-E3
E16	AGGRESSIVEVOICEDAILY_20041101.1144-E4
E18	AGGRESSIVEVOICEDAILY_20041101.1144-E5
E19	AGGRESSIVEVOICEDAILY_20041101.1144-E6
E21	AGGRESSIVEVOICEDAILY_20041101.1144-E7
E22	AGGRESSIVEVOICEDAILY_20041101.1144-E8
E23	AGGRESSIVEVOICEDAILY_20041101.1144-E9
E24	AGGRESSIVEVOICEDAILY_20041101.1144-E10
E27	AGGRESSIVEVOICEDAILY_20041101.1144-E11
