CE14	FLOPPINGACES_20041228.0927.010-CE1
CE16	FLOPPINGACES_20041228.0927.010-CE2
CE17	FLOPPINGACES_20041228.0927.010-CE3
CE18	FLOPPINGACES_20041228.0927.010-CE4
CE3	FLOPPINGACES_20041228.0927.010-CE5
CE2	FLOPPINGACES_20041228.0927.010-CE6
CE19	FLOPPINGACES_20041228.0927.010-CE7
CE20	FLOPPINGACES_20041228.0927.010-CE8
CE21	FLOPPINGACES_20041228.0927.010-CE9
CE22	FLOPPINGACES_20041228.0927.010-CE10
CE23	FLOPPINGACES_20041228.0927.010-CE11
CE5	FLOPPINGACES_20041228.0927.010-CE12
CE24	FLOPPINGACES_20041228.0927.010-CE13
CE35	FLOPPINGACES_20041228.0927.010-CE14
CE25	FLOPPINGACES_20041228.0927.010-CE15
CE26	FLOPPINGACES_20041228.0927.010-CE16
CE27	FLOPPINGACES_20041228.0927.010-CE17
CE28	FLOPPINGACES_20041228.0927.010-CE18
CE29	FLOPPINGACES_20041228.0927.010-CE19
CE30	FLOPPINGACES_20041228.0927.010-CE20
CE31	FLOPPINGACES_20041228.0927.010-CE21
CE6	FLOPPINGACES_20041228.0927.010-CE22
CE32	FLOPPINGACES_20041228.0927.010-CE23
CE33	FLOPPINGACES_20041228.0927.010-CE24
CE36	FLOPPINGACES_20041228.0927.010-CE25
CE37	FLOPPINGACES_20041228.0927.010-CE26
CE34	FLOPPINGACES_20041228.0927.010-CE27
CE38	FLOPPINGACES_20041228.0927.010-CE28
CE39	FLOPPINGACES_20041228.0927.010-CE29
CE41	FLOPPINGACES_20041228.0927.010-CE30
CE42	FLOPPINGACES_20041228.0927.010-CE31
CE43	FLOPPINGACES_20041228.0927.010-CE32
CE45	FLOPPINGACES_20041228.0927.010-CE33
CE4	FLOPPINGACES_20041228.0927.010-CE34
CE40	FLOPPINGACES_20041228.0927.010-CE35
CE12	FLOPPINGACES_20041228.0927.010-CE36
CE7	FLOPPINGACES_20041228.0927.010-CE37
CE44	FLOPPINGACES_20041228.0927.010-CE38
CE9	FLOPPINGACES_20041228.0927.010-CE39
CE10	FLOPPINGACES_20041228.0927.010-CE40
CE8	FLOPPINGACES_20041228.0927.010-CE41
CE11	FLOPPINGACES_20041228.0927.010-CE42
CE13	FLOPPINGACES_20041228.0927.010-CE43
CE1	FLOPPINGACES_20041228.0927.010-CE44
CE46	FLOPPINGACES_20041228.0927.010-CE45
E16	FLOPPINGACES_20041228.0927.010-E1
E17	FLOPPINGACES_20041228.0927.010-E2
E19	FLOPPINGACES_20041228.0927.010-E3
E20	FLOPPINGACES_20041228.0927.010-E4
E21	FLOPPINGACES_20041228.0927.010-E5
E23	FLOPPINGACES_20041228.0927.010-E6
E25	FLOPPINGACES_20041228.0927.010-E7
E26	FLOPPINGACES_20041228.0927.010-E8
E28	FLOPPINGACES_20041228.0927.010-E9
E29	FLOPPINGACES_20041228.0927.010-E10
E30	FLOPPINGACES_20041228.0927.010-E11
E31	FLOPPINGACES_20041228.0927.010-E12
E32	FLOPPINGACES_20041228.0927.010-E13
E33	FLOPPINGACES_20041228.0927.010-E14
E37	FLOPPINGACES_20041228.0927.010-E15
E38	FLOPPINGACES_20041228.0927.010-E16
