CE14	MARKBACKER_20050105.1632-CE1
CE16	MARKBACKER_20050105.1632-CE2
CE18	MARKBACKER_20050105.1632-CE3
CE19	MARKBACKER_20050105.1632-CE4
CE20	MARKBACKER_20050105.1632-CE5
CE15	MARKBACKER_20050105.1632-CE6
CE21	MARKBACKER_20050105.1632-CE7
CE23	MARKBACKER_20050105.1632-CE8
CE25	MARKBACKER_20050105.1632-CE9
CE26	MARKBACKER_20050105.1632-CE10
CE27	MARKBACKER_20050105.1632-CE11
CE29	MARKBACKER_20050105.1632-CE12
CE31	MARKBACKER_20050105.1632-CE13
CE32	MARKBACKER_20050105.1632-CE14
CE3	MARKBACKER_20050105.1632-CE15
CE33	MARKBACKER_20050105.1632-CE16
CE35	MARKBACKER_20050105.1632-CE17
CE36	MARKBACKER_20050105.1632-CE18
CE4	MARKBACKER_20050105.1632-CE19
CE22	MARKBACKER_20050105.1632-CE20
CE28	MARKBACKER_20050105.1632-CE21
CE30	MARKBACKER_20050105.1632-CE22
CE34	MARKBACKER_20050105.1632-CE23
CE17	MARKBACKER_20050105.1632-CE24
CE24	MARKBACKER_20050105.1632-CE25
CE1	MARKBACKER_20050105.1632-CE26
CE2	MARKBACKER_20050105.1632-CE27
CE5	MARKBACKER_20050105.1632-CE28
CE6	MARKBACKER_20050105.1632-CE29
CE7	MARKBACKER_20050105.1632-CE30
CE8	MARKBACKER_20050105.1632-CE31
CE10	MARKBACKER_20050105.1632-CE32
CE9	MARKBACKER_20050105.1632-CE33
CE11	MARKBACKER_20050105.1632-CE34
CE12	MARKBACKER_20050105.1632-CE35
CE13	MARKBACKER_20050105.1632-CE36
E15	MARKBACKER_20050105.1632-E1
E16	MARKBACKER_20050105.1632-E2
E20	MARKBACKER_20050105.1632-E3
E21	MARKBACKER_20050105.1632-E4
E22	MARKBACKER_20050105.1632-E5
E23	MARKBACKER_20050105.1632-E6
E24	MARKBACKER_20050105.1632-E7
E25	MARKBACKER_20050105.1632-E8
E26	MARKBACKER_20050105.1632-E9
E27	MARKBACKER_20050105.1632-E10
E28	MARKBACKER_20050105.1632-E11
E29	MARKBACKER_20050105.1632-E12
E32	MARKBACKER_20050105.1632-E13
E33	MARKBACKER_20050105.1632-E14
E35	MARKBACKER_20050105.1632-E15
E38	MARKBACKER_20050105.1632-E16
E1	MARKBACKER_20050105.1632-E17
E41	MARKBACKER_20050105.1632-E18
E42	MARKBACKER_20050105.1632-E19
E45	MARKBACKER_20050105.1632-E20
E47	MARKBACKER_20050105.1632-E21
E48	MARKBACKER_20050105.1632-E22
E51	MARKBACKER_20050105.1632-E23
E54	MARKBACKER_20050105.1632-E24
E55	MARKBACKER_20050105.1632-E25
E58	MARKBACKER_20050105.1632-E26
E59	MARKBACKER_20050105.1632-E27
E60	MARKBACKER_20050105.1632-E28
E61	MARKBACKER_20050105.1632-E29
E63	MARKBACKER_20050105.1632-E30
E64	MARKBACKER_20050105.1632-E31
E66	MARKBACKER_20050105.1632-E32
E2	MARKBACKER_20050105.1632-E33
E3	MARKBACKER_20050105.1632-E34
E5	MARKBACKER_20050105.1632-E35
E6	MARKBACKER_20050105.1632-E36
E7	MARKBACKER_20050105.1632-E37
E8	MARKBACKER_20050105.1632-E38
E10	MARKBACKER_20050105.1632-E39
E11	MARKBACKER_20050105.1632-E40
E12	MARKBACKER_20050105.1632-E41
E13	MARKBACKER_20050105.1632-E42
E14	MARKBACKER_20050105.1632-E43
EM1	MARKBACKER_20050105.1632-E17-1
EM19	MARKBACKER_20050105.1632-E2-2
EM26	MARKBACKER_20050105.1632-E3-3
EM24	MARKBACKER_20050105.1632-E4-4
EM25	MARKBACKER_20050105.1632-E3-5
EM27	MARKBACKER_20050105.1632-E3-6
EM28	MARKBACKER_20050105.1632-E5-7
EM31	MARKBACKER_20050105.1632-E1-8
EM30	MARKBACKER_20050105.1632-E39-9
EM29	MARKBACKER_20050105.1632-E6-10
EM32	MARKBACKER_20050105.1632-E6-11
EM33	MARKBACKER_20050105.1632-E7-12
EM36	MARKBACKER_20050105.1632-E43-13
EM37	MARKBACKER_20050105.1632-E39-14
