CE16	AGGRESSIVEVOICEDAILY_20050213.2123-CE1
CE10	AGGRESSIVEVOICEDAILY_20050213.2123-CE2
CE17	AGGRESSIVEVOICEDAILY_20050213.2123-CE3
CE2	AGGRESSIVEVOICEDAILY_20050213.2123-CE4
CE18	AGGRESSIVEVOICEDAILY_20050213.2123-CE5
CE19	AGGRESSIVEVOICEDAILY_20050213.2123-CE6
CE20	AGGRESSIVEVOICEDAILY_20050213.2123-CE7
CE21	AGGRESSIVEVOICEDAILY_20050213.2123-CE8
CE22	AGGRESSIVEVOICEDAILY_20050213.2123-CE9
CE27	AGGRESSIVEVOICEDAILY_20050213.2123-CE10
CE24	AGGRESSIVEVOICEDAILY_20050213.2123-CE11
CE29	AGGRESSIVEVOICEDAILY_20050213.2123-CE12
CE1	AGGRESSIVEVOICEDAILY_20050213.2123-CE13
CE26	AGGRESSIVEVOICEDAILY_20050213.2123-CE14
CE28	AGGRESSIVEVOICEDAILY_20050213.2123-CE15
CE23	AGGRESSIVEVOICEDAILY_20050213.2123-CE16
CE30	AGGRESSIVEVOICEDAILY_20050213.2123-CE17
CE25	AGGRESSIVEVOICEDAILY_20050213.2123-CE18
CE5	AGGRESSIVEVOICEDAILY_20050213.2123-CE19
CE4	AGGRESSIVEVOICEDAILY_20050213.2123-CE20
CE31	AGGRESSIVEVOICEDAILY_20050213.2123-CE21
CE6	AGGRESSIVEVOICEDAILY_20050213.2123-CE22
CE7	AGGRESSIVEVOICEDAILY_20050213.2123-CE23
CE8	AGGRESSIVEVOICEDAILY_20050213.2123-CE24
CE9	AGGRESSIVEVOICEDAILY_20050213.2123-CE25
CE11	AGGRESSIVEVOICEDAILY_20050213.2123-CE26
CE12	AGGRESSIVEVOICEDAILY_20050213.2123-CE27
CE13	AGGRESSIVEVOICEDAILY_20050213.2123-CE28
CE14	AGGRESSIVEVOICEDAILY_20050213.2123-CE29
CE15	AGGRESSIVEVOICEDAILY_20050213.2123-CE30
CE3	AGGRESSIVEVOICEDAILY_20050213.2123-CE31
E15	AGGRESSIVEVOICEDAILY_20050213.2123-E1
E16	AGGRESSIVEVOICEDAILY_20050213.2123-E2
E17	AGGRESSIVEVOICEDAILY_20050213.2123-E3
E18	AGGRESSIVEVOICEDAILY_20050213.2123-E4
E19	AGGRESSIVEVOICEDAILY_20050213.2123-E5
E21	AGGRESSIVEVOICEDAILY_20050213.2123-E6
E22	AGGRESSIVEVOICEDAILY_20050213.2123-E7
E23	AGGRESSIVEVOICEDAILY_20050213.2123-E8
E24	AGGRESSIVEVOICEDAILY_20050213.2123-E9
E27	AGGRESSIVEVOICEDAILY_20050213.2123-E10
E28	AGGRESSIVEVOICEDAILY_20050213.2123-E11
E29	AGGRESSIVEVOICEDAILY_20050213.2123-E12
E43	AGGRESSIVEVOICEDAILY_20050213.2123-E13
E30	AGGRESSIVEVOICEDAILY_20050213.2123-E14
E31	AGGRESSIVEVOICEDAILY_20050213.2123-E15
E34	AGGRESSIVEVOICEDAILY_20050213.2123-E16
E35	AGGRESSIVEVOICEDAILY_20050213.2123-E17
E36	AGGRESSIVEVOICEDAILY_20050213.2123-E18
E37	AGGRESSIVEVOICEDAILY_20050213.2123-E19
E38	AGGRESSIVEVOICEDAILY_20050213.2123-E20
E53	AGGRESSIVEVOICEDAILY_20050213.2123-E21
E39	AGGRESSIVEVOICEDAILY_20050213.2123-E22
E1	AGGRESSIVEVOICEDAILY_20050213.2123-E23
E45	AGGRESSIVEVOICEDAILY_20050213.2123-E24
E54	AGGRESSIVEVOICEDAILY_20050213.2123-E25
E49	AGGRESSIVEVOICEDAILY_20050213.2123-E26
E47	AGGRESSIVEVOICEDAILY_20050213.2123-E27
E50	AGGRESSIVEVOICEDAILY_20050213.2123-E28
E51	AGGRESSIVEVOICEDAILY_20050213.2123-E29
E52	AGGRESSIVEVOICEDAILY_20050213.2123-E30
E2	AGGRESSIVEVOICEDAILY_20050213.2123-E31
E3	AGGRESSIVEVOICEDAILY_20050213.2123-E32
E4	AGGRESSIVEVOICEDAILY_20050213.2123-E33
E7	AGGRESSIVEVOICEDAILY_20050213.2123-E34
E8	AGGRESSIVEVOICEDAILY_20050213.2123-E35
E9	AGGRESSIVEVOICEDAILY_20050213.2123-E36
