CE9	MARKETVIEW_20050210.2138-CE1
CE1	MARKETVIEW_20050210.2138-CE2
CE2	MARKETVIEW_20050210.2138-CE3
CE3	MARKETVIEW_20050210.2138-CE4
CE4	MARKETVIEW_20050210.2138-CE5
CE5	MARKETVIEW_20050210.2138-CE6
CE6	MARKETVIEW_20050210.2138-CE7
CE7	MARKETVIEW_20050210.2138-CE8
CE8	MARKETVIEW_20050210.2138-CE9
E12	MARKETVIEW_20050210.2138-E1
E14	MARKETVIEW_20050210.2138-E2
E15	MARKETVIEW_20050210.2138-E3
E1	MARKETVIEW_20050210.2138-E4
E2	MARKETVIEW_20050210.2138-E5
E4	MARKETVIEW_20050210.2138-E6
E6	MARKETVIEW_20050210.2138-E7
E7	MARKETVIEW_20050210.2138-E8
E8	MARKETVIEW_20050210.2138-E9
E9	MARKETVIEW_20050210.2138-E10
E10	MARKETVIEW_20050210.2138-E11
E11	MARKETVIEW_20050210.2138-E12
EM1	MARKETVIEW_20050210.2138-E4-1
EM22	MARKETVIEW_20050210.2138-E4-2
EM23	MARKETVIEW_20050210.2138-E1-3
EM24	MARKETVIEW_20050210.2138-E4-4
EM25	MARKETVIEW_20050210.2138-E4-5
EM26	MARKETVIEW_20050210.2138-E4-6
EM18	MARKETVIEW_20050210.2138-E6-7
EM6	MARKETVIEW_20050210.2138-E2-8
EM13	MARKETVIEW_20050210.2138-E3-9
EM5	MARKETVIEW_20050210.2138-E4-10
EM3	MARKETVIEW_20050210.2138-E4-11
EM2	MARKETVIEW_20050210.2138-E5-12
EM4	MARKETVIEW_20050210.2138-E6-13
EM27	MARKETVIEW_20050210.2138-E9-14
EM7	MARKETVIEW_20050210.2138-E8-15
EM8	MARKETVIEW_20050210.2138-E8-16
EM9	MARKETVIEW_20050210.2138-E9-17
EM10	MARKETVIEW_20050210.2138-E8-18
EM11	MARKETVIEW_20050210.2138-E7-19
EM12	MARKETVIEW_20050210.2138-E10-20
EM14	MARKETVIEW_20050210.2138-E11-21
EM15	MARKETVIEW_20050210.2138-E4-22
EM16	MARKETVIEW_20050210.2138-E6-23
EM17	MARKETVIEW_20050210.2138-E9-24
EM19	MARKETVIEW_20050210.2138-E4-25
EM20	MARKETVIEW_20050210.2138-E6-26
EM21	MARKETVIEW_20050210.2138-E12-27
R1	MARKETVIEW_20050210.2138-R1
R2	MARKETVIEW_20050210.2138-R2
R3	MARKETVIEW_20050210.2138-R3
R4	MARKETVIEW_20050210.2138-R4
RM1	MARKETVIEW_20050210.2138-R1-1
RM2	MARKETVIEW_20050210.2138-R2-1
RM3	MARKETVIEW_20050210.2138-R1-2
RM4	MARKETVIEW_20050210.2138-R4-1
Q1	MARKETVIEW_20050210.2138-T1
Q2	MARKETVIEW_20050210.2138-T2
Q3	MARKETVIEW_20050210.2138-T3
Q4	MARKETVIEW_20050210.2138-T4
Q5	MARKETVIEW_20050210.2138-T5
Q6	MARKETVIEW_20050210.2138-T6
