CE17	AGGRESSIVEVOICEDAILY_20050125.0136-CE1
CE18	AGGRESSIVEVOICEDAILY_20050125.0136-CE2
CE19	AGGRESSIVEVOICEDAILY_20050125.0136-CE3
CE20	AGGRESSIVEVOICEDAILY_20050125.0136-CE4
CE1	AGGRESSIVEVOICEDAILY_20050125.0136-CE5
CE15	AGGRESSIVEVOICEDAILY_20050125.0136-CE6
CE11	AGGRESSIVEVOICEDAILY_20050125.0136-CE7
CE21	AGGRESSIVEVOICEDAILY_20050125.0136-CE8
CE22	AGGRESSIVEVOICEDAILY_20050125.0136-CE9
CE3	AGGRESSIVEVOICEDAILY_20050125.0136-CE10
CE4	AGGRESSIVEVOICEDAILY_20050125.0136-CE11
CE5	AGGRESSIVEVOICEDAILY_20050125.0136-CE12
CE6	AGGRESSIVEVOICEDAILY_20050125.0136-CE13
CE7	AGGRESSIVEVOICEDAILY_20050125.0136-CE14
CE8	AGGRESSIVEVOICEDAILY_20050125.0136-CE15
CE2	AGGRESSIVEVOICEDAILY_20050125.0136-CE16
CE9	AGGRESSIVEVOICEDAILY_20050125.0136-CE17
CE10	AGGRESSIVEVOICEDAILY_20050125.0136-CE18
CE12	AGGRESSIVEVOICEDAILY_20050125.0136-CE19
CE13	AGGRESSIVEVOICEDAILY_20050125.0136-CE20
CE14	AGGRESSIVEVOICEDAILY_20050125.0136-CE21
CE16	AGGRESSIVEVOICEDAILY_20050125.0136-CE22
E15	AGGRESSIVEVOICEDAILY_20050125.0136-E1
E16	AGGRESSIVEVOICEDAILY_20050125.0136-E2
E17	AGGRESSIVEVOICEDAILY_20050125.0136-E3
E18	AGGRESSIVEVOICEDAILY_20050125.0136-E4
E20	AGGRESSIVEVOICEDAILY_20050125.0136-E5
E21	AGGRESSIVEVOICEDAILY_20050125.0136-E6
E22	AGGRESSIVEVOICEDAILY_20050125.0136-E7
E23	AGGRESSIVEVOICEDAILY_20050125.0136-E8
E24	AGGRESSIVEVOICEDAILY_20050125.0136-E9
E1	AGGRESSIVEVOICEDAILY_20050125.0136-E10
E2	AGGRESSIVEVOICEDAILY_20050125.0136-E11
E3	AGGRESSIVEVOICEDAILY_20050125.0136-E12
E4	AGGRESSIVEVOICEDAILY_20050125.0136-E13
E5	AGGRESSIVEVOICEDAILY_20050125.0136-E14
E6	AGGRESSIVEVOICEDAILY_20050125.0136-E15
E8	AGGRESSIVEVOICEDAILY_20050125.0136-E16
E9	AGGRESSIVEVOICEDAILY_20050125.0136-E17
E10	AGGRESSIVEVOICEDAILY_20050125.0136-E18
E11	AGGRESSIVEVOICEDAILY_20050125.0136-E19
E12	AGGRESSIVEVOICEDAILY_20050125.0136-E20
E13	AGGRESSIVEVOICEDAILY_20050125.0136-E21
E14	AGGRESSIVEVOICEDAILY_20050125.0136-E22
EM1	AGGRESSIVEVOICEDAILY_20050125.0136-E10-1
EM19	AGGRESSIVEVOICEDAILY_20050125.0136-E2-2
EM20	AGGRESSIVEVOICEDAILY_20050125.0136-E3-3
EM21	AGGRESSIVEVOICEDAILY_20050125.0136-E4-4
EM23	AGGRESSIVEVOICEDAILY_20050125.0136-E5-5
EM15	AGGRESSIVEVOICEDAILY_20050125.0136-E6-6
EM11	AGGRESSIVEVOICEDAILY_20050125.0136-E7-7
EM22	AGGRESSIVEVOICEDAILY_20050125.0136-E8-8
EM24	AGGRESSIVEVOICEDAILY_20050125.0136-E9-9
EM2	AGGRESSIVEVOICEDAILY_20050125.0136-E11-10
EM3	AGGRESSIVEVOICEDAILY_20050125.0136-E12-11
EM4	AGGRESSIVEVOICEDAILY_20050125.0136-E13-12
EM5	AGGRESSIVEVOICEDAILY_20050125.0136-E14-13
EM6	AGGRESSIVEVOICEDAILY_20050125.0136-E15-14
EM7	AGGRESSIVEVOICEDAILY_20050125.0136-E16-15
EM8	AGGRESSIVEVOICEDAILY_20050125.0136-E17-16
EM9	AGGRESSIVEVOICEDAILY_20050125.0136-E18-17
EM10	AGGRESSIVEVOICEDAILY_20050125.0136-E18-18
EM12	AGGRESSIVEVOICEDAILY_20050125.0136-E19-19
EM13	AGGRESSIVEVOICEDAILY_20050125.0136-E20-20
EM14	AGGRESSIVEVOICEDAILY_20050125.0136-E21-21
EM16	AGGRESSIVEVOICEDAILY_20050125.0136-E22-22
EM17	AGGRESSIVEVOICEDAILY_20050125.0136-E22-23
EM18	AGGRESSIVEVOICEDAILY_20050125.0136-E1-24
R1	AGGRESSIVEVOICEDAILY_20050125.0136-R1
R2	AGGRESSIVEVOICEDAILY_20050125.0136-R2
R3	AGGRESSIVEVOICEDAILY_20050125.0136-R3
RM1	AGGRESSIVEVOICEDAILY_20050125.0136-R1-1
RM2	AGGRESSIVEVOICEDAILY_20050125.0136-R2-1
RM3	AGGRESSIVEVOICEDAILY_20050125.0136-R3-1
Q1	AGGRESSIVEVOICEDAILY_20050125.0136-T1
Q2	AGGRESSIVEVOICEDAILY_20050125.0136-T2
Q3	AGGRESSIVEVOICEDAILY_20050125.0136-T3
Q4	AGGRESSIVEVOICEDAILY_20050125.0136-V1
QM4	AGGRESSIVEVOICEDAILY_20050125.0136-V1-1
