CE12	OIADVANTAGE_20050109.1947-CE1
CE13	OIADVANTAGE_20050109.1947-CE2
CE14	OIADVANTAGE_20050109.1947-CE3
CE15	OIADVANTAGE_20050109.1947-CE4
CE16	OIADVANTAGE_20050109.1947-CE5
CE29	OIADVANTAGE_20050109.1947-CE6
CE17	OIADVANTAGE_20050109.1947-CE7
CE18	OIADVANTAGE_20050109.1947-CE8
CE19	OIADVANTAGE_20050109.1947-CE9
CE20	OIADVANTAGE_20050109.1947-CE10
CE21	OIADVANTAGE_20050109.1947-CE11
CE22	OIADVANTAGE_20050109.1947-CE12
CE23	OIADVANTAGE_20050109.1947-CE13
CE24	OIADVANTAGE_20050109.1947-CE14
CE25	OIADVANTAGE_20050109.1947-CE15
CE26	OIADVANTAGE_20050109.1947-CE16
CE27	OIADVANTAGE_20050109.1947-CE17
CE28	OIADVANTAGE_20050109.1947-CE18
CE2	OIADVANTAGE_20050109.1947-CE19
CE3	OIADVANTAGE_20050109.1947-CE20
CE4	OIADVANTAGE_20050109.1947-CE21
CE1	OIADVANTAGE_20050109.1947-CE22
CE5	OIADVANTAGE_20050109.1947-CE23
CE7	OIADVANTAGE_20050109.1947-CE24
CE6	OIADVANTAGE_20050109.1947-CE25
CE8	OIADVANTAGE_20050109.1947-CE26
CE9	OIADVANTAGE_20050109.1947-CE27
CE10	OIADVANTAGE_20050109.1947-CE28
CE11	OIADVANTAGE_20050109.1947-CE29
E16	OIADVANTAGE_20050109.1947-E1
E17	OIADVANTAGE_20050109.1947-E2
E18	OIADVANTAGE_20050109.1947-E3
E19	OIADVANTAGE_20050109.1947-E4
E40	OIADVANTAGE_20050109.1947-E5
E22	OIADVANTAGE_20050109.1947-E6
E23	OIADVANTAGE_20050109.1947-E7
E25	OIADVANTAGE_20050109.1947-E8
E26	OIADVANTAGE_20050109.1947-E9
E27	OIADVANTAGE_20050109.1947-E10
E28	OIADVANTAGE_20050109.1947-E11
E29	OIADVANTAGE_20050109.1947-E12
E31	OIADVANTAGE_20050109.1947-E13
E32	OIADVANTAGE_20050109.1947-E14
E33	OIADVANTAGE_20050109.1947-E15
E34	OIADVANTAGE_20050109.1947-E16
E35	OIADVANTAGE_20050109.1947-E17
E36	OIADVANTAGE_20050109.1947-E18
E39	OIADVANTAGE_20050109.1947-E19
E1	OIADVANTAGE_20050109.1947-E20
E2	OIADVANTAGE_20050109.1947-E21
E3	OIADVANTAGE_20050109.1947-E22
E5	OIADVANTAGE_20050109.1947-E23
E6	OIADVANTAGE_20050109.1947-E24
E8	OIADVANTAGE_20050109.1947-E25
E9	OIADVANTAGE_20050109.1947-E26
E10	OIADVANTAGE_20050109.1947-E27
E11	OIADVANTAGE_20050109.1947-E28
E12	OIADVANTAGE_20050109.1947-E29
E13	OIADVANTAGE_20050109.1947-E30
E14	OIADVANTAGE_20050109.1947-E31
E15	OIADVANTAGE_20050109.1947-E32
EM1	OIADVANTAGE_20050109.1947-E20-1
EM17	OIADVANTAGE_20050109.1947-E1-2
EM18	OIADVANTAGE_20050109.1947-E2-3
EM19	OIADVANTAGE_20050109.1947-E3-4
EM20	OIADVANTAGE_20050109.1947-E4-5
EM21	OIADVANTAGE_20050109.1947-E20-6
EM22	OIADVANTAGE_20050109.1947-E20-7
EM47	OIADVANTAGE_20050109.1947-E5-8
EM8	OIADVANTAGE_20050109.1947-E26-9
EM23	OIADVANTAGE_20050109.1947-E6-10
EM24	OIADVANTAGE_20050109.1947-E26-11
EM25	OIADVANTAGE_20050109.1947-E26-12
EM26	OIADVANTAGE_20050109.1947-E7-13
EM27	OIADVANTAGE_20050109.1947-E7-14
EM28	OIADVANTAGE_20050109.1947-E8-15
EM29	OIADVANTAGE_20050109.1947-E9-16
EM30	OIADVANTAGE_20050109.1947-E29-17
EM31	OIADVANTAGE_20050109.1947-E10-18
EM32	OIADVANTAGE_20050109.1947-E7-19
EM33	OIADVANTAGE_20050109.1947-E11-20
EM34	OIADVANTAGE_20050109.1947-E12-21
EM35	OIADVANTAGE_20050109.1947-E29-22
EM36	OIADVANTAGE_20050109.1947-E7-23
