CE10	AGGRESSIVEVOICEDAILY_20050109.1627-CE1
CE12	AGGRESSIVEVOICEDAILY_20050109.1627-CE2
CE13	AGGRESSIVEVOICEDAILY_20050109.1627-CE3
CE14	AGGRESSIVEVOICEDAILY_20050109.1627-CE4
CE15	AGGRESSIVEVOICEDAILY_20050109.1627-CE5
CE16	AGGRESSIVEVOICEDAILY_20050109.1627-CE6
CE17	AGGRESSIVEVOICEDAILY_20050109.1627-CE7
CE8	AGGRESSIVEVOICEDAILY_20050109.1627-CE8
CE11	AGGRESSIVEVOICEDAILY_20050109.1627-CE9
CE2	AGGRESSIVEVOICEDAILY_20050109.1627-CE10
CE3	AGGRESSIVEVOICEDAILY_20050109.1627-CE11
CE4	AGGRESSIVEVOICEDAILY_20050109.1627-CE12
CE5	AGGRESSIVEVOICEDAILY_20050109.1627-CE13
CE1	AGGRESSIVEVOICEDAILY_20050109.1627-CE14
CE6	AGGRESSIVEVOICEDAILY_20050109.1627-CE15
CE7	AGGRESSIVEVOICEDAILY_20050109.1627-CE16
CE9	AGGRESSIVEVOICEDAILY_20050109.1627-CE17
E11	AGGRESSIVEVOICEDAILY_20050109.1627-E1
E12	AGGRESSIVEVOICEDAILY_20050109.1627-E2
E13	AGGRESSIVEVOICEDAILY_20050109.1627-E3
E14	AGGRESSIVEVOICEDAILY_20050109.1627-E4
E15	AGGRESSIVEVOICEDAILY_20050109.1627-E5
E16	AGGRESSIVEVOICEDAILY_20050109.1627-E6
E17	AGGRESSIVEVOICEDAILY_20050109.1627-E7
E18	AGGRESSIVEVOICEDAILY_20050109.1627-E8
E19	AGGRESSIVEVOICEDAILY_20050109.1627-E9
E21	AGGRESSIVEVOICEDAILY_20050109.1627-E10
E23	AGGRESSIVEVOICEDAILY_20050109.1627-E11
E1	AGGRESSIVEVOICEDAILY_20050109.1627-E12
E2	AGGRESSIVEVOICEDAILY_20050109.1627-E13
E3	AGGRESSIVEVOICEDAILY_20050109.1627-E14
E4	AGGRESSIVEVOICEDAILY_20050109.1627-E15
E5	AGGRESSIVEVOICEDAILY_20050109.1627-E16
E7	AGGRESSIVEVOICEDAILY_20050109.1627-E17
E8	AGGRESSIVEVOICEDAILY_20050109.1627-E18
E9	AGGRESSIVEVOICEDAILY_20050109.1627-E19
E10	AGGRESSIVEVOICEDAILY_20050109.1627-E20
EM20	AGGRESSIVEVOICEDAILY_20050109.1627-E1-1
EM21	AGGRESSIVEVOICEDAILY_20050109.1627-E2-2
EM22	AGGRESSIVEVOICEDAILY_20050109.1627-E3-3
EM24	AGGRESSIVEVOICEDAILY_20050109.1627-E4-4
EM25	AGGRESSIVEVOICEDAILY_20050109.1627-E12-5
EM26	AGGRESSIVEVOICEDAILY_20050109.1627-E5-6
EM27	AGGRESSIVEVOICEDAILY_20050109.1627-E6-7
EM28	AGGRESSIVEVOICEDAILY_20050109.1627-E7-8
EM29	AGGRESSIVEVOICEDAILY_20050109.1627-E7-9
EM30	AGGRESSIVEVOICEDAILY_20050109.1627-E8-10
EM32	AGGRESSIVEVOICEDAILY_20050109.1627-E12-11
EM33	AGGRESSIVEVOICEDAILY_20050109.1627-E12-12
EM31	AGGRESSIVEVOICEDAILY_20050109.1627-E19-13
EM34	AGGRESSIVEVOICEDAILY_20050109.1627-E9-14
EM12	AGGRESSIVEVOICEDAILY_20050109.1627-E10-15
EM2	AGGRESSIVEVOICEDAILY_20050109.1627-E12-16
EM23	AGGRESSIVEVOICEDAILY_20050109.1627-E11-17
EM17	AGGRESSIVEVOICEDAILY_20050109.1627-E19-18
EM1	AGGRESSIVEVOICEDAILY_20050109.1627-E12-19
EM3	AGGRESSIVEVOICEDAILY_20050109.1627-E13-20
EM4	AGGRESSIVEVOICEDAILY_20050109.1627-E14-21
EM5	AGGRESSIVEVOICEDAILY_20050109.1627-E15-22
EM6	AGGRESSIVEVOICEDAILY_20050109.1627-E16-23
EM8	AGGRESSIVEVOICEDAILY_20050109.1627-E17-24
EM7	AGGRESSIVEVOICEDAILY_20050109.1627-E18-25
EM9	AGGRESSIVEVOICEDAILY_20050109.1627-E19-26
EM10	AGGRESSIVEVOICEDAILY_20050109.1627-E19-27
EM11	AGGRESSIVEVOICEDAILY_20050109.1627-E19-28
EM13	AGGRESSIVEVOICEDAILY_20050109.1627-E12-29
EM14	AGGRESSIVEVOICEDAILY_20050109.1627-E20-30
EM15	AGGRESSIVEVOICEDAILY_20050109.1627-E12-31
EM16	AGGRESSIVEVOICEDAILY_20050109.1627-E12-32
EM18	AGGRESSIVEVOICEDAILY_20050109.1627-E12-33
EM19	AGGRESSIVEVOICEDAILY_20050109.1627-E12-34
R1	AGGRESSIVEVOICEDAILY_20050109.1627-R1
R2	AGGRESSIVEVOICEDAILY_20050109.1627-R2
R3	AGGRESSIVEVOICEDAILY_20050109.1627-R3
R4	AGGRESSIVEVOICEDAILY_20050109.1627-R4
R5	AGGRESSIVEVOICEDAILY_20050109.1627-R5
R6	AGGRESSIVEVOICEDAILY_20050109.1627-R6
RM1	AGGRESSIVEVOICEDAILY_20050109.1627-R1-1
