CE2	MARKETVIEW_20050212.1717-CE1
CE1	MARKETVIEW_20050212.1717-CE2
CE3	MARKETVIEW_20050212.1717-CE3
CE4	MARKETVIEW_20050212.1717-CE4
CE5	MARKETVIEW_20050212.1717-CE5
CE6	MARKETVIEW_20050212.1717-CE6
E7	MARKETVIEW_20050212.1717-E1
E9	MARKETVIEW_20050212.1717-E2
E17	MARKETVIEW_20050212.1717-E3
E18	MARKETVIEW_20050212.1717-E4
E19	MARKETVIEW_20050212.1717-E5
E1	MARKETVIEW_20050212.1717-E6
E2	MARKETVIEW_20050212.1717-E7
E3	MARKETVIEW_20050212.1717-E8
E5	MARKETVIEW_20050212.1717-E9
E6	MARKETVIEW_20050212.1717-E10
EM1	MARKETVIEW_20050212.1717-E6-1
EM25	MARKETVIEW_20050212.1717-E6-2
EM11	MARKETVIEW_20050212.1717-E2-3
EM20	MARKETVIEW_20050212.1717-E3-4
EM4	MARKETVIEW_20050212.1717-E4-5
EM8	MARKETVIEW_20050212.1717-E5-6
EM12	MARKETVIEW_20050212.1717-E6-7
EM27	MARKETVIEW_20050212.1717-E6-8
EM6	MARKETVIEW_20050212.1717-E8-9
EM2	MARKETVIEW_20050212.1717-E6-10
EM3	MARKETVIEW_20050212.1717-E7-11
EM5	MARKETVIEW_20050212.1717-E8-12
EM7	MARKETVIEW_20050212.1717-E8-13
EM30	MARKETVIEW_20050212.1717-E8-14
EM9	MARKETVIEW_20050212.1717-E8-15
EM10	MARKETVIEW_20050212.1717-E6-16
EM13	MARKETVIEW_20050212.1717-E6-17
EM14	MARKETVIEW_20050212.1717-E6-18
EM15	MARKETVIEW_20050212.1717-E9-19
EM16	MARKETVIEW_20050212.1717-E6-20
EM18	MARKETVIEW_20050212.1717-E6-21
EM17	MARKETVIEW_20050212.1717-E6-22
EM19	MARKETVIEW_20050212.1717-E6-23
EM21	MARKETVIEW_20050212.1717-E6-24
EM22	MARKETVIEW_20050212.1717-E10-25
EM24	MARKETVIEW_20050212.1717-E6-26
EM23	MARKETVIEW_20050212.1717-E6-27
EM26	MARKETVIEW_20050212.1717-E6-28
EM29	MARKETVIEW_20050212.1717-E8-29
EM28	MARKETVIEW_20050212.1717-E1-30
Q1	MARKETVIEW_20050212.1717-T1
Q2	MARKETVIEW_20050212.1717-T2
