CE14	FLOPPINGACES_20041116.0833.027-CE1
CE16	FLOPPINGACES_20041116.0833.027-CE2
CE18	FLOPPINGACES_20041116.0833.027-CE3
CE19	FLOPPINGACES_20041116.0833.027-CE4
CE20	FLOPPINGACES_20041116.0833.027-CE5
CE21	FLOPPINGACES_20041116.0833.027-CE6
CE23	FLOPPINGACES_20041116.0833.027-CE7
CE24	FLOPPINGACES_20041116.0833.027-CE8
CE25	FLOPPINGACES_20041116.0833.027-CE9
CE26	FLOPPINGACES_20041116.0833.027-CE10
CE27	FLOPPINGACES_20041116.0833.027-CE11
CE28	FLOPPINGACES_20041116.0833.027-CE12
CE29	FLOPPINGACES_20041116.0833.027-CE13
CE1	FLOPPINGACES_20041116.0833.027-CE14
CE30	FLOPPINGACES_20041116.0833.027-CE15
CE31	FLOPPINGACES_20041116.0833.027-CE16
CE7	FLOPPINGACES_20041116.0833.027-CE17
CE33	FLOPPINGACES_20041116.0833.027-CE18
CE34	FLOPPINGACES_20041116.0833.027-CE19
CE37	FLOPPINGACES_20041116.0833.027-CE20
CE35	FLOPPINGACES_20041116.0833.027-CE21
CE6	FLOPPINGACES_20041116.0833.027-CE22
CE9	FLOPPINGACES_20041116.0833.027-CE23
CE17	FLOPPINGACES_20041116.0833.027-CE24
CE22	FLOPPINGACES_20041116.0833.027-CE25
CE32	FLOPPINGACES_20041116.0833.027-CE26
CE36	FLOPPINGACES_20041116.0833.027-CE27
CE8	FLOPPINGACES_20041116.0833.027-CE28
CE15	FLOPPINGACES_20041116.0833.027-CE29
CE3	FLOPPINGACES_20041116.0833.027-CE30
CE4	FLOPPINGACES_20041116.0833.027-CE31
CE5	FLOPPINGACES_20041116.0833.027-CE32
CE10	FLOPPINGACES_20041116.0833.027-CE33
CE2	FLOPPINGACES_20041116.0833.027-CE34
CE11	FLOPPINGACES_20041116.0833.027-CE35
CE12	FLOPPINGACES_20041116.0833.027-CE36
CE13	FLOPPINGACES_20041116.0833.027-CE37
E14	FLOPPINGACES_20041116.0833.027-E1
E15	FLOPPINGACES_20041116.0833.027-E2
E16	FLOPPINGACES_20041116.0833.027-E3
E17	FLOPPINGACES_20041116.0833.027-E4
E18	FLOPPINGACES_20041116.0833.027-E5
E19	FLOPPINGACES_20041116.0833.027-E6
E20	FLOPPINGACES_20041116.0833.027-E7
E22	FLOPPINGACES_20041116.0833.027-E8
E23	FLOPPINGACES_20041116.0833.027-E9
E24	FLOPPINGACES_20041116.0833.027-E10
E25	FLOPPINGACES_20041116.0833.027-E11
E27	FLOPPINGACES_20041116.0833.027-E12
E47	FLOPPINGACES_20041116.0833.027-E13
E29	FLOPPINGACES_20041116.0833.027-E14
E30	FLOPPINGACES_20041116.0833.027-E15
E31	FLOPPINGACES_20041116.0833.027-E16
E32	FLOPPINGACES_20041116.0833.027-E17
E33	FLOPPINGACES_20041116.0833.027-E18
E1	FLOPPINGACES_20041116.0833.027-E19
E35	FLOPPINGACES_20041116.0833.027-E20
E36	FLOPPINGACES_20041116.0833.027-E21
E37	FLOPPINGACES_20041116.0833.027-E22
E38	FLOPPINGACES_20041116.0833.027-E23
E40	FLOPPINGACES_20041116.0833.027-E24
E41	FLOPPINGACES_20041116.0833.027-E25
E42	FLOPPINGACES_20041116.0833.027-E26
E43	FLOPPINGACES_20041116.0833.027-E27
E45	FLOPPINGACES_20041116.0833.027-E28
E48	FLOPPINGACES_20041116.0833.027-E29
E50	FLOPPINGACES_20041116.0833.027-E30
E2	FLOPPINGACES_20041116.0833.027-E31
E51	FLOPPINGACES_20041116.0833.027-E32
E54	FLOPPINGACES_20041116.0833.027-E33
E57	FLOPPINGACES_20041116.0833.027-E34
E61	FLOPPINGACES_20041116.0833.027-E35
E62	FLOPPINGACES_20041116.0833.027-E36
E63	FLOPPINGACES_20041116.0833.027-E37
E64	FLOPPINGACES_20041116.0833.027-E38
E65	FLOPPINGACES_20041116.0833.027-E39
E66	FLOPPINGACES_20041116.0833.027-E40
E67	FLOPPINGACES_20041116.0833.027-E41
E68	FLOPPINGACES_20041116.0833.027-E42
E69	FLOPPINGACES_20041116.0833.027-E43
E71	FLOPPINGACES_20041116.0833.027-E44
E73	FLOPPINGACES_20041116.0833.027-E45
E74	FLOPPINGACES_20041116.0833.027-E46
E77	FLOPPINGACES_20041116.0833.027-E47
E3	FLOPPINGACES_20041116.0833.027-E48
E5	FLOPPINGACES_20041116.0833.027-E49
E7	FLOPPINGACES_20041116.0833.027-E50
E8	FLOPPINGACES_20041116.0833.027-E51
E9	FLOPPINGACES_20041116.0833.027-E52
E10	FLOPPINGACES_20041116.0833.027-E53
E11	FLOPPINGACES_20041116.0833.027-E54
EM2	FLOPPINGACES_20041116.0833.027-E19-1
EM18	FLOPPINGACES_20041116.0833.027-E52-2
EM19	FLOPPINGACES_20041116.0833.027-E1-3
EM21	FLOPPINGACES_20041116.0833.027-E2-4
EM24	FLOPPINGACES_20041116.0833.027-E3-5
EM25	FLOPPINGACES_20041116.0833.027-E4-6
EM26	FLOPPINGACES_20041116.0833.027-E5-7
EM27	FLOPPINGACES_20041116.0833.027-E6-8
EM28	FLOPPINGACES_20041116.0833.027-E2-9
EM30	FLOPPINGACES_20041116.0833.027-E1-10
EM31	FLOPPINGACES_20041116.0833.027-E7-11
EM32	FLOPPINGACES_20041116.0833.027-E13-12
EM33	FLOPPINGACES_20041116.0833.027-E13-13
EM34	FLOPPINGACES_20041116.0833.027-E31-14
EM36	FLOPPINGACES_20041116.0833.027-E31-15
EM37	FLOPPINGACES_20041116.0833.027-E52-16
EM38	FLOPPINGACES_20041116.0833.027-E8-17
EM41	FLOPPINGACES_20041116.0833.027-E9-18
EM42	FLOPPINGACES_20041116.0833.027-E10-19
EM44	FLOPPINGACES_20041116.0833.027-E11-20
EM45	FLOPPINGACES_20041116.0833.027-E2-21
EM46	FLOPPINGACES_20041116.0833.027-E12-22
EM1	FLOPPINGACES_20041116.0833.027-E13-23
EM48	FLOPPINGACES_20041116.0833.027-E52-24
EM49	FLOPPINGACES_20041116.0833.027-E14-25
EM50	FLOPPINGACES_20041116.0833.027-E15-26
EM51	FLOPPINGACES_20041116.0833.027-E14-27
EM52	FLOPPINGACES_20041116.0833.027-E16-28
EM53	FLOPPINGACES_20041116.0833.027-E52-29
EM55	FLOPPINGACES_20041116.0833.027-E17-30
EM56	FLOPPINGACES_20041116.0833.027-E2-31
EM58	FLOPPINGACES_20041116.0833.027-E10-32
EM59	FLOPPINGACES_20041116.0833.027-E52-33
EM60	FLOPPINGACES_20041116.0833.027-E50-34
EM61	FLOPPINGACES_20041116.0833.027-E18-35
EM63	FLOPPINGACES_20041116.0833.027-E52-36
EM65	FLOPPINGACES_20041116.0833.027-E20-37
EM64	FLOPPINGACES_20041116.0833.027-E52-38
EM62	FLOPPINGACES_20041116.0833.027-E18-39
EM66	FLOPPINGACES_20041116.0833.027-E52-40
EM67	FLOPPINGACES_20041116.0833.027-E21-41
EM103	FLOPPINGACES_20041116.0833.027-E12-42
EM102	FLOPPINGACES_20041116.0833.027-E52-43
EM101	FLOPPINGACES_20041116.0833.027-E31-44
EM104	FLOPPINGACES_20041116.0833.027-E13-45
EM87	FLOPPINGACES_20041116.0833.027-E52-46
EM97	FLOPPINGACES_20041116.0833.027-E52-47
EM76	FLOPPINGACES_20041116.0833.027-E52-48
EM79	FLOPPINGACES_20041116.0833.027-E52-49
EM86	FLOPPINGACES_20041116.0833.027-E52-50
EM72	FLOPPINGACES_20041116.0833.027-E52-51
EM73	FLOPPINGACES_20041116.0833.027-E22-52
EM69	FLOPPINGACES_20041116.0833.027-E52-53
EM71	FLOPPINGACES_20041116.0833.027-E23-54
EM77	FLOPPINGACES_20041116.0833.027-E23-55
EM85	FLOPPINGACES_20041116.0833.027-E23-56
EM70	FLOPPINGACES_20041116.0833.027-E50-57
EM75	FLOPPINGACES_20041116.0833.027-E10-58
EM82	FLOPPINGACES_20041116.0833.027-E23-59
EM81	FLOPPINGACES_20041116.0833.027-E24-60
EM83	FLOPPINGACES_20041116.0833.027-E25-61
EM94	FLOPPINGACES_20041116.0833.027-E6-62
EM95	FLOPPINGACES_20041116.0833.027-E26-63
EM99	FLOPPINGACES_20041116.0833.027-E50-64
EM89	FLOPPINGACES_20041116.0833.027-E27-65
EM90	FLOPPINGACES_20041116.0833.027-E27-66
EM98	FLOPPINGACES_20041116.0833.027-E27-67
EM100	FLOPPINGACES_20041116.0833.027-E28-68
EM3	FLOPPINGACES_20041116.0833.027-E31-69
EM6	FLOPPINGACES_20041116.0833.027-E29-70
EM74	FLOPPINGACES_20041116.0833.027-E11-71
EM22	FLOPPINGACES_20041116.0833.027-E30-72
EM29	FLOPPINGACES_20041116.0833.027-E32-73
EM78	FLOPPINGACES_20041116.0833.027-E33-74
EM92	FLOPPINGACES_20041116.0833.027-E34-75
EM35	FLOPPINGACES_20041116.0833.027-E35-76
EM10	FLOPPINGACES_20041116.0833.027-E50-77
EM40	FLOPPINGACES_20041116.0833.027-E36-78
EM39	FLOPPINGACES_20041116.0833.027-E37-79
EM54	FLOPPINGACES_20041116.0833.027-E38-80
EM20	FLOPPINGACES_20041116.0833.027-E39-81
EM47	FLOPPINGACES_20041116.0833.027-E40-82
EM68	FLOPPINGACES_20041116.0833.027-E21-83
EM88	FLOPPINGACES_20041116.0833.027-E41-84
EM43	FLOPPINGACES_20041116.0833.027-E42-85
EM23	FLOPPINGACES_20041116.0833.027-E30-86
EM91	FLOPPINGACES_20041116.0833.027-E43-87
EM96	FLOPPINGACES_20041116.0833.027-E44-88
EM84	FLOPPINGACES_20041116.0833.027-E45-89
EM57	FLOPPINGACES_20041116.0833.027-E46-90
EM80	FLOPPINGACES_20041116.0833.027-E23-91
EM93	FLOPPINGACES_20041116.0833.027-E47-92
EM5	FLOPPINGACES_20041116.0833.027-E31-93
EM7	FLOPPINGACES_20041116.0833.027-E31-94
EM8	FLOPPINGACES_20041116.0833.027-E48-95
EM9	FLOPPINGACES_20041116.0833.027-E49-96
EM11	FLOPPINGACES_20041116.0833.027-E51-97
EM12	FLOPPINGACES_20041116.0833.027-E52-98
EM13	FLOPPINGACES_20041116.0833.027-E53-99
EM14	FLOPPINGACES_20041116.0833.027-E54-100
EM15	FLOPPINGACES_20041116.0833.027-E52-101
EM16	FLOPPINGACES_20041116.0833.027-E52-102
EM4	FLOPPINGACES_20041116.0833.027-E31-103
EM17	FLOPPINGACES_20041116.0833.027-E52-104
R12	FLOPPINGACES_20041116.0833.027-R1
R18	FLOPPINGACES_20041116.0833.027-R2
R2	FLOPPINGACES_20041116.0833.027-R3
R1	FLOPPINGACES_20041116.0833.027-R4
R3	FLOPPINGACES_20041116.0833.027-R5
R5	FLOPPINGACES_20041116.0833.027-R6
R6	FLOPPINGACES_20041116.0833.027-R7
R9	FLOPPINGACES_20041116.0833.027-R8
R10	FLOPPINGACES_20041116.0833.027-R9
R11	FLOPPINGACES_20041116.0833.027-R10
R12	FLOPPINGACES_20041116.0833.027-R11
R19	FLOPPINGACES_20041116.0833.027-R12
R20	FLOPPINGACES_20041116.0833.027-R13
R17	FLOPPINGACES_20041116.0833.027-R14
R4	FLOPPINGACES_20041116.0833.027-R15
R7	FLOPPINGACES_20041116.0833.027-R16
R8	FLOPPINGACES_20041116.0833.027-R17
R13	FLOPPINGACES_20041116.0833.027-R18
R14	FLOPPINGACES_20041116.0833.027-R19
R15	FLOPPINGACES_20041116.0833.027-R20
R16	FLOPPINGACES_20041116.0833.027-R21
R18	FLOPPINGACES_20041116.0833.027-R22
R21	FLOPPINGACES_20041116.0833.027-R23
R22	FLOPPINGACES_20041116.0833.027-R24
RM2	FLOPPINGACES_20041116.0833.027-R3-1
RM1	FLOPPINGACES_20041116.0833.027-R4-1
RM3	FLOPPINGACES_20041116.0833.027-R5-1
RM5	FLOPPINGACES_20041116.0833.027-R6-1
RM6	FLOPPINGACES_20041116.0833.027-R7-1
RM9	FLOPPINGACES_20041116.0833.027-R8-1
RM10	FLOPPINGACES_20041116.0833.027-R9-1
RM11	FLOPPINGACES_20041116.0833.027-R10-1
RM12	FLOPPINGACES_20041116.0833.027-R11-1
RM13	FLOPPINGACES_20041116.0833.027-R1-1
RM20	FLOPPINGACES_20041116.0833.027-R12-1
RM21	FLOPPINGACES_20041116.0833.027-R13-1
RM19	FLOPPINGACES_20041116.0833.027-R14-1
RM4	FLOPPINGACES_20041116.0833.027-R15-1
RM7	FLOPPINGACES_20041116.0833.027-R16-1
RM8	FLOPPINGACES_20041116.0833.027-R17-1
RM14	FLOPPINGACES_20041116.0833.027-R18-1
RM15	FLOPPINGACES_20041116.0833.027-R19-1
RM16	FLOPPINGACES_20041116.0833.027-R20-1
RM17	FLOPPINGACES_20041116.0833.027-R21-1
RM18	FLOPPINGACES_20041116.0833.027-R22-1
RM22	FLOPPINGACES_20041116.0833.027-R22-2
RM23	FLOPPINGACES_20041116.0833.027-R23-1
RM24	FLOPPINGACES_20041116.0833.027-R24-1
V1	FLOPPINGACES_20041116.0833.027-EV1
V2	FLOPPINGACES_20041116.0833.027-EV2
V3	FLOPPINGACES_20041116.0833.027-EV3
V4	FLOPPINGACES_20041116.0833.027-EV4
V7	FLOPPINGACES_20041116.0833.027-EV5
V8	FLOPPINGACES_20041116.0833.027-EV6
V9	FLOPPINGACES_20041116.0833.027-EV7
V11	FLOPPINGACES_20041116.0833.027-EV8
V12	FLOPPINGACES_20041116.0833.027-EV9
V14	FLOPPINGACES_20041116.0833.027-EV10
V16	FLOPPINGACES_20041116.0833.027-EV11
V17	FLOPPINGACES_20041116.0833.027-EV12
V5	FLOPPINGACES_20041116.0833.027-EV13
V6	FLOPPINGACES_20041116.0833.027-EV14
V10	FLOPPINGACES_20041116.0833.027-EV15
V13	FLOPPINGACES_20041116.0833.027-EV16
V15	FLOPPINGACES_20041116.0833.027-EV17
VM1	FLOPPINGACES_20041116.0833.027-EV1-1
VM2	FLOPPINGACES_20041116.0833.027-EV2-1
VM3	FLOPPINGACES_20041116.0833.027-EV3-1
VM4	FLOPPINGACES_20041116.0833.027-EV4-1
VM7	FLOPPINGACES_20041116.0833.027-EV5-1
VM8	FLOPPINGACES_20041116.0833.027-EV5-2
VM9	FLOPPINGACES_20041116.0833.027-EV6-1
VM10	FLOPPINGACES_20041116.0833.027-EV7-1
VM12	FLOPPINGACES_20041116.0833.027-EV8-1
VM13	FLOPPINGACES_20041116.0833.027-EV9-1
VM15	FLOPPINGACES_20041116.0833.027-EV10-1
VM17	FLOPPINGACES_20041116.0833.027-EV11-1
VM18	FLOPPINGACES_20041116.0833.027-EV12-1
VM5	FLOPPINGACES_20041116.0833.027-EV13-1
VM6	FLOPPINGACES_20041116.0833.027-EV14-1
VM11	FLOPPINGACES_20041116.0833.027-EV15-1
VM14	FLOPPINGACES_20041116.0833.027-EV16-1
VM16	FLOPPINGACES_20041116.0833.027-EV17-1
Q6	FLOPPINGACES_20041116.0833.027-T1
Q7	FLOPPINGACES_20041116.0833.027-T2
Q8	FLOPPINGACES_20041116.0833.027-V1
Q9	FLOPPINGACES_20041116.0833.027-V2
Q10	FLOPPINGACES_20041116.0833.027-V3
Q12	FLOPPINGACES_20041116.0833.027-V4
Q13	FLOPPINGACES_20041116.0833.027-T3
Q15	FLOPPINGACES_20041116.0833.027-T4
Q16	FLOPPINGACES_20041116.0833.027-T5
Q17	FLOPPINGACES_20041116.0833.027-T6
Q3	FLOPPINGACES_20041116.0833.027-T7
Q14	FLOPPINGACES_20041116.0833.027-T8
Q4	FLOPPINGACES_20041116.0833.027-T9
Q5	FLOPPINGACES_20041116.0833.027-T10
Q11	FLOPPINGACES_20041116.0833.027-T11
Q1	FLOPPINGACES_20041116.0833.027-T12
Q2	FLOPPINGACES_20041116.0833.027-T13
QM8	FLOPPINGACES_20041116.0833.027-V1-1
QM9	FLOPPINGACES_20041116.0833.027-V2-1
QM10	FLOPPINGACES_20041116.0833.027-V3-1
QM12	FLOPPINGACES_20041116.0833.027-V4-1
