CE13	MARKBACKER_20041128.1641-CE1
CE15	MARKBACKER_20041128.1641-CE2
CE1	MARKBACKER_20041128.1641-CE3
CE2	MARKBACKER_20041128.1641-CE4
CE3	MARKBACKER_20041128.1641-CE5
CE14	MARKBACKER_20041128.1641-CE6
CE16	MARKBACKER_20041128.1641-CE7
CE4	MARKBACKER_20041128.1641-CE8
CE5	MARKBACKER_20041128.1641-CE9
CE6	MARKBACKER_20041128.1641-CE10
CE7	MARKBACKER_20041128.1641-CE11
CE8	MARKBACKER_20041128.1641-CE12
CE9	MARKBACKER_20041128.1641-CE13
CE10	MARKBACKER_20041128.1641-CE14
CE11	MARKBACKER_20041128.1641-CE15
CE12	MARKBACKER_20041128.1641-CE16
E12	MARKBACKER_20041128.1641-E1
E14	MARKBACKER_20041128.1641-E2
E21	MARKBACKER_20041128.1641-E3
E23	MARKBACKER_20041128.1641-E4
E25	MARKBACKER_20041128.1641-E5
E26	MARKBACKER_20041128.1641-E6
E1	MARKBACKER_20041128.1641-E7
E27	MARKBACKER_20041128.1641-E8
E28	MARKBACKER_20041128.1641-E9
E29	MARKBACKER_20041128.1641-E10
E30	MARKBACKER_20041128.1641-E11
E2	MARKBACKER_20041128.1641-E12
E3	MARKBACKER_20041128.1641-E13
E5	MARKBACKER_20041128.1641-E14
E6	MARKBACKER_20041128.1641-E15
E7	MARKBACKER_20041128.1641-E16
E8	MARKBACKER_20041128.1641-E17
E9	MARKBACKER_20041128.1641-E18
E10	MARKBACKER_20041128.1641-E19
EM1	MARKBACKER_20041128.1641-E7-1
EM22	MARKBACKER_20041128.1641-E1-2
EM23	MARKBACKER_20041128.1641-E17-3
EM24	MARKBACKER_20041128.1641-E16-4
EM25	MARKBACKER_20041128.1641-E2-5
EM27	MARKBACKER_20041128.1641-E16-6
EM28	MARKBACKER_20041128.1641-E1-7
EM29	MARKBACKER_20041128.1641-E16-8
EM30	MARKBACKER_20041128.1641-E7-9
EM31	MARKBACKER_20041128.1641-E7-10
EM32	MARKBACKER_20041128.1641-E7-11
EM34	MARKBACKER_20041128.1641-E7-12
EM35	MARKBACKER_20041128.1641-E7-13
EM36	MARKBACKER_20041128.1641-E12-14
EM39	MARKBACKER_20041128.1641-E2-15
EM6	MARKBACKER_20041128.1641-E3-16
EM37	MARKBACKER_20041128.1641-E4-17
EM33	MARKBACKER_20041128.1641-E7-18
EM21	MARKBACKER_20041128.1641-E5-19
EM26	MARKBACKER_20041128.1641-E6-20
EM14	MARKBACKER_20041128.1641-E8-21
EM7	MARKBACKER_20041128.1641-E9-22
EM16	MARKBACKER_20041128.1641-E10-23
EM38	MARKBACKER_20041128.1641-E11-24
EM2	MARKBACKER_20041128.1641-E12-25
EM3	MARKBACKER_20041128.1641-E12-26
EM4	MARKBACKER_20041128.1641-E7-27
EM5	MARKBACKER_20041128.1641-E13-28
EM40	MARKBACKER_20041128.1641-E16-29
EM8	MARKBACKER_20041128.1641-E13-30
EM9	MARKBACKER_20041128.1641-E13-31
EM10	MARKBACKER_20041128.1641-E14-32
EM11	MARKBACKER_20041128.1641-E15-33
EM12	MARKBACKER_20041128.1641-E16-34
EM13	MARKBACKER_20041128.1641-E15-35
EM15	MARKBACKER_20041128.1641-E17-36
EM17	MARKBACKER_20041128.1641-E18-37
EM18	MARKBACKER_20041128.1641-E16-38
EM19	MARKBACKER_20041128.1641-E19-39
EM20	MARKBACKER_20041128.1641-E19-40
R1	MARKBACKER_20041128.1641-R1
RM1	MARKBACKER_20041128.1641-R1-1
Q3	MARKBACKER_20041128.1641-T1
Q4	MARKBACKER_20041128.1641-T2
Q6	MARKBACKER_20041128.1641-T3
Q7	MARKBACKER_20041128.1641-T4
Q8	MARKBACKER_20041128.1641-T5
Q10	MARKBACKER_20041128.1641-T6
Q11	MARKBACKER_20041128.1641-T7
Q12	MARKBACKER_20041128.1641-T8
Q13	MARKBACKER_20041128.1641-T9
Q14	MARKBACKER_20041128.1641-T10
Q15	MARKBACKER_20041128.1641-T11
Q16	MARKBACKER_20041128.1641-T12
Q17	MARKBACKER_20041128.1641-T13
Q18	MARKBACKER_20041128.1641-T14
Q19	MARKBACKER_20041128.1641-T15
Q20	MARKBACKER_20041128.1641-T16
Q1	MARKBACKER_20041128.1641-T17
Q2	MARKBACKER_20041128.1641-T18
Q5	MARKBACKER_20041128.1641-T19
Q9	MARKBACKER_20041128.1641-T20
