CE9	MARKETVIEW_20041219.1509-CE1
CE10	MARKETVIEW_20041219.1509-CE2
CE12	MARKETVIEW_20041219.1509-CE3
CE13	MARKETVIEW_20041219.1509-CE4
CE14	MARKETVIEW_20041219.1509-CE5
CE1	MARKETVIEW_20041219.1509-CE6
CE2	MARKETVIEW_20041219.1509-CE7
CE3	MARKETVIEW_20041219.1509-CE8
CE4	MARKETVIEW_20041219.1509-CE9
CE11	MARKETVIEW_20041219.1509-CE10
CE5	MARKETVIEW_20041219.1509-CE11
CE6	MARKETVIEW_20041219.1509-CE12
CE7	MARKETVIEW_20041219.1509-CE13
CE8	MARKETVIEW_20041219.1509-CE14
E15	MARKETVIEW_20041219.1509-E1
E16	MARKETVIEW_20041219.1509-E2
E17	MARKETVIEW_20041219.1509-E3
E18	MARKETVIEW_20041219.1509-E4
E19	MARKETVIEW_20041219.1509-E5
E20	MARKETVIEW_20041219.1509-E6
E21	MARKETVIEW_20041219.1509-E7
E1	MARKETVIEW_20041219.1509-E8
E2	MARKETVIEW_20041219.1509-E9
E3	MARKETVIEW_20041219.1509-E10
E5	MARKETVIEW_20041219.1509-E11
E6	MARKETVIEW_20041219.1509-E12
E22	MARKETVIEW_20041219.1509-E13
E8	MARKETVIEW_20041219.1509-E14
E10	MARKETVIEW_20041219.1509-E15
E11	MARKETVIEW_20041219.1509-E16
E12	MARKETVIEW_20041219.1509-E17
E13	MARKETVIEW_20041219.1509-E18
E14	MARKETVIEW_20041219.1509-E19
EM1	MARKETVIEW_20041219.1509-E9-1
EM18	MARKETVIEW_20041219.1509-E1-2
EM19	MARKETVIEW_20041219.1509-E1-3
EM20	MARKETVIEW_20041219.1509-E2-4
EM21	MARKETVIEW_20041219.1509-E4-5
EM24	MARKETVIEW_20041219.1509-E3-6
EM23	MARKETVIEW_20041219.1509-E5-7
EM25	MARKETVIEW_20041219.1509-E5-8
EM26	MARKETVIEW_20041219.1509-E1-9
EM27	MARKETVIEW_20041219.1509-E6-10
EM28	MARKETVIEW_20041219.1509-E7-11
EM29	MARKETVIEW_20041219.1509-E1-12
EM30	MARKETVIEW_20041219.1509-E15-13
EM31	MARKETVIEW_20041219.1509-E15-14
EM32	MARKETVIEW_20041219.1509-E7-15
EM2	MARKETVIEW_20041219.1509-E10-16
EM22	MARKETVIEW_20041219.1509-E13-17
EM3	MARKETVIEW_20041219.1509-E8-18
EM4	MARKETVIEW_20041219.1509-E11-19
EM5	MARKETVIEW_20041219.1509-E12-20
EM6	MARKETVIEW_20041219.1509-E12-21
EM7	MARKETVIEW_20041219.1509-E14-22
EM8	MARKETVIEW_20041219.1509-E8-23
EM9	MARKETVIEW_20041219.1509-E15-24
EM10	MARKETVIEW_20041219.1509-E16-25
EM11	MARKETVIEW_20041219.1509-E15-26
EM12	MARKETVIEW_20041219.1509-E15-27
EM13	MARKETVIEW_20041219.1509-E17-28
EM14	MARKETVIEW_20041219.1509-E18-29
EM15	MARKETVIEW_20041219.1509-E18-30
EM16	MARKETVIEW_20041219.1509-E19-31
EM17	MARKETVIEW_20041219.1509-E1-32
R1	MARKETVIEW_20041219.1509-R1
R2	MARKETVIEW_20041219.1509-R2
R3	MARKETVIEW_20041219.1509-R3
R4	MARKETVIEW_20041219.1509-R4
RM1	MARKETVIEW_20041219.1509-R1-1
RM2	MARKETVIEW_20041219.1509-R2-1
RM3	MARKETVIEW_20041219.1509-R3-1
RM4	MARKETVIEW_20041219.1509-R4-1
V2	MARKETVIEW_20041219.1509-EV1
V1	MARKETVIEW_20041219.1509-EV2
VM1	MARKETVIEW_20041219.1509-EV2-1
VM3	MARKETVIEW_20041219.1509-EV2-2
VM2	MARKETVIEW_20041219.1509-EV1-1
Q1	MARKETVIEW_20041219.1509-T1
Q2	MARKETVIEW_20041219.1509-T2
Q3	MARKETVIEW_20041219.1509-V1
Q4	MARKETVIEW_20041219.1509-V2
Q6	MARKETVIEW_20041219.1509-V3
Q5	MARKETVIEW_20041219.1509-T3
Q7	MARKETVIEW_20041219.1509-T4
QM3	MARKETVIEW_20041219.1509-V1-1
QM4	MARKETVIEW_20041219.1509-V2-1
QM6	MARKETVIEW_20041219.1509-V3-1
