CE3	AGGRESSIVEVOICEDAILY_20050224.1207-CE1
CE14	AGGRESSIVEVOICEDAILY_20050224.1207-CE2
CE15	AGGRESSIVEVOICEDAILY_20050224.1207-CE3
CE17	AGGRESSIVEVOICEDAILY_20050224.1207-CE4
CE18	AGGRESSIVEVOICEDAILY_20050224.1207-CE5
CE1	AGGRESSIVEVOICEDAILY_20050224.1207-CE6
CE19	AGGRESSIVEVOICEDAILY_20050224.1207-CE7
CE16	AGGRESSIVEVOICEDAILY_20050224.1207-CE8
CE20	AGGRESSIVEVOICEDAILY_20050224.1207-CE9
CE21	AGGRESSIVEVOICEDAILY_20050224.1207-CE10
CE22	AGGRESSIVEVOICEDAILY_20050224.1207-CE11
CE23	AGGRESSIVEVOICEDAILY_20050224.1207-CE12
CE24	AGGRESSIVEVOICEDAILY_20050224.1207-CE13
CE25	AGGRESSIVEVOICEDAILY_20050224.1207-CE14
CE28	AGGRESSIVEVOICEDAILY_20050224.1207-CE15
CE27	AGGRESSIVEVOICEDAILY_20050224.1207-CE16
CE2	AGGRESSIVEVOICEDAILY_20050224.1207-CE17
CE26	AGGRESSIVEVOICEDAILY_20050224.1207-CE18
CE29	AGGRESSIVEVOICEDAILY_20050224.1207-CE19
CE30	AGGRESSIVEVOICEDAILY_20050224.1207-CE20
CE31	AGGRESSIVEVOICEDAILY_20050224.1207-CE21
CE32	AGGRESSIVEVOICEDAILY_20050224.1207-CE22
CE33	AGGRESSIVEVOICEDAILY_20050224.1207-CE23
CE34	AGGRESSIVEVOICEDAILY_20050224.1207-CE24
CE35	AGGRESSIVEVOICEDAILY_20050224.1207-CE25
CE13	AGGRESSIVEVOICEDAILY_20050224.1207-CE26
CE36	AGGRESSIVEVOICEDAILY_20050224.1207-CE27
CE6	AGGRESSIVEVOICEDAILY_20050224.1207-CE28
CE7	AGGRESSIVEVOICEDAILY_20050224.1207-CE29
CE5	AGGRESSIVEVOICEDAILY_20050224.1207-CE30
CE8	AGGRESSIVEVOICEDAILY_20050224.1207-CE31
CE9	AGGRESSIVEVOICEDAILY_20050224.1207-CE32
CE10	AGGRESSIVEVOICEDAILY_20050224.1207-CE33
CE11	AGGRESSIVEVOICEDAILY_20050224.1207-CE34
CE4	AGGRESSIVEVOICEDAILY_20050224.1207-CE35
CE12	AGGRESSIVEVOICEDAILY_20050224.1207-CE36
E14	AGGRESSIVEVOICEDAILY_20050224.1207-E1
E16	AGGRESSIVEVOICEDAILY_20050224.1207-E2
E18	AGGRESSIVEVOICEDAILY_20050224.1207-E3
E19	AGGRESSIVEVOICEDAILY_20050224.1207-E4
E20	AGGRESSIVEVOICEDAILY_20050224.1207-E5
E22	AGGRESSIVEVOICEDAILY_20050224.1207-E6
E23	AGGRESSIVEVOICEDAILY_20050224.1207-E7
E24	AGGRESSIVEVOICEDAILY_20050224.1207-E8
E25	AGGRESSIVEVOICEDAILY_20050224.1207-E9
E27	AGGRESSIVEVOICEDAILY_20050224.1207-E10
E29	AGGRESSIVEVOICEDAILY_20050224.1207-E11
E30	AGGRESSIVEVOICEDAILY_20050224.1207-E12
E31	AGGRESSIVEVOICEDAILY_20050224.1207-E13
E32	AGGRESSIVEVOICEDAILY_20050224.1207-E14
E33	AGGRESSIVEVOICEDAILY_20050224.1207-E15
E34	AGGRESSIVEVOICEDAILY_20050224.1207-E16
E35	AGGRESSIVEVOICEDAILY_20050224.1207-E17
E36	AGGRESSIVEVOICEDAILY_20050224.1207-E18
E37	AGGRESSIVEVOICEDAILY_20050224.1207-E19
E38	AGGRESSIVEVOICEDAILY_20050224.1207-E20
E39	AGGRESSIVEVOICEDAILY_20050224.1207-E21
E40	AGGRESSIVEVOICEDAILY_20050224.1207-E22
E41	AGGRESSIVEVOICEDAILY_20050224.1207-E23
E43	AGGRESSIVEVOICEDAILY_20050224.1207-E24
E44	AGGRESSIVEVOICEDAILY_20050224.1207-E25
E45	AGGRESSIVEVOICEDAILY_20050224.1207-E26
E46	AGGRESSIVEVOICEDAILY_20050224.1207-E27
E47	AGGRESSIVEVOICEDAILY_20050224.1207-E28
E48	AGGRESSIVEVOICEDAILY_20050224.1207-E29
E49	AGGRESSIVEVOICEDAILY_20050224.1207-E30
E50	AGGRESSIVEVOICEDAILY_20050224.1207-E31
E51	AGGRESSIVEVOICEDAILY_20050224.1207-E32
E52	AGGRESSIVEVOICEDAILY_20050224.1207-E33
E53	AGGRESSIVEVOICEDAILY_20050224.1207-E34
E54	AGGRESSIVEVOICEDAILY_20050224.1207-E35
E55	AGGRESSIVEVOICEDAILY_20050224.1207-E36
E60	AGGRESSIVEVOICEDAILY_20050224.1207-E37
E56	AGGRESSIVEVOICEDAILY_20050224.1207-E38
E58	AGGRESSIVEVOICEDAILY_20050224.1207-E39
E59	AGGRESSIVEVOICEDAILY_20050224.1207-E40
E1	AGGRESSIVEVOICEDAILY_20050224.1207-E41
E2	AGGRESSIVEVOICEDAILY_20050224.1207-E42
E3	AGGRESSIVEVOICEDAILY_20050224.1207-E43
E5	AGGRESSIVEVOICEDAILY_20050224.1207-E44
E6	AGGRESSIVEVOICEDAILY_20050224.1207-E45
E7	AGGRESSIVEVOICEDAILY_20050224.1207-E46
E8	AGGRESSIVEVOICEDAILY_20050224.1207-E47
E9	AGGRESSIVEVOICEDAILY_20050224.1207-E48
E11	AGGRESSIVEVOICEDAILY_20050224.1207-E49
E12	AGGRESSIVEVOICEDAILY_20050224.1207-E50
E13	AGGRESSIVEVOICEDAILY_20050224.1207-E51
EM18	AGGRESSIVEVOICEDAILY_20050224.1207-E1-1
EM19	AGGRESSIVEVOICEDAILY_20050224.1207-E2-2
EM22	AGGRESSIVEVOICEDAILY_20050224.1207-E3-3
EM23	AGGRESSIVEVOICEDAILY_20050224.1207-E4-4
EM20	AGGRESSIVEVOICEDAILY_20050224.1207-E5-5
EM24	AGGRESSIVEVOICEDAILY_20050224.1207-E6-6
EM26	AGGRESSIVEVOICEDAILY_20050224.1207-E45-7
EM27	AGGRESSIVEVOICEDAILY_20050224.1207-E45-8
EM28	AGGRESSIVEVOICEDAILY_20050224.1207-E45-9
EM29	AGGRESSIVEVOICEDAILY_20050224.1207-E47-10
EM30	AGGRESSIVEVOICEDAILY_20050224.1207-E7-11
EM31	AGGRESSIVEVOICEDAILY_20050224.1207-E7-12
