CE13	AGGRESSIVEVOICEDAILY_20050107.2012-CE1
CE14	AGGRESSIVEVOICEDAILY_20050107.2012-CE2
CE15	AGGRESSIVEVOICEDAILY_20050107.2012-CE3
CE16	AGGRESSIVEVOICEDAILY_20050107.2012-CE4
CE17	AGGRESSIVEVOICEDAILY_20050107.2012-CE5
CE1	AGGRESSIVEVOICEDAILY_20050107.2012-CE6
CE18	AGGRESSIVEVOICEDAILY_20050107.2012-CE7
CE19	AGGRESSIVEVOICEDAILY_20050107.2012-CE8
CE2	AGGRESSIVEVOICEDAILY_20050107.2012-CE9
CE20	AGGRESSIVEVOICEDAILY_20050107.2012-CE10
CE21	AGGRESSIVEVOICEDAILY_20050107.2012-CE11
CE22	AGGRESSIVEVOICEDAILY_20050107.2012-CE12
CE23	AGGRESSIVEVOICEDAILY_20050107.2012-CE13
CE3	AGGRESSIVEVOICEDAILY_20050107.2012-CE14
CE4	AGGRESSIVEVOICEDAILY_20050107.2012-CE15
CE5	AGGRESSIVEVOICEDAILY_20050107.2012-CE16
CE6	AGGRESSIVEVOICEDAILY_20050107.2012-CE17
CE7	AGGRESSIVEVOICEDAILY_20050107.2012-CE18
CE8	AGGRESSIVEVOICEDAILY_20050107.2012-CE19
CE9	AGGRESSIVEVOICEDAILY_20050107.2012-CE20
CE10	AGGRESSIVEVOICEDAILY_20050107.2012-CE21
CE11	AGGRESSIVEVOICEDAILY_20050107.2012-CE22
CE12	AGGRESSIVEVOICEDAILY_20050107.2012-CE23
E14	AGGRESSIVEVOICEDAILY_20050107.2012-E1
E15	AGGRESSIVEVOICEDAILY_20050107.2012-E2
E16	AGGRESSIVEVOICEDAILY_20050107.2012-E3
E17	AGGRESSIVEVOICEDAILY_20050107.2012-E4
E19	AGGRESSIVEVOICEDAILY_20050107.2012-E5
E22	AGGRESSIVEVOICEDAILY_20050107.2012-E6
E24	AGGRESSIVEVOICEDAILY_20050107.2012-E7
E26	AGGRESSIVEVOICEDAILY_20050107.2012-E8
E28	AGGRESSIVEVOICEDAILY_20050107.2012-E9
E29	AGGRESSIVEVOICEDAILY_20050107.2012-E10
E31	AGGRESSIVEVOICEDAILY_20050107.2012-E11
E1	AGGRESSIVEVOICEDAILY_20050107.2012-E12
E34	AGGRESSIVEVOICEDAILY_20050107.2012-E13
E35	AGGRESSIVEVOICEDAILY_20050107.2012-E14
E36	AGGRESSIVEVOICEDAILY_20050107.2012-E15
E37	AGGRESSIVEVOICEDAILY_20050107.2012-E16
E38	AGGRESSIVEVOICEDAILY_20050107.2012-E17
E3	AGGRESSIVEVOICEDAILY_20050107.2012-E18
E4	AGGRESSIVEVOICEDAILY_20050107.2012-E19
E5	AGGRESSIVEVOICEDAILY_20050107.2012-E20
E6	AGGRESSIVEVOICEDAILY_20050107.2012-E21
E7	AGGRESSIVEVOICEDAILY_20050107.2012-E22
E8	AGGRESSIVEVOICEDAILY_20050107.2012-E23
E10	AGGRESSIVEVOICEDAILY_20050107.2012-E24
E11	AGGRESSIVEVOICEDAILY_20050107.2012-E25
E12	AGGRESSIVEVOICEDAILY_20050107.2012-E26
E13	AGGRESSIVEVOICEDAILY_20050107.2012-E27
EM1	AGGRESSIVEVOICEDAILY_20050107.2012-E12-1
EM20	AGGRESSIVEVOICEDAILY_20050107.2012-E1-2
EM21	AGGRESSIVEVOICEDAILY_20050107.2012-E2-3
EM22	AGGRESSIVEVOICEDAILY_20050107.2012-E3-4
EM23	AGGRESSIVEVOICEDAILY_20050107.2012-E12-5
EM25	AGGRESSIVEVOICEDAILY_20050107.2012-E4-6
EM26	AGGRESSIVEVOICEDAILY_20050107.2012-E4-7
EM27	AGGRESSIVEVOICEDAILY_20050107.2012-E5-8
EM31	AGGRESSIVEVOICEDAILY_20050107.2012-E6-9
EM33	AGGRESSIVEVOICEDAILY_20050107.2012-E7-10
EM32	AGGRESSIVEVOICEDAILY_20050107.2012-E8-11
EM34	AGGRESSIVEVOICEDAILY_20050107.2012-E5-12
EM35	AGGRESSIVEVOICEDAILY_20050107.2012-E9-13
EM37	AGGRESSIVEVOICEDAILY_20050107.2012-E10-14
EM38	AGGRESSIVEVOICEDAILY_20050107.2012-E10-15
EM40	AGGRESSIVEVOICEDAILY_20050107.2012-E11-16
EM2	AGGRESSIVEVOICEDAILY_20050107.2012-E12-17
EM9	AGGRESSIVEVOICEDAILY_20050107.2012-E12-18
EM14	AGGRESSIVEVOICEDAILY_20050107.2012-E12-19
EM28	AGGRESSIVEVOICEDAILY_20050107.2012-E13-20
EM29	AGGRESSIVEVOICEDAILY_20050107.2012-E14-21
EM30	AGGRESSIVEVOICEDAILY_20050107.2012-E5-22
EM24	AGGRESSIVEVOICEDAILY_20050107.2012-E15-23
EM36	AGGRESSIVEVOICEDAILY_20050107.2012-E16-24
EM39	AGGRESSIVEVOICEDAILY_20050107.2012-E17-25
EM10	AGGRESSIVEVOICEDAILY_20050107.2012-E12-26
EM3	AGGRESSIVEVOICEDAILY_20050107.2012-E18-27
EM4	AGGRESSIVEVOICEDAILY_20050107.2012-E19-28
EM5	AGGRESSIVEVOICEDAILY_20050107.2012-E20-29
EM6	AGGRESSIVEVOICEDAILY_20050107.2012-E21-30
EM7	AGGRESSIVEVOICEDAILY_20050107.2012-E22-31
EM8	AGGRESSIVEVOICEDAILY_20050107.2012-E23-32
EM12	AGGRESSIVEVOICEDAILY_20050107.2012-E24-33
EM11	AGGRESSIVEVOICEDAILY_20050107.2012-E23-34
EM13	AGGRESSIVEVOICEDAILY_20050107.2012-E23-35
EM15	AGGRESSIVEVOICEDAILY_20050107.2012-E12-36
EM16	AGGRESSIVEVOICEDAILY_20050107.2012-E25-37
EM17	AGGRESSIVEVOICEDAILY_20050107.2012-E26-38
EM18	AGGRESSIVEVOICEDAILY_20050107.2012-E24-39
EM19	AGGRESSIVEVOICEDAILY_20050107.2012-E27-40
R3	AGGRESSIVEVOICEDAILY_20050107.2012-R1
R4	AGGRESSIVEVOICEDAILY_20050107.2012-R2
R7	AGGRESSIVEVOICEDAILY_20050107.2012-R3
R2	AGGRESSIVEVOICEDAILY_20050107.2012-R4
R1	AGGRESSIVEVOICEDAILY_20050107.2012-R5
R5	AGGRESSIVEVOICEDAILY_20050107.2012-R6
R6	AGGRESSIVEVOICEDAILY_20050107.2012-R7
RM3	AGGRESSIVEVOICEDAILY_20050107.2012-R1-1
RM4	AGGRESSIVEVOICEDAILY_20050107.2012-R2-1
RM7	AGGRESSIVEVOICEDAILY_20050107.2012-R3-1
RM2	AGGRESSIVEVOICEDAILY_20050107.2012-R4-1
RM1	AGGRESSIVEVOICEDAILY_20050107.2012-R5-1
RM5	AGGRESSIVEVOICEDAILY_20050107.2012-R6-1
RM6	AGGRESSIVEVOICEDAILY_20050107.2012-R7-1
V1	AGGRESSIVEVOICEDAILY_20050107.2012-EV1
V2	AGGRESSIVEVOICEDAILY_20050107.2012-EV2
V3	AGGRESSIVEVOICEDAILY_20050107.2012-EV3
V4	AGGRESSIVEVOICEDAILY_20050107.2012-EV4
V5	AGGRESSIVEVOICEDAILY_20050107.2012-EV5
VM1	AGGRESSIVEVOICEDAILY_20050107.2012-EV1-1
VM2	AGGRESSIVEVOICEDAILY_20050107.2012-EV2-1
VM3	AGGRESSIVEVOICEDAILY_20050107.2012-EV3-1
VM4	AGGRESSIVEVOICEDAILY_20050107.2012-EV4-1
VM5	AGGRESSIVEVOICEDAILY_20050107.2012-EV5-1
Q1	AGGRESSIVEVOICEDAILY_20050107.2012-T1
Q2	AGGRESSIVEVOICEDAILY_20050107.2012-T2
Q3	AGGRESSIVEVOICEDAILY_20050107.2012-T3
Q4	AGGRESSIVEVOICEDAILY_20050107.2012-T4
Q6	AGGRESSIVEVOICEDAILY_20050107.2012-T5
Q8	AGGRESSIVEVOICEDAILY_20050107.2012-V1
Q7	AGGRESSIVEVOICEDAILY_20050107.2012-T6
