CE8	MARKBACKER_20041108.1507-CE1
CE15	MARKBACKER_20041108.1507-CE2
CE16	MARKBACKER_20041108.1507-CE3
CE17	MARKBACKER_20041108.1507-CE4
CE18	MARKBACKER_20041108.1507-CE5
CE19	MARKBACKER_20041108.1507-CE6
CE20	MARKBACKER_20041108.1507-CE7
CE9	MARKBACKER_20041108.1507-CE8
CE2	MARKBACKER_20041108.1507-CE9
CE14	MARKBACKER_20041108.1507-CE10
CE3	MARKBACKER_20041108.1507-CE11
CE1	MARKBACKER_20041108.1507-CE12
CE4	MARKBACKER_20041108.1507-CE13
CE5	MARKBACKER_20041108.1507-CE14
CE6	MARKBACKER_20041108.1507-CE15
CE7	MARKBACKER_20041108.1507-CE16
CE10	MARKBACKER_20041108.1507-CE17
CE11	MARKBACKER_20041108.1507-CE18
CE12	MARKBACKER_20041108.1507-CE19
CE13	MARKBACKER_20041108.1507-CE20
E10	MARKBACKER_20041108.1507-E1
E11	MARKBACKER_20041108.1507-E2
E13	MARKBACKER_20041108.1507-E3
E16	MARKBACKER_20041108.1507-E4
E17	MARKBACKER_20041108.1507-E5
E18	MARKBACKER_20041108.1507-E6
E20	MARKBACKER_20041108.1507-E7
E23	MARKBACKER_20041108.1507-E8
E1	MARKBACKER_20041108.1507-E9
E25	MARKBACKER_20041108.1507-E10
E26	MARKBACKER_20041108.1507-E11
E27	MARKBACKER_20041108.1507-E12
E29	MARKBACKER_20041108.1507-E13
E30	MARKBACKER_20041108.1507-E14
E31	MARKBACKER_20041108.1507-E15
E32	MARKBACKER_20041108.1507-E16
E33	MARKBACKER_20041108.1507-E17
E34	MARKBACKER_20041108.1507-E18
E36	MARKBACKER_20041108.1507-E19
E38	MARKBACKER_20041108.1507-E20
E2	MARKBACKER_20041108.1507-E21
E3	MARKBACKER_20041108.1507-E22
E4	MARKBACKER_20041108.1507-E23
E5	MARKBACKER_20041108.1507-E24
E6	MARKBACKER_20041108.1507-E25
E8	MARKBACKER_20041108.1507-E26
E9	MARKBACKER_20041108.1507-E27
EM24	MARKBACKER_20041108.1507-E27-1
EM25	MARKBACKER_20041108.1507-E21-2
EM26	MARKBACKER_20041108.1507-E21-3
EM27	MARKBACKER_20041108.1507-E9-4
EM29	MARKBACKER_20041108.1507-E1-5
EM30	MARKBACKER_20041108.1507-E2-6
EM31	MARKBACKER_20041108.1507-E1-7
EM32	MARKBACKER_20041108.1507-E1-8
EM33	MARKBACKER_20041108.1507-E1-9
EM34	MARKBACKER_20041108.1507-E27-10
EM35	MARKBACKER_20041108.1507-E27-11
EM36	MARKBACKER_20041108.1507-E27-12
EM37	MARKBACKER_20041108.1507-E27-13
EM39	MARKBACKER_20041108.1507-E27-14
EM40	MARKBACKER_20041108.1507-E27-15
EM41	MARKBACKER_20041108.1507-E3-16
EM43	MARKBACKER_20041108.1507-E27-17
EM46	MARKBACKER_20041108.1507-E4-18
EM47	MARKBACKER_20041108.1507-E5-19
EM48	MARKBACKER_20041108.1507-E4-20
EM49	MARKBACKER_20041108.1507-E4-21
EM50	MARKBACKER_20041108.1507-E4-22
EM51	MARKBACKER_20041108.1507-E27-23
EM52	MARKBACKER_20041108.1507-E27-24
EM53	MARKBACKER_20041108.1507-E6-25
EM55	MARKBACKER_20041108.1507-E27-26
EM56	MARKBACKER_20041108.1507-E7-27
EM58	MARKBACKER_20041108.1507-E27-28
