CE11	AGGRESSIVEVOICEDAILY_20050203.1356-CE1
CE12	AGGRESSIVEVOICEDAILY_20050203.1356-CE2
CE13	AGGRESSIVEVOICEDAILY_20050203.1356-CE3
CE14	AGGRESSIVEVOICEDAILY_20050203.1356-CE4
CE15	AGGRESSIVEVOICEDAILY_20050203.1356-CE5
CE16	AGGRESSIVEVOICEDAILY_20050203.1356-CE6
CE17	AGGRESSIVEVOICEDAILY_20050203.1356-CE7
CE18	AGGRESSIVEVOICEDAILY_20050203.1356-CE8
CE19	AGGRESSIVEVOICEDAILY_20050203.1356-CE9
CE20	AGGRESSIVEVOICEDAILY_20050203.1356-CE10
CE21	AGGRESSIVEVOICEDAILY_20050203.1356-CE11
CE22	AGGRESSIVEVOICEDAILY_20050203.1356-CE12
CE24	AGGRESSIVEVOICEDAILY_20050203.1356-CE13
CE25	AGGRESSIVEVOICEDAILY_20050203.1356-CE14
CE26	AGGRESSIVEVOICEDAILY_20050203.1356-CE15
CE27	AGGRESSIVEVOICEDAILY_20050203.1356-CE16
CE28	AGGRESSIVEVOICEDAILY_20050203.1356-CE17
CE29	AGGRESSIVEVOICEDAILY_20050203.1356-CE18
CE23	AGGRESSIVEVOICEDAILY_20050203.1356-CE19
CE30	AGGRESSIVEVOICEDAILY_20050203.1356-CE20
CE3	AGGRESSIVEVOICEDAILY_20050203.1356-CE21
CE2	AGGRESSIVEVOICEDAILY_20050203.1356-CE22
CE4	AGGRESSIVEVOICEDAILY_20050203.1356-CE23
CE5	AGGRESSIVEVOICEDAILY_20050203.1356-CE24
CE6	AGGRESSIVEVOICEDAILY_20050203.1356-CE25
CE7	AGGRESSIVEVOICEDAILY_20050203.1356-CE26
CE1	AGGRESSIVEVOICEDAILY_20050203.1356-CE27
CE8	AGGRESSIVEVOICEDAILY_20050203.1356-CE28
CE9	AGGRESSIVEVOICEDAILY_20050203.1356-CE29
CE10	AGGRESSIVEVOICEDAILY_20050203.1356-CE30
E15	AGGRESSIVEVOICEDAILY_20050203.1356-E1
E16	AGGRESSIVEVOICEDAILY_20050203.1356-E2
E17	AGGRESSIVEVOICEDAILY_20050203.1356-E3
E18	AGGRESSIVEVOICEDAILY_20050203.1356-E4
E19	AGGRESSIVEVOICEDAILY_20050203.1356-E5
E20	AGGRESSIVEVOICEDAILY_20050203.1356-E6
E21	AGGRESSIVEVOICEDAILY_20050203.1356-E7
E22	AGGRESSIVEVOICEDAILY_20050203.1356-E8
E23	AGGRESSIVEVOICEDAILY_20050203.1356-E9
E24	AGGRESSIVEVOICEDAILY_20050203.1356-E10
E25	AGGRESSIVEVOICEDAILY_20050203.1356-E11
E26	AGGRESSIVEVOICEDAILY_20050203.1356-E12
E27	AGGRESSIVEVOICEDAILY_20050203.1356-E13
E28	AGGRESSIVEVOICEDAILY_20050203.1356-E14
E29	AGGRESSIVEVOICEDAILY_20050203.1356-E15
E31	AGGRESSIVEVOICEDAILY_20050203.1356-E16
E32	AGGRESSIVEVOICEDAILY_20050203.1356-E17
E33	AGGRESSIVEVOICEDAILY_20050203.1356-E18
E34	AGGRESSIVEVOICEDAILY_20050203.1356-E19
E36	AGGRESSIVEVOICEDAILY_20050203.1356-E20
E37	AGGRESSIVEVOICEDAILY_20050203.1356-E21
E40	AGGRESSIVEVOICEDAILY_20050203.1356-E22
E39	AGGRESSIVEVOICEDAILY_20050203.1356-E23
E42	AGGRESSIVEVOICEDAILY_20050203.1356-E24
E43	AGGRESSIVEVOICEDAILY_20050203.1356-E25
E2	AGGRESSIVEVOICEDAILY_20050203.1356-E26
E3	AGGRESSIVEVOICEDAILY_20050203.1356-E27
E4	AGGRESSIVEVOICEDAILY_20050203.1356-E28
E5	AGGRESSIVEVOICEDAILY_20050203.1356-E29
E6	AGGRESSIVEVOICEDAILY_20050203.1356-E30
E7	AGGRESSIVEVOICEDAILY_20050203.1356-E31
E8	AGGRESSIVEVOICEDAILY_20050203.1356-E32
E10	AGGRESSIVEVOICEDAILY_20050203.1356-E33
E11	AGGRESSIVEVOICEDAILY_20050203.1356-E34
E12	AGGRESSIVEVOICEDAILY_20050203.1356-E35
E14	AGGRESSIVEVOICEDAILY_20050203.1356-E36
EM1	AGGRESSIVEVOICEDAILY_20050203.1356-E26-1
EM18	AGGRESSIVEVOICEDAILY_20050203.1356-E28-2
EM19	AGGRESSIVEVOICEDAILY_20050203.1356-E2-3
EM20	AGGRESSIVEVOICEDAILY_20050203.1356-E4-4
EM21	AGGRESSIVEVOICEDAILY_20050203.1356-E5-5
EM46	AGGRESSIVEVOICEDAILY_20050203.1356-E10-6
EM22	AGGRESSIVEVOICEDAILY_20050203.1356-E6-7
EM23	AGGRESSIVEVOICEDAILY_20050203.1356-E36-8
EM24	AGGRESSIVEVOICEDAILY_20050203.1356-E28-9
EM25	AGGRESSIVEVOICEDAILY_20050203.1356-E3-10
EM26	AGGRESSIVEVOICEDAILY_20050203.1356-E7-11
EM27	AGGRESSIVEVOICEDAILY_20050203.1356-E8-12
EM28	AGGRESSIVEVOICEDAILY_20050203.1356-E9-13
EM29	AGGRESSIVEVOICEDAILY_20050203.1356-E10-14
EM30	AGGRESSIVEVOICEDAILY_20050203.1356-E5-15
EM31	AGGRESSIVEVOICEDAILY_20050203.1356-E11-16
EM32	AGGRESSIVEVOICEDAILY_20050203.1356-E12-17
EM33	AGGRESSIVEVOICEDAILY_20050203.1356-E13-18
EM35	AGGRESSIVEVOICEDAILY_20050203.1356-E14-19
EM36	AGGRESSIVEVOICEDAILY_20050203.1356-E10-20
EM37	AGGRESSIVEVOICEDAILY_20050203.1356-E15-21
EM47	AGGRESSIVEVOICEDAILY_20050203.1356-E14-22
EM39	AGGRESSIVEVOICEDAILY_20050203.1356-E11-23
EM40	AGGRESSIVEVOICEDAILY_20050203.1356-E11-24
EM41	AGGRESSIVEVOICEDAILY_20050203.1356-E16-25
EM43	AGGRESSIVEVOICEDAILY_20050203.1356-E11-26
EM48	AGGRESSIVEVOICEDAILY_20050203.1356-E14-27
EM49	AGGRESSIVEVOICEDAILY_20050203.1356-E17-28
EM50	AGGRESSIVEVOICEDAILY_20050203.1356-E5-29
EM34	AGGRESSIVEVOICEDAILY_20050203.1356-E22-30
EM51	AGGRESSIVEVOICEDAILY_20050203.1356-E10-31
EM52	AGGRESSIVEVOICEDAILY_20050203.1356-E14-32
EM53	AGGRESSIVEVOICEDAILY_20050203.1356-E18-33
EM54	AGGRESSIVEVOICEDAILY_20050203.1356-E19-34
EM55	AGGRESSIVEVOICEDAILY_20050203.1356-E9-35
EM57	AGGRESSIVEVOICEDAILY_20050203.1356-E20-36
EM58	AGGRESSIVEVOICEDAILY_20050203.1356-E21-37
EM59	AGGRESSIVEVOICEDAILY_20050203.1356-E5-38
EM60	AGGRESSIVEVOICEDAILY_20050203.1356-E21-39
EM61	AGGRESSIVEVOICEDAILY_20050203.1356-E23-40
EM62	AGGRESSIVEVOICEDAILY_20050203.1356-E23-41
EM38	AGGRESSIVEVOICEDAILY_20050203.1356-E24-42
EM63	AGGRESSIVEVOICEDAILY_20050203.1356-E3-43
EM56	AGGRESSIVEVOICEDAILY_20050203.1356-E3-44
EM42	AGGRESSIVEVOICEDAILY_20050203.1356-E25-45
EM2	AGGRESSIVEVOICEDAILY_20050203.1356-E27-46
EM3	AGGRESSIVEVOICEDAILY_20050203.1356-E28-47
EM4	AGGRESSIVEVOICEDAILY_20050203.1356-E28-48
EM5	AGGRESSIVEVOICEDAILY_20050203.1356-E29-49
EM6	AGGRESSIVEVOICEDAILY_20050203.1356-E30-50
