CE9	MARKBACKER_20041117.1107-CE1
CE1	MARKBACKER_20041117.1107-CE2
CE10	MARKBACKER_20041117.1107-CE3
CE11	MARKBACKER_20041117.1107-CE4
CE12	MARKBACKER_20041117.1107-CE5
CE13	MARKBACKER_20041117.1107-CE6
CE14	MARKBACKER_20041117.1107-CE7
CE16	MARKBACKER_20041117.1107-CE8
CE2	MARKBACKER_20041117.1107-CE9
CE17	MARKBACKER_20041117.1107-CE10
CE3	MARKBACKER_20041117.1107-CE11
CE4	MARKBACKER_20041117.1107-CE12
CE15	MARKBACKER_20041117.1107-CE13
CE6	MARKBACKER_20041117.1107-CE14
CE5	MARKBACKER_20041117.1107-CE15
CE7	MARKBACKER_20041117.1107-CE16
CE8	MARKBACKER_20041117.1107-CE17
E9	MARKBACKER_20041117.1107-E1
E10	MARKBACKER_20041117.1107-E2
E12	MARKBACKER_20041117.1107-E3
E13	MARKBACKER_20041117.1107-E4
E14	MARKBACKER_20041117.1107-E5
E15	MARKBACKER_20041117.1107-E6
E16	MARKBACKER_20041117.1107-E7
E17	MARKBACKER_20041117.1107-E8
E18	MARKBACKER_20041117.1107-E9
E19	MARKBACKER_20041117.1107-E10
E21	MARKBACKER_20041117.1107-E11
E22	MARKBACKER_20041117.1107-E12
E24	MARKBACKER_20041117.1107-E13
E27	MARKBACKER_20041117.1107-E14
E1	MARKBACKER_20041117.1107-E15
E2	MARKBACKER_20041117.1107-E16
E28	MARKBACKER_20041117.1107-E17
E4	MARKBACKER_20041117.1107-E18
E5	MARKBACKER_20041117.1107-E19
E6	MARKBACKER_20041117.1107-E20
E7	MARKBACKER_20041117.1107-E21
E8	MARKBACKER_20041117.1107-E22
EM12	MARKBACKER_20041117.1107-E18-1
EM13	MARKBACKER_20041117.1107-E18-2
EM14	MARKBACKER_20041117.1107-E1-3
EM15	MARKBACKER_20041117.1107-E18-4
EM16	MARKBACKER_20041117.1107-E18-5
EM17	MARKBACKER_20041117.1107-E1-6
EM18	MARKBACKER_20041117.1107-E2-7
EM19	MARKBACKER_20041117.1107-E1-8
EM20	MARKBACKER_20041117.1107-E3-9
EM21	MARKBACKER_20041117.1107-E4-10
EM22	MARKBACKER_20041117.1107-E5-11
EM23	MARKBACKER_20041117.1107-E4-12
EM24	MARKBACKER_20041117.1107-E4-13
EM25	MARKBACKER_20041117.1107-E6-14
EM26	MARKBACKER_20041117.1107-E18-15
EM27	MARKBACKER_20041117.1107-E7-16
EM28	MARKBACKER_20041117.1107-E18-17
EM29	MARKBACKER_20041117.1107-E9-18
EM30	MARKBACKER_20041117.1107-E1-19
EM31	MARKBACKER_20041117.1107-E18-20
EM32	MARKBACKER_20041117.1107-E18-21
EM33	MARKBACKER_20041117.1107-E18-22
EM34	MARKBACKER_20041117.1107-E10-23
EM35	MARKBACKER_20041117.1107-E10-24
EM36	MARKBACKER_20041117.1107-E10-25
EM37	MARKBACKER_20041117.1107-E10-26
EM38	MARKBACKER_20041117.1107-E10-27
EM39	MARKBACKER_20041117.1107-E10-28
EM43	MARKBACKER_20041117.1107-E10-29
EM44	MARKBACKER_20041117.1107-E10-30
EM45	MARKBACKER_20041117.1107-E18-31
EM46	MARKBACKER_20041117.1107-E11-32
EM47	MARKBACKER_20041117.1107-E1-33
EM48	MARKBACKER_20041117.1107-E18-34
EM49	MARKBACKER_20041117.1107-E12-35
EM50	MARKBACKER_20041117.1107-E13-36
EM42	MARKBACKER_20041117.1107-E10-37
EM53	MARKBACKER_20041117.1107-E14-38
EM51	MARKBACKER_20041117.1107-E14-39
EM52	MARKBACKER_20041117.1107-E18-40
EM40	MARKBACKER_20041117.1107-E17-41
EM54	MARKBACKER_20041117.1107-E8-42
EM1	MARKBACKER_20041117.1107-E15-43
EM2	MARKBACKER_20041117.1107-E16-44
EM41	MARKBACKER_20041117.1107-E17-45
EM4	MARKBACKER_20041117.1107-E18-46
EM5	MARKBACKER_20041117.1107-E19-47
EM3	MARKBACKER_20041117.1107-E19-48
EM7	MARKBACKER_20041117.1107-E19-49
EM55	MARKBACKER_20041117.1107-E1-50
EM6	MARKBACKER_20041117.1107-E20-51
EM8	MARKBACKER_20041117.1107-E21-52
EM9	MARKBACKER_20041117.1107-E22-53
EM10	MARKBACKER_20041117.1107-E18-54
EM11	MARKBACKER_20041117.1107-E18-55
R1	MARKBACKER_20041117.1107-R1
R2	MARKBACKER_20041117.1107-R2
RM1	MARKBACKER_20041117.1107-R1-1
RM2	MARKBACKER_20041117.1107-R2-1
V2	MARKBACKER_20041117.1107-EV1
V3	MARKBACKER_20041117.1107-EV2
V1	MARKBACKER_20041117.1107-EV3
V4	MARKBACKER_20041117.1107-EV4
V6	MARKBACKER_20041117.1107-EV5
V8	MARKBACKER_20041117.1107-EV6
V7	MARKBACKER_20041117.1107-EV7
V5	MARKBACKER_20041117.1107-EV8
VM1	MARKBACKER_20041117.1107-EV3-1
VM2	MARKBACKER_20041117.1107-EV1-1
VM3	MARKBACKER_20041117.1107-EV2-1
VM4	MARKBACKER_20041117.1107-EV4-1
VM6	MARKBACKER_20041117.1107-EV5-1
VM9	MARKBACKER_20041117.1107-EV6-1
VM7	MARKBACKER_20041117.1107-EV7-1
VM5	MARKBACKER_20041117.1107-EV8-1
VM8	MARKBACKER_20041117.1107-EV3-2
VM10	MARKBACKER_20041117.1107-EV6-2
VM11	MARKBACKER_20041117.1107-EV3-3
Q1	MARKBACKER_20041117.1107-T1
Q8	MARKBACKER_20041117.1107-V1
Q9	MARKBACKER_20041117.1107-V2
Q2	MARKBACKER_20041117.1107-T2
Q3	MARKBACKER_20041117.1107-T3
Q5	MARKBACKER_20041117.1107-V3
Q6	MARKBACKER_20041117.1107-V4
Q4	MARKBACKER_20041117.1107-T4
Q7	MARKBACKER_20041117.1107-T5
Q10	MARKBACKER_20041117.1107-V5
Q11	MARKBACKER_20041117.1107-T6
Q12	MARKBACKER_20041117.1107-V6
QM8	MARKBACKER_20041117.1107-V1-1
QM9	MARKBACKER_20041117.1107-V2-1
QM5	MARKBACKER_20041117.1107-V3-1
QM6	MARKBACKER_20041117.1107-V4-1
QM10	MARKBACKER_20041117.1107-V5-1
QM12	MARKBACKER_20041117.1107-V6-1
