CE6	MARKBACKER_20041217.1639-CE1
CE7	MARKBACKER_20041217.1639-CE2
CE8	MARKBACKER_20041217.1639-CE3
CE9	MARKBACKER_20041217.1639-CE4
CE12	MARKBACKER_20041217.1639-CE5
CE14	MARKBACKER_20041217.1639-CE6
CE15	MARKBACKER_20041217.1639-CE7
CE16	MARKBACKER_20041217.1639-CE8
CE10	MARKBACKER_20041217.1639-CE9
CE18	MARKBACKER_20041217.1639-CE10
CE20	MARKBACKER_20041217.1639-CE11
CE22	MARKBACKER_20041217.1639-CE12
CE23	MARKBACKER_20041217.1639-CE13
CE24	MARKBACKER_20041217.1639-CE14
CE21	MARKBACKER_20041217.1639-CE15
CE17	MARKBACKER_20041217.1639-CE16
CE13	MARKBACKER_20041217.1639-CE17
CE19	MARKBACKER_20041217.1639-CE18
CE26	MARKBACKER_20041217.1639-CE19
CE25	MARKBACKER_20041217.1639-CE20
CE11	MARKBACKER_20041217.1639-CE21
CE1	MARKBACKER_20041217.1639-CE22
CE2	MARKBACKER_20041217.1639-CE23
CE3	MARKBACKER_20041217.1639-CE24
CE4	MARKBACKER_20041217.1639-CE25
CE5	MARKBACKER_20041217.1639-CE26
E8	MARKBACKER_20041217.1639-E1
E9	MARKBACKER_20041217.1639-E2
E10	MARKBACKER_20041217.1639-E3
E11	MARKBACKER_20041217.1639-E4
E12	MARKBACKER_20041217.1639-E5
E13	MARKBACKER_20041217.1639-E6
E14	MARKBACKER_20041217.1639-E7
E26	MARKBACKER_20041217.1639-E8
E17	MARKBACKER_20041217.1639-E9
E18	MARKBACKER_20041217.1639-E10
E19	MARKBACKER_20041217.1639-E11
E20	MARKBACKER_20041217.1639-E12
E21	MARKBACKER_20041217.1639-E13
E22	MARKBACKER_20041217.1639-E14
E23	MARKBACKER_20041217.1639-E15
E24	MARKBACKER_20041217.1639-E16
E28	MARKBACKER_20041217.1639-E17
E31	MARKBACKER_20041217.1639-E18
E32	MARKBACKER_20041217.1639-E19
E33	MARKBACKER_20041217.1639-E20
E25	MARKBACKER_20041217.1639-E21
E2	MARKBACKER_20041217.1639-E22
E3	MARKBACKER_20041217.1639-E23
E4	MARKBACKER_20041217.1639-E24
E5	MARKBACKER_20041217.1639-E25
E6	MARKBACKER_20041217.1639-E26
E7	MARKBACKER_20041217.1639-E27
EM14	MARKBACKER_20041217.1639-E26-1
EM15	MARKBACKER_20041217.1639-E26-2
EM16	MARKBACKER_20041217.1639-E1-3
EM17	MARKBACKER_20041217.1639-E2-4
EM18	MARKBACKER_20041217.1639-E1-5
EM19	MARKBACKER_20041217.1639-E1-6
EM20	MARKBACKER_20041217.1639-E3-7
EM21	MARKBACKER_20041217.1639-E1-8
EM22	MARKBACKER_20041217.1639-E1-9
EM25	MARKBACKER_20041217.1639-E4-10
EM26	MARKBACKER_20041217.1639-E1-11
EM27	MARKBACKER_20041217.1639-E1-12
EM28	MARKBACKER_20041217.1639-E1-13
EM29	MARKBACKER_20041217.1639-E1-14
EM30	MARKBACKER_20041217.1639-E1-15
EM31	MARKBACKER_20041217.1639-E1-16
EM33	MARKBACKER_20041217.1639-E5-17
EM34	MARKBACKER_20041217.1639-E6-18
EM35	MARKBACKER_20041217.1639-E6-19
EM36	MARKBACKER_20041217.1639-E1-20
EM37	MARKBACKER_20041217.1639-E7-21
EM23	MARKBACKER_20041217.1639-E8-22
EM39	MARKBACKER_20041217.1639-E1-23
EM38	MARKBACKER_20041217.1639-E1-24
EM40	MARKBACKER_20041217.1639-E1-25
EM42	MARKBACKER_20041217.1639-E1-26
EM43	MARKBACKER_20041217.1639-E1-27
EM44	MARKBACKER_20041217.1639-E1-28
EM45	MARKBACKER_20041217.1639-E1-29
EM46	MARKBACKER_20041217.1639-E7-30
EM47	MARKBACKER_20041217.1639-E1-31
EM52	MARKBACKER_20041217.1639-E17-32
EM48	MARKBACKER_20041217.1639-E9-33
EM49	MARKBACKER_20041217.1639-E7-34
EM51	MARKBACKER_20041217.1639-E1-35
EM53	MARKBACKER_20041217.1639-E10-36
EM57	MARKBACKER_20041217.1639-E7-37
EM58	MARKBACKER_20041217.1639-E7-38
EM59	MARKBACKER_20041217.1639-E7-39
EM60	MARKBACKER_20041217.1639-E7-40
EM61	MARKBACKER_20041217.1639-E7-41
EM62	MARKBACKER_20041217.1639-E7-42
EM63	MARKBACKER_20041217.1639-E11-43
EM64	MARKBACKER_20041217.1639-E12-44
EM65	MARKBACKER_20041217.1639-E13-45
EM66	MARKBACKER_20041217.1639-E7-46
EM67	MARKBACKER_20041217.1639-E7-47
EM68	MARKBACKER_20041217.1639-E14-48
EM70	MARKBACKER_20041217.1639-E9-49
EM71	MARKBACKER_20041217.1639-E1-50
EM72	MARKBACKER_20041217.1639-E1-51
EM73	MARKBACKER_20041217.1639-E1-52
EM74	MARKBACKER_20041217.1639-E7-53
EM76	MARKBACKER_20041217.1639-E15-54
EM32	MARKBACKER_20041217.1639-E16-55
EM55	MARKBACKER_20041217.1639-E14-56
EM75	MARKBACKER_20041217.1639-E18-57
EM54	MARKBACKER_20041217.1639-E19-58
EM56	MARKBACKER_20041217.1639-E17-59
EM50	MARKBACKER_20041217.1639-E1-60
EM69	MARKBACKER_20041217.1639-E20-61
EM41	MARKBACKER_20041217.1639-E15-62
EM24	MARKBACKER_20041217.1639-E21-63
EM1	MARKBACKER_20041217.1639-E22-64
EM2	MARKBACKER_20041217.1639-E23-65
EM3	MARKBACKER_20041217.1639-E23-66
EM4	MARKBACKER_20041217.1639-E23-67
EM5	MARKBACKER_20041217.1639-E24-68
EM6	MARKBACKER_20041217.1639-E22-69
EM7	MARKBACKER_20041217.1639-E22-70
EM8	MARKBACKER_20041217.1639-E22-71
EM9	MARKBACKER_20041217.1639-E22-72
EM10	MARKBACKER_20041217.1639-E25-73
EM11	MARKBACKER_20041217.1639-E26-74
EM12	MARKBACKER_20041217.1639-E22-75
EM13	MARKBACKER_20041217.1639-E27-76
R1	MARKBACKER_20041217.1639-R1
R2	MARKBACKER_20041217.1639-R2
R3	MARKBACKER_20041217.1639-R3
R4	MARKBACKER_20041217.1639-R4
R5	MARKBACKER_20041217.1639-R5
R6	MARKBACKER_20041217.1639-R6
RM1	MARKBACKER_20041217.1639-R1-1
RM2	MARKBACKER_20041217.1639-R2-1
RM3	MARKBACKER_20041217.1639-R3-1
RM5	MARKBACKER_20041217.1639-R4-1
RM4	MARKBACKER_20041217.1639-R5-1
RM6	MARKBACKER_20041217.1639-R6-1
V1	MARKBACKER_20041217.1639-EV1
VM1	MARKBACKER_20041217.1639-EV1-1
Q1	MARKBACKER_20041217.1639-T1
Q2	MARKBACKER_20041217.1639-T2
Q4	MARKBACKER_20041217.1639-T3
Q5	MARKBACKER_20041217.1639-T4
Q6	MARKBACKER_20041217.1639-T5
Q9	MARKBACKER_20041217.1639-T6
Q8	MARKBACKER_20041217.1639-T7
Q7	MARKBACKER_20041217.1639-V1
Q3	MARKBACKER_20041217.1639-T8
QM7	MARKBACKER_20041217.1639-V1-1
