CE14	CNN_ENG_20030407_130604.10-CE1
CE3	CNN_ENG_20030407_130604.10-CE2
CE4	CNN_ENG_20030407_130604.10-CE3
CE15	CNN_ENG_20030407_130604.10-CE4
CE16	CNN_ENG_20030407_130604.10-CE5
CE17	CNN_ENG_20030407_130604.10-CE6
CE18	CNN_ENG_20030407_130604.10-CE7
CE19	CNN_ENG_20030407_130604.10-CE8
CE20	CNN_ENG_20030407_130604.10-CE9
CE21	CNN_ENG_20030407_130604.10-CE10
CE22	CNN_ENG_20030407_130604.10-CE11
CE23	CNN_ENG_20030407_130604.10-CE12
CE24	CNN_ENG_20030407_130604.10-CE13
CE25	CNN_ENG_20030407_130604.10-CE14
CE26	CNN_ENG_20030407_130604.10-CE15
CE27	CNN_ENG_20030407_130604.10-CE16
CE2	CNN_ENG_20030407_130604.10-CE17
CE28	CNN_ENG_20030407_130604.10-CE18
CE29	CNN_ENG_20030407_130604.10-CE19
CE30	CNN_ENG_20030407_130604.10-CE20
CE5	CNN_ENG_20030407_130604.10-CE21
CE31	CNN_ENG_20030407_130604.10-CE22
CE32	CNN_ENG_20030407_130604.10-CE23
CE33	CNN_ENG_20030407_130604.10-CE24
CE34	CNN_ENG_20030407_130604.10-CE25
CE44	CNN_ENG_20030407_130604.10-CE26
CE35	CNN_ENG_20030407_130604.10-CE27
CE36	CNN_ENG_20030407_130604.10-CE28
CE37	CNN_ENG_20030407_130604.10-CE29
CE38	CNN_ENG_20030407_130604.10-CE30
CE39	CNN_ENG_20030407_130604.10-CE31
CE40	CNN_ENG_20030407_130604.10-CE32
CE41	CNN_ENG_20030407_130604.10-CE33
CE42	CNN_ENG_20030407_130604.10-CE34
CE43	CNN_ENG_20030407_130604.10-CE35
CE45	CNN_ENG_20030407_130604.10-CE36
CE46	CNN_ENG_20030407_130604.10-CE37
CE47	CNN_ENG_20030407_130604.10-CE38
CE49	CNN_ENG_20030407_130604.10-CE39
CE51	CNN_ENG_20030407_130604.10-CE40
CE52	CNN_ENG_20030407_130604.10-CE41
CE48	CNN_ENG_20030407_130604.10-CE42
CE53	CNN_ENG_20030407_130604.10-CE43
CE54	CNN_ENG_20030407_130604.10-CE44
CE6	CNN_ENG_20030407_130604.10-CE45
CE55	CNN_ENG_20030407_130604.10-CE46
CE56	CNN_ENG_20030407_130604.10-CE47
CE57	CNN_ENG_20030407_130604.10-CE48
CE50	CNN_ENG_20030407_130604.10-CE49
CE1	CNN_ENG_20030407_130604.10-CE50
CE7	CNN_ENG_20030407_130604.10-CE51
CE8	CNN_ENG_20030407_130604.10-CE52
CE9	CNN_ENG_20030407_130604.10-CE53
CE10	CNN_ENG_20030407_130604.10-CE54
CE11	CNN_ENG_20030407_130604.10-CE55
CE12	CNN_ENG_20030407_130604.10-CE56
CE13	CNN_ENG_20030407_130604.10-CE57
E17	CNN_ENG_20030407_130604.10-E1
E20	CNN_ENG_20030407_130604.10-E2
