CE13	CNN_ENG_20030415_183752.14-CE1
CE14	CNN_ENG_20030415_183752.14-CE2
CE15	CNN_ENG_20030415_183752.14-CE3
CE16	CNN_ENG_20030415_183752.14-CE4
CE17	CNN_ENG_20030415_183752.14-CE5
CE18	CNN_ENG_20030415_183752.14-CE6
CE19	CNN_ENG_20030415_183752.14-CE7
CE1	CNN_ENG_20030415_183752.14-CE8
CE21	CNN_ENG_20030415_183752.14-CE9
CE23	CNN_ENG_20030415_183752.14-CE10
CE24	CNN_ENG_20030415_183752.14-CE11
CE2	CNN_ENG_20030415_183752.14-CE12
CE25	CNN_ENG_20030415_183752.14-CE13
CE22	CNN_ENG_20030415_183752.14-CE14
CE20	CNN_ENG_20030415_183752.14-CE15
CE3	CNN_ENG_20030415_183752.14-CE16
CE4	CNN_ENG_20030415_183752.14-CE17
CE5	CNN_ENG_20030415_183752.14-CE18
CE6	CNN_ENG_20030415_183752.14-CE19
CE7	CNN_ENG_20030415_183752.14-CE20
CE8	CNN_ENG_20030415_183752.14-CE21
CE9	CNN_ENG_20030415_183752.14-CE22
CE10	CNN_ENG_20030415_183752.14-CE23
CE11	CNN_ENG_20030415_183752.14-CE24
CE12	CNN_ENG_20030415_183752.14-CE25
E13	CNN_ENG_20030415_183752.14-E1
E14	CNN_ENG_20030415_183752.14-E2
E15	CNN_ENG_20030415_183752.14-E3
E16	CNN_ENG_20030415_183752.14-E4
E17	CNN_ENG_20030415_183752.14-E5
E18	CNN_ENG_20030415_183752.14-E6
E19	CNN_ENG_20030415_183752.14-E7
E20	CNN_ENG_20030415_183752.14-E8
E21	CNN_ENG_20030415_183752.14-E9
E22	CNN_ENG_20030415_183752.14-E10
E23	CNN_ENG_20030415_183752.14-E11
E25	CNN_ENG_20030415_183752.14-E12
E26	CNN_ENG_20030415_183752.14-E13
E27	CNN_ENG_20030415_183752.14-E14
E1	CNN_ENG_20030415_183752.14-E15
E28	CNN_ENG_20030415_183752.14-E16
E29	CNN_ENG_20030415_183752.14-E17
E30	CNN_ENG_20030415_183752.14-E18
E34	CNN_ENG_20030415_183752.14-E19
E42	CNN_ENG_20030415_183752.14-E20
E43	CNN_ENG_20030415_183752.14-E21
E2	CNN_ENG_20030415_183752.14-E22
E44	CNN_ENG_20030415_183752.14-E23
E45	CNN_ENG_20030415_183752.14-E24
E3	CNN_ENG_20030415_183752.14-E25
E4	CNN_ENG_20030415_183752.14-E26
E5	CNN_ENG_20030415_183752.14-E27
E6	CNN_ENG_20030415_183752.14-E28
E7	CNN_ENG_20030415_183752.14-E29
E8	CNN_ENG_20030415_183752.14-E30
E9	CNN_ENG_20030415_183752.14-E31
E11	CNN_ENG_20030415_183752.14-E32
E12	CNN_ENG_20030415_183752.14-E33
EM1	CNN_ENG_20030415_183752.14-E15-1
EM18	CNN_ENG_20030415_183752.14-E15-2
EM19	CNN_ENG_20030415_183752.14-E22-3
EM20	CNN_ENG_20030415_183752.14-E1-4
EM6	CNN_ENG_20030415_183752.14-E2-5
EM21	CNN_ENG_20030415_183752.14-E3-6
EM22	CNN_ENG_20030415_183752.14-E4-7
EM23	CNN_ENG_20030415_183752.14-E4-8
EM24	CNN_ENG_20030415_183752.14-E27-9
EM25	CNN_ENG_20030415_183752.14-E27-10
EM26	CNN_ENG_20030415_183752.14-E27-11
EM27	CNN_ENG_20030415_183752.14-E5-12
EM28	CNN_ENG_20030415_183752.14-E7-13
EM29	CNN_ENG_20030415_183752.14-E27-14
EM30	CNN_ENG_20030415_183752.14-E8-15
EM31	CNN_ENG_20030415_183752.14-E8-16
EM32	CNN_ENG_20030415_183752.14-E9-17
EM33	CNN_ENG_20030415_183752.14-E8-18
EM34	CNN_ENG_20030415_183752.14-E10-19
EM35	CNN_ENG_20030415_183752.14-E22-20
EM36	CNN_ENG_20030415_183752.14-E29-21
EM37	CNN_ENG_20030415_183752.14-E11-22
EM38	CNN_ENG_20030415_183752.14-E10-23
EM39	CNN_ENG_20030415_183752.14-E26-24
EM40	CNN_ENG_20030415_183752.14-E11-25
EM42	CNN_ENG_20030415_183752.14-E11-26
EM43	CNN_ENG_20030415_183752.14-E26-27
EM44	CNN_ENG_20030415_183752.14-E26-28
EM45	CNN_ENG_20030415_183752.14-E26-29
EM46	CNN_ENG_20030415_183752.14-E26-30
EM47	CNN_ENG_20030415_183752.14-E12-31
EM50	CNN_ENG_20030415_183752.14-E13-32
EM51	CNN_ENG_20030415_183752.14-E33-33
EM52	CNN_ENG_20030415_183752.14-E26-34
EM57	CNN_ENG_20030415_183752.14-E26-35
EM58	CNN_ENG_20030415_183752.14-E14-36
EM59	CNN_ENG_20030415_183752.14-E13-37
EM60	CNN_ENG_20030415_183752.14-E25-38
EM61	CNN_ENG_20030415_183752.14-E4-39
EM62	CNN_ENG_20030415_183752.14-E4-40
EM63	CNN_ENG_20030415_183752.14-E13-41
EM65	CNN_ENG_20030415_183752.14-E15-42
EM66	CNN_ENG_20030415_183752.14-E22-43
EM69	CNN_ENG_20030415_183752.14-E33-44
EM70	CNN_ENG_20030415_183752.14-E16-45
EM71	CNN_ENG_20030415_183752.14-E17-46
EM72	CNN_ENG_20030415_183752.14-E16-47
EM73	CNN_ENG_20030415_183752.14-E16-48
EM74	CNN_ENG_20030415_183752.14-E30-49
EM75	CNN_ENG_20030415_183752.14-E31-50
EM76	CNN_ENG_20030415_183752.14-E32-51
EM77	CNN_ENG_20030415_183752.14-E29-52
EM78	CNN_ENG_20030415_183752.14-E18-53
EM79	CNN_ENG_20030415_183752.14-E30-54
EM80	CNN_ENG_20030415_183752.14-E29-55
EM82	CNN_ENG_20030415_183752.14-E29-56
EM83	CNN_ENG_20030415_183752.14-E30-57
EM84	CNN_ENG_20030415_183752.14-E33-58
EM85	CNN_ENG_20030415_183752.14-E33-59
EM86	CNN_ENG_20030415_183752.14-E22-60
EM87	CNN_ENG_20030415_183752.14-E13-61
EM89	CNN_ENG_20030415_183752.14-E26-62
EM90	CNN_ENG_20030415_183752.14-E26-63
EM91	CNN_ENG_20030415_183752.14-E14-64
EM92	CNN_ENG_20030415_183752.14-E30-65
EM93	CNN_ENG_20030415_183752.14-E29-66
EM94	CNN_ENG_20030415_183752.14-E29-67
EM95	CNN_ENG_20030415_183752.14-E29-68
EM97	CNN_ENG_20030415_183752.14-E6-69
EM99	CNN_ENG_20030415_183752.14-E32-70
EM100	CNN_ENG_20030415_183752.14-E19-71
EM101	CNN_ENG_20030415_183752.14-E19-72
EM2	CNN_ENG_20030415_183752.14-E22-73
EM48	CNN_ENG_20030415_183752.14-E22-74
EM49	CNN_ENG_20030415_183752.14-E22-75
EM56	CNN_ENG_20030415_183752.14-E13-76
EM64	CNN_ENG_20030415_183752.14-E13-77
EM88	CNN_ENG_20030415_183752.14-E20-78
EM53	CNN_ENG_20030415_183752.14-E21-79
EM54	CNN_ENG_20030415_183752.14-E21-80
EM68	CNN_ENG_20030415_183752.14-E14-81
EM67	CNN_ENG_20030415_183752.14-E14-82
EM55	CNN_ENG_20030415_183752.14-E13-83
EM41	CNN_ENG_20030415_183752.14-E23-84
EM96	CNN_ENG_20030415_183752.14-E16-85
EM98	CNN_ENG_20030415_183752.14-E24-86
EM81	CNN_ENG_20030415_183752.14-E30-87
EM3	CNN_ENG_20030415_183752.14-E25-88
EM4	CNN_ENG_20030415_183752.14-E26-89
EM5	CNN_ENG_20030415_183752.14-E22-90
EM7	CNN_ENG_20030415_183752.14-E27-91
EM8	CNN_ENG_20030415_183752.14-E27-92
EM9	CNN_ENG_20030415_183752.14-E28-93
EM10	CNN_ENG_20030415_183752.14-E27-94
EM11	CNN_ENG_20030415_183752.14-E29-95
EM12	CNN_ENG_20030415_183752.14-E30-96
EM13	CNN_ENG_20030415_183752.14-E31-97
EM14	CNN_ENG_20030415_183752.14-E32-98
EM15	CNN_ENG_20030415_183752.14-E33-99
EM16	CNN_ENG_20030415_183752.14-E29-100
EM17	CNN_ENG_20030415_183752.14-E30-101
R1	CNN_ENG_20030415_183752.14-R1
R2	CNN_ENG_20030415_183752.14-R2
R4	CNN_ENG_20030415_183752.14-R3
