CE1	CNN_ENG_20030619_125955.10-CE1
CE2	CNN_ENG_20030619_125955.10-CE2
CE3	CNN_ENG_20030619_125955.10-CE3
CE4	CNN_ENG_20030619_125955.10-CE4
CE5	CNN_ENG_20030619_125955.10-CE5
CE6	CNN_ENG_20030619_125955.10-CE6
E1	CNN_ENG_20030619_125955.10-E1
E2	CNN_ENG_20030619_125955.10-E2
E3	CNN_ENG_20030619_125955.10-E3
E4	CNN_ENG_20030619_125955.10-E4
E5	CNN_ENG_20030619_125955.10-E5
E6	CNN_ENG_20030619_125955.10-E6
E7	CNN_ENG_20030619_125955.10-E7
EM1	CNN_ENG_20030619_125955.10-E1-1
EM2	CNN_ENG_20030619_125955.10-E2-2
EM3	CNN_ENG_20030619_125955.10-E3-3
EM5	CNN_ENG_20030619_125955.10-E4-4
EM6	CNN_ENG_20030619_125955.10-E5-5
EM7	CNN_ENG_20030619_125955.10-E6-6
EM8	CNN_ENG_20030619_125955.10-E6-7
EM9	CNN_ENG_20030619_125955.10-E5-8
EM10	CNN_ENG_20030619_125955.10-E7-9
EM4	CNN_ENG_20030619_125955.10-E3-10
R1	CNN_ENG_20030619_125955.10-R1
RM1	CNN_ENG_20030619_125955.10-R1-1
Q1	CNN_ENG_20030619_125955.10-T1
Q2	CNN_ENG_20030619_125955.10-T2
Q3	CNN_ENG_20030619_125955.10-T3
Q4	CNN_ENG_20030619_125955.10-T4
Q5	CNN_ENG_20030619_125955.10-T5
Q6	CNN_ENG_20030619_125955.10-V1
Q7	CNN_ENG_20030619_125955.10-V2
QM6	CNN_ENG_20030619_125955.10-V1-1
QM7	CNN_ENG_20030619_125955.10-V2-1
