CE1	CNN_ENG_20030530_130025.12-CE1
CE12	CNN_ENG_20030530_130025.12-CE2
CE2	CNN_ENG_20030530_130025.12-CE3
CE3	CNN_ENG_20030530_130025.12-CE4
CE4	CNN_ENG_20030530_130025.12-CE5
CE5	CNN_ENG_20030530_130025.12-CE6
CE6	CNN_ENG_20030530_130025.12-CE7
CE7	CNN_ENG_20030530_130025.12-CE8
CE9	CNN_ENG_20030530_130025.12-CE9
CE10	CNN_ENG_20030530_130025.12-CE10
CE8	CNN_ENG_20030530_130025.12-CE11
CE11	CNN_ENG_20030530_130025.12-CE12
E16	CNN_ENG_20030530_130025.12-E1
E18	CNN_ENG_20030530_130025.12-E2
E19	CNN_ENG_20030530_130025.12-E3
E1	CNN_ENG_20030530_130025.12-E4
E2	CNN_ENG_20030530_130025.12-E5
E3	CNN_ENG_20030530_130025.12-E6
E4	CNN_ENG_20030530_130025.12-E7
E5	CNN_ENG_20030530_130025.12-E8
E6	CNN_ENG_20030530_130025.12-E9
E7	CNN_ENG_20030530_130025.12-E10
E8	CNN_ENG_20030530_130025.12-E11
E9	CNN_ENG_20030530_130025.12-E12
E10	CNN_ENG_20030530_130025.12-E13
E11	CNN_ENG_20030530_130025.12-E14
E12	CNN_ENG_20030530_130025.12-E15
E13	CNN_ENG_20030530_130025.12-E16
EM1	CNN_ENG_20030530_130025.12-E4-1
EM19	CNN_ENG_20030530_130025.12-E5-2
EM20	CNN_ENG_20030530_130025.12-E5-3
EM21	CNN_ENG_20030530_130025.12-E5-4
EM22	CNN_ENG_20030530_130025.12-E1-5
EM23	CNN_ENG_20030530_130025.12-E5-6
EM24	CNN_ENG_20030530_130025.12-E5-7
EM25	CNN_ENG_20030530_130025.12-E4-8
EM26	CNN_ENG_20030530_130025.12-E4-9
EM27	CNN_ENG_20030530_130025.12-E5-10
EM28	CNN_ENG_20030530_130025.12-E15-11
EM29	CNN_ENG_20030530_130025.12-E2-12
EM30	CNN_ENG_20030530_130025.12-E4-13
EM31	CNN_ENG_20030530_130025.12-E3-14
EM2	CNN_ENG_20030530_130025.12-E5-15
EM3	CNN_ENG_20030530_130025.12-E6-16
EM4	CNN_ENG_20030530_130025.12-E7-17
EM5	CNN_ENG_20030530_130025.12-E8-18
EM6	CNN_ENG_20030530_130025.12-E4-19
EM7	CNN_ENG_20030530_130025.12-E9-20
EM8	CNN_ENG_20030530_130025.12-E10-21
EM9	CNN_ENG_20030530_130025.12-E11-22
EM11	CNN_ENG_20030530_130025.12-E12-23
EM10	CNN_ENG_20030530_130025.12-E13-24
EM12	CNN_ENG_20030530_130025.12-E14-25
EM13	CNN_ENG_20030530_130025.12-E15-26
EM14	CNN_ENG_20030530_130025.12-E15-27
EM15	CNN_ENG_20030530_130025.12-E4-28
EM16	CNN_ENG_20030530_130025.12-E9-29
EM17	CNN_ENG_20030530_130025.12-E16-30
EM18	CNN_ENG_20030530_130025.12-E5-31
R1	CNN_ENG_20030530_130025.12-R1
R2	CNN_ENG_20030530_130025.12-R2
R3	CNN_ENG_20030530_130025.12-R3
R4	CNN_ENG_20030530_130025.12-R4
RM1	CNN_ENG_20030530_130025.12-R1-1
RM2	CNN_ENG_20030530_130025.12-R2-1
RM3	CNN_ENG_20030530_130025.12-R3-1
RM4	CNN_ENG_20030530_130025.12-R4-1
V1	CNN_ENG_20030530_130025.12-EV1
V2	CNN_ENG_20030530_130025.12-EV2
V3	CNN_ENG_20030530_130025.12-EV3
VM1	CNN_ENG_20030530_130025.12-EV1-1
VM2	CNN_ENG_20030530_130025.12-EV2-1
VM3	CNN_ENG_20030530_130025.12-EV3-1
Q7	CNN_ENG_20030530_130025.12-T1
Q1	CNN_ENG_20030530_130025.12-T2
Q2	CNN_ENG_20030530_130025.12-T3
Q3	CNN_ENG_20030530_130025.12-V1
Q5	CNN_ENG_20030530_130025.12-T4
Q6	CNN_ENG_20030530_130025.12-V2
Q4	CNN_ENG_20030530_130025.12-V3
QM3	CNN_ENG_20030530_130025.12-V1-1
QM6	CNN_ENG_20030530_130025.12-V2-1
QM4	CNN_ENG_20030530_130025.12-V3-1
