CE11	CNNHL_ENG_20030616_230155.7-CE1
CE7	CNNHL_ENG_20030616_230155.7-CE2
CE8	CNNHL_ENG_20030616_230155.7-CE3
CE3	CNNHL_ENG_20030616_230155.7-CE4
CE2	CNNHL_ENG_20030616_230155.7-CE5
CE4	CNNHL_ENG_20030616_230155.7-CE6
CE5	CNNHL_ENG_20030616_230155.7-CE7
CE6	CNNHL_ENG_20030616_230155.7-CE8
CE9	CNNHL_ENG_20030616_230155.7-CE9
CE10	CNNHL_ENG_20030616_230155.7-CE10
CE1	CNNHL_ENG_20030616_230155.7-CE11
E15	CNNHL_ENG_20030616_230155.7-E1
E16	CNNHL_ENG_20030616_230155.7-E2
E17	CNNHL_ENG_20030616_230155.7-E3
E18	CNNHL_ENG_20030616_230155.7-E4
E1	CNNHL_ENG_20030616_230155.7-E5
E3	CNNHL_ENG_20030616_230155.7-E6
E4	CNNHL_ENG_20030616_230155.7-E7
E5	CNNHL_ENG_20030616_230155.7-E8
E6	CNNHL_ENG_20030616_230155.7-E9
E9	CNNHL_ENG_20030616_230155.7-E10
E10	CNNHL_ENG_20030616_230155.7-E11
E11	CNNHL_ENG_20030616_230155.7-E12
E12	CNNHL_ENG_20030616_230155.7-E13
E14	CNNHL_ENG_20030616_230155.7-E14
EM1	CNNHL_ENG_20030616_230155.7-E5-1
EM19	CNNHL_ENG_20030616_230155.7-E13-2
EM20	CNNHL_ENG_20030616_230155.7-E2-3
EM6	CNNHL_ENG_20030616_230155.7-E3-4
EM7	CNNHL_ENG_20030616_230155.7-E4-5
EM2	CNNHL_ENG_20030616_230155.7-E6-6
EM3	CNNHL_ENG_20030616_230155.7-E7-7
EM4	CNNHL_ENG_20030616_230155.7-E8-8
EM5	CNNHL_ENG_20030616_230155.7-E9-9
EM8	CNNHL_ENG_20030616_230155.7-E10-10
EM9	CNNHL_ENG_20030616_230155.7-E7-11
EM10	CNNHL_ENG_20030616_230155.7-E11-12
EM11	CNNHL_ENG_20030616_230155.7-E5-13
EM12	CNNHL_ENG_20030616_230155.7-E12-14
EM13	CNNHL_ENG_20030616_230155.7-E8-15
EM14	CNNHL_ENG_20030616_230155.7-E13-16
EM15	CNNHL_ENG_20030616_230155.7-E14-17
EM16	CNNHL_ENG_20030616_230155.7-E7-18
EM17	CNNHL_ENG_20030616_230155.7-E7-19
EM18	CNNHL_ENG_20030616_230155.7-E1-20
R1	CNNHL_ENG_20030616_230155.7-R1
R2	CNNHL_ENG_20030616_230155.7-R2
RM1	CNNHL_ENG_20030616_230155.7-R1-1
RM2	CNNHL_ENG_20030616_230155.7-R2-1
V1	CNNHL_ENG_20030616_230155.7-EV1
V2	CNNHL_ENG_20030616_230155.7-EV2
VM1	CNNHL_ENG_20030616_230155.7-EV1-1
VM2	CNNHL_ENG_20030616_230155.7-EV2-1
VM3	CNNHL_ENG_20030616_230155.7-EV1-2
Q2	CNNHL_ENG_20030616_230155.7-T1
Q3	CNNHL_ENG_20030616_230155.7-T2
Q1	CNNHL_ENG_20030616_230155.7-T3
