CE15	CNNHL_ENG_20030407_193547.5-CE1
CE12	CNNHL_ENG_20030407_193547.5-CE2
CE3	CNNHL_ENG_20030407_193547.5-CE3
CE4	CNNHL_ENG_20030407_193547.5-CE4
CE5	CNNHL_ENG_20030407_193547.5-CE5
CE1	CNNHL_ENG_20030407_193547.5-CE6
CE6	CNNHL_ENG_20030407_193547.5-CE7
CE2	CNNHL_ENG_20030407_193547.5-CE8
CE7	CNNHL_ENG_20030407_193547.5-CE9
CE8	CNNHL_ENG_20030407_193547.5-CE10
CE9	CNNHL_ENG_20030407_193547.5-CE11
CE10	CNNHL_ENG_20030407_193547.5-CE12
CE11	CNNHL_ENG_20030407_193547.5-CE13
CE14	CNNHL_ENG_20030407_193547.5-CE14
E22	CNNHL_ENG_20030407_193547.5-E1
E19	CNNHL_ENG_20030407_193547.5-E2
E1	CNNHL_ENG_20030407_193547.5-E3
E2	CNNHL_ENG_20030407_193547.5-E4
E3	CNNHL_ENG_20030407_193547.5-E5
E5	CNNHL_ENG_20030407_193547.5-E6
E6	CNNHL_ENG_20030407_193547.5-E7
E8	CNNHL_ENG_20030407_193547.5-E8
E9	CNNHL_ENG_20030407_193547.5-E9
E10	CNNHL_ENG_20030407_193547.5-E10
E11	CNNHL_ENG_20030407_193547.5-E11
E12	CNNHL_ENG_20030407_193547.5-E12
E13	CNNHL_ENG_20030407_193547.5-E13
E14	CNNHL_ENG_20030407_193547.5-E14
EM16	CNNHL_ENG_20030407_193547.5-E2-1
EM1	CNNHL_ENG_20030407_193547.5-E3-2
EM2	CNNHL_ENG_20030407_193547.5-E4-3
EM3	CNNHL_ENG_20030407_193547.5-E5-4
EM4	CNNHL_ENG_20030407_193547.5-E5-5
EM5	CNNHL_ENG_20030407_193547.5-E6-6
EM15	CNNHL_ENG_20030407_193547.5-E1-7
EM6	CNNHL_ENG_20030407_193547.5-E7-8
EM7	CNNHL_ENG_20030407_193547.5-E8-9
EM8	CNNHL_ENG_20030407_193547.5-E9-10
EM9	CNNHL_ENG_20030407_193547.5-E10-11
EM10	CNNHL_ENG_20030407_193547.5-E11-12
EM11	CNNHL_ENG_20030407_193547.5-E12-13
EM12	CNNHL_ENG_20030407_193547.5-E7-14
EM13	CNNHL_ENG_20030407_193547.5-E13-15
EM14	CNNHL_ENG_20030407_193547.5-E11-16
EM17	CNNHL_ENG_20030407_193547.5-E14-17
EM18	CNNHL_ENG_20030407_193547.5-E10-18
R2	CNNHL_ENG_20030407_193547.5-R1
R3	CNNHL_ENG_20030407_193547.5-R2
R4	CNNHL_ENG_20030407_193547.5-R3
R1	CNNHL_ENG_20030407_193547.5-R4
R6	CNNHL_ENG_20030407_193547.5-R5
R5	CNNHL_ENG_20030407_193547.5-R6
RM2	CNNHL_ENG_20030407_193547.5-R1-1
RM1	CNNHL_ENG_20030407_193547.5-R4-1
RM6	CNNHL_ENG_20030407_193547.5-R5-1
RM3	CNNHL_ENG_20030407_193547.5-R2-1
RM4	CNNHL_ENG_20030407_193547.5-R3-1
RM5	CNNHL_ENG_20030407_193547.5-R6-1
Q1	CNNHL_ENG_20030407_193547.5-T1
