CE9	CNN_ENG_20030429_190711.14-CE1
CE1	CNN_ENG_20030429_190711.14-CE2
CE2	CNN_ENG_20030429_190711.14-CE3
CE3	CNN_ENG_20030429_190711.14-CE4
CE4	CNN_ENG_20030429_190711.14-CE5
CE5	CNN_ENG_20030429_190711.14-CE6
CE6	CNN_ENG_20030429_190711.14-CE7
CE7	CNN_ENG_20030429_190711.14-CE8
CE8	CNN_ENG_20030429_190711.14-CE9
E1	CNN_ENG_20030429_190711.14-E1
E2	CNN_ENG_20030429_190711.14-E2
E5	CNN_ENG_20030429_190711.14-E3
E6	CNN_ENG_20030429_190711.14-E4
E7	CNN_ENG_20030429_190711.14-E5
E8	CNN_ENG_20030429_190711.14-E6
E9	CNN_ENG_20030429_190711.14-E7
E10	CNN_ENG_20030429_190711.14-E8
E11	CNN_ENG_20030429_190711.14-E9
E12	CNN_ENG_20030429_190711.14-E10
EM1	CNN_ENG_20030429_190711.14-E1-1
EM17	CNN_ENG_20030429_190711.14-E4-2
EM2	CNN_ENG_20030429_190711.14-E1-3
EM3	CNN_ENG_20030429_190711.14-E2-4
EM18	CNN_ENG_20030429_190711.14-E4-5
EM4	CNN_ENG_20030429_190711.14-E2-6
EM5	CNN_ENG_20030429_190711.14-E2-7
EM6	CNN_ENG_20030429_190711.14-E3-8
EM7	CNN_ENG_20030429_190711.14-E3-9
EM8	CNN_ENG_20030429_190711.14-E3-10
EM9	CNN_ENG_20030429_190711.14-E2-11
EM10	CNN_ENG_20030429_190711.14-E4-12
EM11	CNN_ENG_20030429_190711.14-E5-13
EM12	CNN_ENG_20030429_190711.14-E6-14
EM13	CNN_ENG_20030429_190711.14-E8-15
EM14	CNN_ENG_20030429_190711.14-E7-16
EM15	CNN_ENG_20030429_190711.14-E9-17
EM16	CNN_ENG_20030429_190711.14-E10-18
R1	CNN_ENG_20030429_190711.14-R1
R2	CNN_ENG_20030429_190711.14-R2
RM1	CNN_ENG_20030429_190711.14-R1-1
RM2	CNN_ENG_20030429_190711.14-R2-1
V1	CNN_ENG_20030429_190711.14-EV1
V2	CNN_ENG_20030429_190711.14-EV2
VM1	CNN_ENG_20030429_190711.14-EV1-1
VM2	CNN_ENG_20030429_190711.14-EV2-1
Q2	CNN_ENG_20030429_190711.14-T1
Q3	CNN_ENG_20030429_190711.14-T2
Q4	CNN_ENG_20030429_190711.14-T3
Q5	CNN_ENG_20030429_190711.14-T4
Q1	CNN_ENG_20030429_190711.14-T5
