CE15	CNN_ENG_20030429_110706.7-CE1
CE7	CNN_ENG_20030429_110706.7-CE2
CE16	CNN_ENG_20030429_110706.7-CE3
CE17	CNN_ENG_20030429_110706.7-CE4
CE6	CNN_ENG_20030429_110706.7-CE5
CE18	CNN_ENG_20030429_110706.7-CE6
CE25	CNN_ENG_20030429_110706.7-CE7
CE20	CNN_ENG_20030429_110706.7-CE8
CE19	CNN_ENG_20030429_110706.7-CE9
CE21	CNN_ENG_20030429_110706.7-CE10
CE22	CNN_ENG_20030429_110706.7-CE11
CE4	CNN_ENG_20030429_110706.7-CE12
CE3	CNN_ENG_20030429_110706.7-CE13
CE23	CNN_ENG_20030429_110706.7-CE14
CE24	CNN_ENG_20030429_110706.7-CE15
CE1	CNN_ENG_20030429_110706.7-CE16
CE26	CNN_ENG_20030429_110706.7-CE17
CE27	CNN_ENG_20030429_110706.7-CE18
CE28	CNN_ENG_20030429_110706.7-CE19
CE29	CNN_ENG_20030429_110706.7-CE20
CE30	CNN_ENG_20030429_110706.7-CE21
CE9	CNN_ENG_20030429_110706.7-CE22
CE5	CNN_ENG_20030429_110706.7-CE23
CE10	CNN_ENG_20030429_110706.7-CE24
CE11	CNN_ENG_20030429_110706.7-CE25
CE2	CNN_ENG_20030429_110706.7-CE26
CE12	CNN_ENG_20030429_110706.7-CE27
CE13	CNN_ENG_20030429_110706.7-CE28
CE8	CNN_ENG_20030429_110706.7-CE29
CE14	CNN_ENG_20030429_110706.7-CE30
E18	CNN_ENG_20030429_110706.7-E1
E19	CNN_ENG_20030429_110706.7-E2
E21	CNN_ENG_20030429_110706.7-E3
E22	CNN_ENG_20030429_110706.7-E4
E23	CNN_ENG_20030429_110706.7-E5
E24	CNN_ENG_20030429_110706.7-E6
E25	CNN_ENG_20030429_110706.7-E7
E26	CNN_ENG_20030429_110706.7-E8
E28	CNN_ENG_20030429_110706.7-E9
E29	CNN_ENG_20030429_110706.7-E10
E30	CNN_ENG_20030429_110706.7-E11
E57	CNN_ENG_20030429_110706.7-E12
E33	CNN_ENG_20030429_110706.7-E13
E34	CNN_ENG_20030429_110706.7-E14
E35	CNN_ENG_20030429_110706.7-E15
E36	CNN_ENG_20030429_110706.7-E16
E38	CNN_ENG_20030429_110706.7-E17
E40	CNN_ENG_20030429_110706.7-E18
E41	CNN_ENG_20030429_110706.7-E19
E42	CNN_ENG_20030429_110706.7-E20
E43	CNN_ENG_20030429_110706.7-E21
E45	CNN_ENG_20030429_110706.7-E22
E60	CNN_ENG_20030429_110706.7-E23
E1	CNN_ENG_20030429_110706.7-E24
E61	CNN_ENG_20030429_110706.7-E25
E48	CNN_ENG_20030429_110706.7-E26
E49	CNN_ENG_20030429_110706.7-E27
E51	CNN_ENG_20030429_110706.7-E28
E52	CNN_ENG_20030429_110706.7-E29
E53	CNN_ENG_20030429_110706.7-E30
E5	CNN_ENG_20030429_110706.7-E31
E6	CNN_ENG_20030429_110706.7-E32
E7	CNN_ENG_20030429_110706.7-E33
E9	CNN_ENG_20030429_110706.7-E34
E10	CNN_ENG_20030429_110706.7-E35
E13	CNN_ENG_20030429_110706.7-E36
E14	CNN_ENG_20030429_110706.7-E37
E16	CNN_ENG_20030429_110706.7-E38
E17	CNN_ENG_20030429_110706.7-E39
EM1	CNN_ENG_20030429_110706.7-E24-1
EM16	CNN_ENG_20030429_110706.7-E2-2
EM17	CNN_ENG_20030429_110706.7-E3-3
EM18	CNN_ENG_20030429_110706.7-E2-4
EM19	CNN_ENG_20030429_110706.7-E4-5
EM22	CNN_ENG_20030429_110706.7-E5-6
EM20	CNN_ENG_20030429_110706.7-E4-7
EM21	CNN_ENG_20030429_110706.7-E6-8
