CE2	CNNHL_ENG_20030519_124020.23-CE1
CE3	CNNHL_ENG_20030519_124020.23-CE2
CE4	CNNHL_ENG_20030519_124020.23-CE3
CE5	CNNHL_ENG_20030519_124020.23-CE4
CE1	CNNHL_ENG_20030519_124020.23-CE5
CE6	CNNHL_ENG_20030519_124020.23-CE6
CE7	CNNHL_ENG_20030519_124020.23-CE7
CE8	CNNHL_ENG_20030519_124020.23-CE8
CE9	CNNHL_ENG_20030519_124020.23-CE9
CE10	CNNHL_ENG_20030519_124020.23-CE10
E16	CNNHL_ENG_20030519_124020.23-E1
E1	CNNHL_ENG_20030519_124020.23-E2
E2	CNNHL_ENG_20030519_124020.23-E3
E3	CNNHL_ENG_20030519_124020.23-E4
E4	CNNHL_ENG_20030519_124020.23-E5
E6	CNNHL_ENG_20030519_124020.23-E6
E7	CNNHL_ENG_20030519_124020.23-E7
E8	CNNHL_ENG_20030519_124020.23-E8
E9	CNNHL_ENG_20030519_124020.23-E9
E10	CNNHL_ENG_20030519_124020.23-E10
E11	CNNHL_ENG_20030519_124020.23-E11
EM1	CNNHL_ENG_20030519_124020.23-E2-1
EM14	CNNHL_ENG_20030519_124020.23-E11-2
EM16	CNNHL_ENG_20030519_124020.23-E1-3
EM15	CNNHL_ENG_20030519_124020.23-E11-4
EM2	CNNHL_ENG_20030519_124020.23-E2-5
EM3	CNNHL_ENG_20030519_124020.23-E3-6
EM4	CNNHL_ENG_20030519_124020.23-E4-7
EM5	CNNHL_ENG_20030519_124020.23-E4-8
EM6	CNNHL_ENG_20030519_124020.23-E5-9
EM7	CNNHL_ENG_20030519_124020.23-E6-10
EM8	CNNHL_ENG_20030519_124020.23-E4-11
EM9	CNNHL_ENG_20030519_124020.23-E7-12
EM10	CNNHL_ENG_20030519_124020.23-E8-13
EM11	CNNHL_ENG_20030519_124020.23-E4-14
EM12	CNNHL_ENG_20030519_124020.23-E9-15
EM13	CNNHL_ENG_20030519_124020.23-E10-16
R1	CNNHL_ENG_20030519_124020.23-R1
R2	CNNHL_ENG_20030519_124020.23-R2
R3	CNNHL_ENG_20030519_124020.23-R3
RM2	CNNHL_ENG_20030519_124020.23-R1-1
RM1	CNNHL_ENG_20030519_124020.23-R2-1
RM3	CNNHL_ENG_20030519_124020.23-R3-1
V1	CNNHL_ENG_20030519_124020.23-EV1
V4	CNNHL_ENG_20030519_124020.23-EV2
V5	CNNHL_ENG_20030519_124020.23-EV3
V2	CNNHL_ENG_20030519_124020.23-EV4
V3	CNNHL_ENG_20030519_124020.23-EV5
VM1	CNNHL_ENG_20030519_124020.23-EV1-1
VM3	CNNHL_ENG_20030519_124020.23-EV1-2
VM5	CNNHL_ENG_20030519_124020.23-EV2-1
VM6	CNNHL_ENG_20030519_124020.23-EV3-1
VM2	CNNHL_ENG_20030519_124020.23-EV4-1
VM4	CNNHL_ENG_20030519_124020.23-EV5-1
Q2	CNNHL_ENG_20030519_124020.23-T1
Q1	CNNHL_ENG_20030519_124020.23-T2
