CE11	CNNHL_ENG_20030425_183518.12-CE1
CE12	CNNHL_ENG_20030425_183518.12-CE2
CE13	CNNHL_ENG_20030425_183518.12-CE3
CE14	CNNHL_ENG_20030425_183518.12-CE4
CE15	CNNHL_ENG_20030425_183518.12-CE5
CE10	CNNHL_ENG_20030425_183518.12-CE6
CE4	CNNHL_ENG_20030425_183518.12-CE7
CE5	CNNHL_ENG_20030425_183518.12-CE8
CE3	CNNHL_ENG_20030425_183518.12-CE9
CE2	CNNHL_ENG_20030425_183518.12-CE10
CE6	CNNHL_ENG_20030425_183518.12-CE11
CE7	CNNHL_ENG_20030425_183518.12-CE12
CE8	CNNHL_ENG_20030425_183518.12-CE13
CE1	CNNHL_ENG_20030425_183518.12-CE14
CE9	CNNHL_ENG_20030425_183518.12-CE15
E16	CNNHL_ENG_20030425_183518.12-E1
E17	CNNHL_ENG_20030425_183518.12-E2
E18	CNNHL_ENG_20030425_183518.12-E3
E19	CNNHL_ENG_20030425_183518.12-E4
E20	CNNHL_ENG_20030425_183518.12-E5
E22	CNNHL_ENG_20030425_183518.12-E6
E23	CNNHL_ENG_20030425_183518.12-E7
E1	CNNHL_ENG_20030425_183518.12-E8
E3	CNNHL_ENG_20030425_183518.12-E9
E5	CNNHL_ENG_20030425_183518.12-E10
E7	CNNHL_ENG_20030425_183518.12-E11
E8	CNNHL_ENG_20030425_183518.12-E12
E9	CNNHL_ENG_20030425_183518.12-E13
E10	CNNHL_ENG_20030425_183518.12-E14
E12	CNNHL_ENG_20030425_183518.12-E15
E13	CNNHL_ENG_20030425_183518.12-E16
E24	CNNHL_ENG_20030425_183518.12-E17
EM1	CNNHL_ENG_20030425_183518.12-E8-1
EM17	CNNHL_ENG_20030425_183518.12-E9-2
EM18	CNNHL_ENG_20030425_183518.12-E2-3
EM19	CNNHL_ENG_20030425_183518.12-E3-4
EM20	CNNHL_ENG_20030425_183518.12-E3-5
EM21	CNNHL_ENG_20030425_183518.12-E4-6
EM22	CNNHL_ENG_20030425_183518.12-E5-7
EM24	CNNHL_ENG_20030425_183518.12-E9-8
EM25	CNNHL_ENG_20030425_183518.12-E6-9
EM15	CNNHL_ENG_20030425_183518.12-E7-10
EM23	CNNHL_ENG_20030425_183518.12-E8-11
EM3	CNNHL_ENG_20030425_183518.12-E9-12
EM4	CNNHL_ENG_20030425_183518.12-E10-13
EM2	CNNHL_ENG_20030425_183518.12-E11-14
EM5	CNNHL_ENG_20030425_183518.12-E9-15
EM6	CNNHL_ENG_20030425_183518.12-E12-16
EM7	CNNHL_ENG_20030425_183518.12-E13-17
EM8	CNNHL_ENG_20030425_183518.12-E9-18
EM9	CNNHL_ENG_20030425_183518.12-E12-19
EM10	CNNHL_ENG_20030425_183518.12-E14-20
EM11	CNNHL_ENG_20030425_183518.12-E15-21
EM12	CNNHL_ENG_20030425_183518.12-E14-22
EM13	CNNHL_ENG_20030425_183518.12-E16-23
EM14	CNNHL_ENG_20030425_183518.12-E17-24
EM16	CNNHL_ENG_20030425_183518.12-E1-25
R1	CNNHL_ENG_20030425_183518.12-R1
R6	CNNHL_ENG_20030425_183518.12-R2
R2	CNNHL_ENG_20030425_183518.12-R3
R3	CNNHL_ENG_20030425_183518.12-R4
R4	CNNHL_ENG_20030425_183518.12-R5
R5	CNNHL_ENG_20030425_183518.12-R6
RM6	CNNHL_ENG_20030425_183518.12-R2-1
RM1	CNNHL_ENG_20030425_183518.12-R3-1
RM3	CNNHL_ENG_20030425_183518.12-R4-1
RM4	CNNHL_ENG_20030425_183518.12-R5-1
RM5	CNNHL_ENG_20030425_183518.12-R5-2
RM2	CNNHL_ENG_20030425_183518.12-R1-1
V1	CNNHL_ENG_20030425_183518.12-EV1
V2	CNNHL_ENG_20030425_183518.12-EV2
VM1	CNNHL_ENG_20030425_183518.12-EV1-1
VM2	CNNHL_ENG_20030425_183518.12-EV2-1
Q1	CNNHL_ENG_20030425_183518.12-T1
Q2	CNNHL_ENG_20030425_183518.12-T2
Q3	CNNHL_ENG_20030425_183518.12-T3
Q4	CNNHL_ENG_20030425_183518.12-T4
Q5	CNNHL_ENG_20030425_183518.12-T5
Q6	CNNHL_ENG_20030425_183518.12-T6
