CE10	CNNHL_ENG_20030616_230155.28-CE1
CE11	CNNHL_ENG_20030616_230155.28-CE2
CE12	CNNHL_ENG_20030616_230155.28-CE3
CE13	CNNHL_ENG_20030616_230155.28-CE4
CE14	CNNHL_ENG_20030616_230155.28-CE5
CE15	CNNHL_ENG_20030616_230155.28-CE6
CE17	CNNHL_ENG_20030616_230155.28-CE7
CE18	CNNHL_ENG_20030616_230155.28-CE8
CE19	CNNHL_ENG_20030616_230155.28-CE9
CE20	CNNHL_ENG_20030616_230155.28-CE10
CE2	CNNHL_ENG_20030616_230155.28-CE11
CE3	CNNHL_ENG_20030616_230155.28-CE12
CE16	CNNHL_ENG_20030616_230155.28-CE13
CE5	CNNHL_ENG_20030616_230155.28-CE14
CE6	CNNHL_ENG_20030616_230155.28-CE15
CE7	CNNHL_ENG_20030616_230155.28-CE16
CE1	CNNHL_ENG_20030616_230155.28-CE17
CE8	CNNHL_ENG_20030616_230155.28-CE18
CE4	CNNHL_ENG_20030616_230155.28-CE19
CE9	CNNHL_ENG_20030616_230155.28-CE20
E15	CNNHL_ENG_20030616_230155.28-E1
E16	CNNHL_ENG_20030616_230155.28-E2
E17	CNNHL_ENG_20030616_230155.28-E3
E18	CNNHL_ENG_20030616_230155.28-E4
E19	CNNHL_ENG_20030616_230155.28-E5
E20	CNNHL_ENG_20030616_230155.28-E6
E21	CNNHL_ENG_20030616_230155.28-E7
E22	CNNHL_ENG_20030616_230155.28-E8
E23	CNNHL_ENG_20030616_230155.28-E9
E24	CNNHL_ENG_20030616_230155.28-E10
E26	CNNHL_ENG_20030616_230155.28-E11
E27	CNNHL_ENG_20030616_230155.28-E12
E28	CNNHL_ENG_20030616_230155.28-E13
E29	CNNHL_ENG_20030616_230155.28-E14
E30	CNNHL_ENG_20030616_230155.28-E15
E31	CNNHL_ENG_20030616_230155.28-E16
E1	CNNHL_ENG_20030616_230155.28-E17
E2	CNNHL_ENG_20030616_230155.28-E18
E32	CNNHL_ENG_20030616_230155.28-E19
E4	CNNHL_ENG_20030616_230155.28-E20
E5	CNNHL_ENG_20030616_230155.28-E21
E6	CNNHL_ENG_20030616_230155.28-E22
E10	CNNHL_ENG_20030616_230155.28-E23
E11	CNNHL_ENG_20030616_230155.28-E24
E12	CNNHL_ENG_20030616_230155.28-E25
E13	CNNHL_ENG_20030616_230155.28-E26
E14	CNNHL_ENG_20030616_230155.28-E27
EM15	CNNHL_ENG_20030616_230155.28-E2-1
EM17	CNNHL_ENG_20030616_230155.28-E1-2
EM18	CNNHL_ENG_20030616_230155.28-E1-3
EM14	CNNHL_ENG_20030616_230155.28-E25-4
EM19	CNNHL_ENG_20030616_230155.28-E25-5
EM4	CNNHL_ENG_20030616_230155.28-E25-6
EM20	CNNHL_ENG_20030616_230155.28-E3-7
EM21	CNNHL_ENG_20030616_230155.28-E4-8
EM22	CNNHL_ENG_20030616_230155.28-E1-9
EM24	CNNHL_ENG_20030616_230155.28-E5-10
EM23	CNNHL_ENG_20030616_230155.28-E25-11
EM25	CNNHL_ENG_20030616_230155.28-E6-12
EM26	CNNHL_ENG_20030616_230155.28-E7-13
EM27	CNNHL_ENG_20030616_230155.28-E8-14
EM28	CNNHL_ENG_20030616_230155.28-E1-15
EM29	CNNHL_ENG_20030616_230155.28-E9-16
EM30	CNNHL_ENG_20030616_230155.28-E1-17
EM32	CNNHL_ENG_20030616_230155.28-E10-18
EM34	CNNHL_ENG_20030616_230155.28-E11-19
EM35	CNNHL_ENG_20030616_230155.28-E12-20
EM36	CNNHL_ENG_20030616_230155.28-E14-21
EM37	CNNHL_ENG_20030616_230155.28-E15-22
EM38	CNNHL_ENG_20030616_230155.28-E16-23
EM39	CNNHL_ENG_20030616_230155.28-E13-24
EM1	CNNHL_ENG_20030616_230155.28-E17-25
EM2	CNNHL_ENG_20030616_230155.28-E18-26
EM3	CNNHL_ENG_20030616_230155.28-E17-27
