CE12	CNN_ENG_20030513_160506.16-CE1
CE13	CNN_ENG_20030513_160506.16-CE2
CE5	CNN_ENG_20030513_160506.16-CE3
CE14	CNN_ENG_20030513_160506.16-CE4
CE15	CNN_ENG_20030513_160506.16-CE5
CE16	CNN_ENG_20030513_160506.16-CE6
CE17	CNN_ENG_20030513_160506.16-CE7
CE19	CNN_ENG_20030513_160506.16-CE8
CE20	CNN_ENG_20030513_160506.16-CE9
CE21	CNN_ENG_20030513_160506.16-CE10
CE22	CNN_ENG_20030513_160506.16-CE11
CE23	CNN_ENG_20030513_160506.16-CE12
CE24	CNN_ENG_20030513_160506.16-CE13
CE25	CNN_ENG_20030513_160506.16-CE14
CE26	CNN_ENG_20030513_160506.16-CE15
CE4	CNN_ENG_20030513_160506.16-CE16
CE6	CNN_ENG_20030513_160506.16-CE17
CE18	CNN_ENG_20030513_160506.16-CE18
CE2	CNN_ENG_20030513_160506.16-CE19
CE7	CNN_ENG_20030513_160506.16-CE20
CE8	CNN_ENG_20030513_160506.16-CE21
CE1	CNN_ENG_20030513_160506.16-CE22
CE9	CNN_ENG_20030513_160506.16-CE23
CE10	CNN_ENG_20030513_160506.16-CE24
CE3	CNN_ENG_20030513_160506.16-CE25
CE11	CNN_ENG_20030513_160506.16-CE26
E17	CNN_ENG_20030513_160506.16-E1
E19	CNN_ENG_20030513_160506.16-E2
E20	CNN_ENG_20030513_160506.16-E3
E21	CNN_ENG_20030513_160506.16-E4
E22	CNN_ENG_20030513_160506.16-E5
E23	CNN_ENG_20030513_160506.16-E6
E25	CNN_ENG_20030513_160506.16-E7
E27	CNN_ENG_20030513_160506.16-E8
E28	CNN_ENG_20030513_160506.16-E9
E30	CNN_ENG_20030513_160506.16-E10
E31	CNN_ENG_20030513_160506.16-E11
E32	CNN_ENG_20030513_160506.16-E12
E33	CNN_ENG_20030513_160506.16-E13
E34	CNN_ENG_20030513_160506.16-E14
E36	CNN_ENG_20030513_160506.16-E15
E1	CNN_ENG_20030513_160506.16-E16
E42	CNN_ENG_20030513_160506.16-E17
E43	CNN_ENG_20030513_160506.16-E18
E44	CNN_ENG_20030513_160506.16-E19
E46	CNN_ENG_20030513_160506.16-E20
E2	CNN_ENG_20030513_160506.16-E21
E3	CNN_ENG_20030513_160506.16-E22
E5	CNN_ENG_20030513_160506.16-E23
E7	CNN_ENG_20030513_160506.16-E24
E9	CNN_ENG_20030513_160506.16-E25
E10	CNN_ENG_20030513_160506.16-E26
E13	CNN_ENG_20030513_160506.16-E27
E14	CNN_ENG_20030513_160506.16-E28
E15	CNN_ENG_20030513_160506.16-E29
E16	CNN_ENG_20030513_160506.16-E30
EM1	CNN_ENG_20030513_160506.16-E16-1
EM16	CNN_ENG_20030513_160506.16-E1-2
EM17	CNN_ENG_20030513_160506.16-E2-3
EM18	CNN_ENG_20030513_160506.16-E3-4
EM19	CNN_ENG_20030513_160506.16-E4-5
EM20	CNN_ENG_20030513_160506.16-E1-6
EM21	CNN_ENG_20030513_160506.16-E5-7
EM22	CNN_ENG_20030513_160506.16-E1-8
EM23	CNN_ENG_20030513_160506.16-E6-9
EM24	CNN_ENG_20030513_160506.16-E1-10
EM26	CNN_ENG_20030513_160506.16-E7-11
EM32	CNN_ENG_20030513_160506.16-E8-12
EM33	CNN_ENG_20030513_160506.16-E9-13
EM36	CNN_ENG_20030513_160506.16-E10-14
EM39	CNN_ENG_20030513_160506.16-E8-15
EM40	CNN_ENG_20030513_160506.16-E10-16
EM43	CNN_ENG_20030513_160506.16-E11-17
EM46	CNN_ENG_20030513_160506.16-E12-18
EM47	CNN_ENG_20030513_160506.16-E12-19
EM49	CNN_ENG_20030513_160506.16-E13-20
EM52	CNN_ENG_20030513_160506.16-E14-21
EM54	CNN_ENG_20030513_160506.16-E14-22
EM55	CNN_ENG_20030513_160506.16-E15-23
EM56	CNN_ENG_20030513_160506.16-E14-24
EM57	CNN_ENG_20030513_160506.16-E14-25
EM59	CNN_ENG_20030513_160506.16-E14-26
EM25	CNN_ENG_20030513_160506.16-E17-27
EM2	CNN_ENG_20030513_160506.16-E21-28
EM28	CNN_ENG_20030513_160506.16-E17-29
EM27	CNN_ENG_20030513_160506.16-E18-30
EM29	CNN_ENG_20030513_160506.16-E17-31
EM30	CNN_ENG_20030513_160506.16-E17-32
EM31	CNN_ENG_20030513_160506.16-E17-33
EM34	CNN_ENG_20030513_160506.16-E17-34
EM37	CNN_ENG_20030513_160506.16-E10-35
EM38	CNN_ENG_20030513_160506.16-E10-36
EM41	CNN_ENG_20030513_160506.16-E17-37
EM42	CNN_ENG_20030513_160506.16-E17-38
EM44	CNN_ENG_20030513_160506.16-E17-39
EM45	CNN_ENG_20030513_160506.16-E17-40
EM48	CNN_ENG_20030513_160506.16-E17-41
EM50	CNN_ENG_20030513_160506.16-E17-42
EM53	CNN_ENG_20030513_160506.16-E17-43
EM58	CNN_ENG_20030513_160506.16-E17-44
EM60	CNN_ENG_20030513_160506.16-E17-45
EM35	CNN_ENG_20030513_160506.16-E19-46
EM51	CNN_ENG_20030513_160506.16-E20-47
EM3	CNN_ENG_20030513_160506.16-E22-48
EM4	CNN_ENG_20030513_160506.16-E23-49
EM5	CNN_ENG_20030513_160506.16-E24-50
EM6	CNN_ENG_20030513_160506.16-E25-51
EM7	CNN_ENG_20030513_160506.16-E26-52
EM8	CNN_ENG_20030513_160506.16-E24-53
EM9	CNN_ENG_20030513_160506.16-E27-54
EM10	CNN_ENG_20030513_160506.16-E28-55
EM12	CNN_ENG_20030513_160506.16-E24-56
