CE12	CNNHL_ENG_20030618_230303.36-CE1
CE13	CNNHL_ENG_20030618_230303.36-CE2
CE14	CNNHL_ENG_20030618_230303.36-CE3
CE15	CNNHL_ENG_20030618_230303.36-CE4
CE16	CNNHL_ENG_20030618_230303.36-CE5
CE17	CNNHL_ENG_20030618_230303.36-CE6
CE7	CNNHL_ENG_20030618_230303.36-CE7
CE18	CNNHL_ENG_20030618_230303.36-CE8
CE19	CNNHL_ENG_20030618_230303.36-CE9
CE20	CNNHL_ENG_20030618_230303.36-CE10
CE21	CNNHL_ENG_20030618_230303.36-CE11
CE22	CNNHL_ENG_20030618_230303.36-CE12
CE23	CNNHL_ENG_20030618_230303.36-CE13
CE24	CNNHL_ENG_20030618_230303.36-CE14
CE25	CNNHL_ENG_20030618_230303.36-CE15
CE26	CNNHL_ENG_20030618_230303.36-CE16
CE3	CNNHL_ENG_20030618_230303.36-CE17
CE4	CNNHL_ENG_20030618_230303.36-CE18
CE1	CNNHL_ENG_20030618_230303.36-CE19
CE5	CNNHL_ENG_20030618_230303.36-CE20
CE6	CNNHL_ENG_20030618_230303.36-CE21
CE8	CNNHL_ENG_20030618_230303.36-CE22
CE9	CNNHL_ENG_20030618_230303.36-CE23
CE11	CNNHL_ENG_20030618_230303.36-CE24
CE10	CNNHL_ENG_20030618_230303.36-CE25
CE2	CNNHL_ENG_20030618_230303.36-CE26
E14	CNNHL_ENG_20030618_230303.36-E1
E15	CNNHL_ENG_20030618_230303.36-E2
E16	CNNHL_ENG_20030618_230303.36-E3
E17	CNNHL_ENG_20030618_230303.36-E4
E18	CNNHL_ENG_20030618_230303.36-E5
E19	CNNHL_ENG_20030618_230303.36-E6
E20	CNNHL_ENG_20030618_230303.36-E7
E21	CNNHL_ENG_20030618_230303.36-E8
E23	CNNHL_ENG_20030618_230303.36-E9
E24	CNNHL_ENG_20030618_230303.36-E10
E25	CNNHL_ENG_20030618_230303.36-E11
E26	CNNHL_ENG_20030618_230303.36-E12
E27	CNNHL_ENG_20030618_230303.36-E13
E29	CNNHL_ENG_20030618_230303.36-E14
E30	CNNHL_ENG_20030618_230303.36-E15
