CE12	CNN_ENG_20030605_085831.13-CE1
CE13	CNN_ENG_20030605_085831.13-CE2
CE7	CNN_ENG_20030605_085831.13-CE3
CE14	CNN_ENG_20030605_085831.13-CE4
CE15	CNN_ENG_20030605_085831.13-CE5
CE16	CNN_ENG_20030605_085831.13-CE6
CE17	CNN_ENG_20030605_085831.13-CE7
CE18	CNN_ENG_20030605_085831.13-CE8
CE20	CNN_ENG_20030605_085831.13-CE9
CE19	CNN_ENG_20030605_085831.13-CE10
CE21	CNN_ENG_20030605_085831.13-CE11
CE22	CNN_ENG_20030605_085831.13-CE12
CE23	CNN_ENG_20030605_085831.13-CE13
CE24	CNN_ENG_20030605_085831.13-CE14
CE25	CNN_ENG_20030605_085831.13-CE15
CE1	CNN_ENG_20030605_085831.13-CE16
CE26	CNN_ENG_20030605_085831.13-CE17
CE27	CNN_ENG_20030605_085831.13-CE18
CE28	CNN_ENG_20030605_085831.13-CE19
CE2	CNN_ENG_20030605_085831.13-CE20
CE29	CNN_ENG_20030605_085831.13-CE21
CE30	CNN_ENG_20030605_085831.13-CE22
CE31	CNN_ENG_20030605_085831.13-CE23
CE32	CNN_ENG_20030605_085831.13-CE24
CE33	CNN_ENG_20030605_085831.13-CE25
CE34	CNN_ENG_20030605_085831.13-CE26
CE35	CNN_ENG_20030605_085831.13-CE27
CE36	CNN_ENG_20030605_085831.13-CE28
CE3	CNN_ENG_20030605_085831.13-CE29
CE4	CNN_ENG_20030605_085831.13-CE30
CE5	CNN_ENG_20030605_085831.13-CE31
CE6	CNN_ENG_20030605_085831.13-CE32
CE8	CNN_ENG_20030605_085831.13-CE33
CE9	CNN_ENG_20030605_085831.13-CE34
CE10	CNN_ENG_20030605_085831.13-CE35
CE11	CNN_ENG_20030605_085831.13-CE36
E11	CNN_ENG_20030605_085831.13-E1
E12	CNN_ENG_20030605_085831.13-E2
E14	CNN_ENG_20030605_085831.13-E3
E48	CNN_ENG_20030605_085831.13-E4
E16	CNN_ENG_20030605_085831.13-E5
E17	CNN_ENG_20030605_085831.13-E6
E18	CNN_ENG_20030605_085831.13-E7
E19	CNN_ENG_20030605_085831.13-E8
E21	CNN_ENG_20030605_085831.13-E9
E22	CNN_ENG_20030605_085831.13-E10
E23	CNN_ENG_20030605_085831.13-E11
E24	CNN_ENG_20030605_085831.13-E12
E25	CNN_ENG_20030605_085831.13-E13
E1	CNN_ENG_20030605_085831.13-E14
E26	CNN_ENG_20030605_085831.13-E15
E27	CNN_ENG_20030605_085831.13-E16
E28	CNN_ENG_20030605_085831.13-E17
E29	CNN_ENG_20030605_085831.13-E18
E31	CNN_ENG_20030605_085831.13-E19
E33	CNN_ENG_20030605_085831.13-E20
E34	CNN_ENG_20030605_085831.13-E21
E35	CNN_ENG_20030605_085831.13-E22
E36	CNN_ENG_20030605_085831.13-E23
E37	CNN_ENG_20030605_085831.13-E24
E39	CNN_ENG_20030605_085831.13-E25
E40	CNN_ENG_20030605_085831.13-E26
E42	CNN_ENG_20030605_085831.13-E27
E43	CNN_ENG_20030605_085831.13-E28
E44	CNN_ENG_20030605_085831.13-E29
E46	CNN_ENG_20030605_085831.13-E30
E47	CNN_ENG_20030605_085831.13-E31
E51	CNN_ENG_20030605_085831.13-E32
E2	CNN_ENG_20030605_085831.13-E33
E3	CNN_ENG_20030605_085831.13-E34
E4	CNN_ENG_20030605_085831.13-E35
E5	CNN_ENG_20030605_085831.13-E36
E6	CNN_ENG_20030605_085831.13-E37
E7	CNN_ENG_20030605_085831.13-E38
E8	CNN_ENG_20030605_085831.13-E39
E9	CNN_ENG_20030605_085831.13-E40
E10	CNN_ENG_20030605_085831.13-E41
EM1	CNN_ENG_20030605_085831.13-E14-1
EM22	CNN_ENG_20030605_085831.13-E14-2
EM23	CNN_ENG_20030605_085831.13-E14-3
EM24	CNN_ENG_20030605_085831.13-E2-4
EM25	CNN_ENG_20030605_085831.13-E37-5
EM8	CNN_ENG_20030605_085831.13-E4-6
EM27	CNN_ENG_20030605_085831.13-E14-7
EM28	CNN_ENG_20030605_085831.13-E14-8
EM29	CNN_ENG_20030605_085831.13-E14-9
EM30	CNN_ENG_20030605_085831.13-E14-10
EM31	CNN_ENG_20030605_085831.13-E14-11
EM32	CNN_ENG_20030605_085831.13-E14-12
EM33	CNN_ENG_20030605_085831.13-E14-13
EM34	CNN_ENG_20030605_085831.13-E35-14
EM36	CNN_ENG_20030605_085831.13-E3-15
EM37	CNN_ENG_20030605_085831.13-E35-16
EM38	CNN_ENG_20030605_085831.13-E35-17
EM39	CNN_ENG_20030605_085831.13-E5-18
EM40	CNN_ENG_20030605_085831.13-E6-19
EM41	CNN_ENG_20030605_085831.13-E5-20
EM42	CNN_ENG_20030605_085831.13-E7-21
EM43	CNN_ENG_20030605_085831.13-E8-22
EM44	CNN_ENG_20030605_085831.13-E5-23
EM45	CNN_ENG_20030605_085831.13-E14-24
EM46	CNN_ENG_20030605_085831.13-E14-25
EM47	CNN_ENG_20030605_085831.13-E39-26
