CE2	CNN_ENG_20030425_063006.5-CE1
CE1	CNN_ENG_20030425_063006.5-CE2
CE3	CNN_ENG_20030425_063006.5-CE3
CE4	CNN_ENG_20030425_063006.5-CE4
CE5	CNN_ENG_20030425_063006.5-CE5
E1	CNN_ENG_20030425_063006.5-E1
E3	CNN_ENG_20030425_063006.5-E2
E4	CNN_ENG_20030425_063006.5-E3
E5	CNN_ENG_20030425_063006.5-E4
E6	CNN_ENG_20030425_063006.5-E5
EM1	CNN_ENG_20030425_063006.5-E1-1
EM2	CNN_ENG_20030425_063006.5-E2-2
EM3	CNN_ENG_20030425_063006.5-E3-3
EM4	CNN_ENG_20030425_063006.5-E1-4
EM5	CNN_ENG_20030425_063006.5-E1-5
EM6	CNN_ENG_20030425_063006.5-E4-6
EM7	CNN_ENG_20030425_063006.5-E5-7
EM8	CNN_ENG_20030425_063006.5-E1-8
EM9	CNN_ENG_20030425_063006.5-E1-9
R1	CNN_ENG_20030425_063006.5-R1
R2	CNN_ENG_20030425_063006.5-R2
R3	CNN_ENG_20030425_063006.5-R3
RM2	CNN_ENG_20030425_063006.5-R3-1
RM1	CNN_ENG_20030425_063006.5-R1-1
RM3	CNN_ENG_20030425_063006.5-R2-1
V1	CNN_ENG_20030425_063006.5-EV1
VM2	CNN_ENG_20030425_063006.5-EV1-1
VM1	CNN_ENG_20030425_063006.5-EV1-2
VM3	CNN_ENG_20030425_063006.5-EV1-3
Q1	CNN_ENG_20030425_063006.5-T1
