CE10	CNNHL_ENG_20030624_133331.33-CE1
CE11	CNNHL_ENG_20030624_133331.33-CE2
CE12	CNNHL_ENG_20030624_133331.33-CE3
CE14	CNNHL_ENG_20030624_133331.33-CE4
CE15	CNNHL_ENG_20030624_133331.33-CE5
CE16	CNNHL_ENG_20030624_133331.33-CE6
CE1	CNNHL_ENG_20030624_133331.33-CE7
CE2	CNNHL_ENG_20030624_133331.33-CE8
CE13	CNNHL_ENG_20030624_133331.33-CE9
CE17	CNNHL_ENG_20030624_133331.33-CE10
CE3	CNNHL_ENG_20030624_133331.33-CE11
CE4	CNNHL_ENG_20030624_133331.33-CE12
CE5	CNNHL_ENG_20030624_133331.33-CE13
CE6	CNNHL_ENG_20030624_133331.33-CE14
CE7	CNNHL_ENG_20030624_133331.33-CE15
CE8	CNNHL_ENG_20030624_133331.33-CE16
CE9	CNNHL_ENG_20030624_133331.33-CE17
E11	CNNHL_ENG_20030624_133331.33-E1
E12	CNNHL_ENG_20030624_133331.33-E2
E13	CNNHL_ENG_20030624_133331.33-E3
E14	CNNHL_ENG_20030624_133331.33-E4
E15	CNNHL_ENG_20030624_133331.33-E5
E16	CNNHL_ENG_20030624_133331.33-E6
E17	CNNHL_ENG_20030624_133331.33-E7
E18	CNNHL_ENG_20030624_133331.33-E8
E1	CNNHL_ENG_20030624_133331.33-E9
E19	CNNHL_ENG_20030624_133331.33-E10
E22	CNNHL_ENG_20030624_133331.33-E11
E23	CNNHL_ENG_20030624_133331.33-E12
E24	CNNHL_ENG_20030624_133331.33-E13
E2	CNNHL_ENG_20030624_133331.33-E14
E4	CNNHL_ENG_20030624_133331.33-E15
E5	CNNHL_ENG_20030624_133331.33-E16
E6	CNNHL_ENG_20030624_133331.33-E17
E7	CNNHL_ENG_20030624_133331.33-E18
E8	CNNHL_ENG_20030624_133331.33-E19
E9	CNNHL_ENG_20030624_133331.33-E20
EM1	CNNHL_ENG_20030624_133331.33-E9-1
EM22	CNNHL_ENG_20030624_133331.33-E15-2
EM23	CNNHL_ENG_20030624_133331.33-E9-3
EM24	CNNHL_ENG_20030624_133331.33-E9-4
EM25	CNNHL_ENG_20030624_133331.33-E1-5
EM26	CNNHL_ENG_20030624_133331.33-E15-6
