CE11	CNN_ENG_20030417_063039.0-CE1
CE12	CNN_ENG_20030417_063039.0-CE2
CE13	CNN_ENG_20030417_063039.0-CE3
CE14	CNN_ENG_20030417_063039.0-CE4
CE15	CNN_ENG_20030417_063039.0-CE5
CE16	CNN_ENG_20030417_063039.0-CE6
CE26	CNN_ENG_20030417_063039.0-CE7
CE19	CNN_ENG_20030417_063039.0-CE8
CE20	CNN_ENG_20030417_063039.0-CE9
CE21	CNN_ENG_20030417_063039.0-CE10
CE22	CNN_ENG_20030417_063039.0-CE11
CE23	CNN_ENG_20030417_063039.0-CE12
CE24	CNN_ENG_20030417_063039.0-CE13
CE25	CNN_ENG_20030417_063039.0-CE14
CE5	CNN_ENG_20030417_063039.0-CE15
CE2	CNN_ENG_20030417_063039.0-CE16
CE1	CNN_ENG_20030417_063039.0-CE17
CE3	CNN_ENG_20030417_063039.0-CE18
CE4	CNN_ENG_20030417_063039.0-CE19
CE6	CNN_ENG_20030417_063039.0-CE20
CE7	CNN_ENG_20030417_063039.0-CE21
CE8	CNN_ENG_20030417_063039.0-CE22
CE9	CNN_ENG_20030417_063039.0-CE23
CE10	CNN_ENG_20030417_063039.0-CE24
CE17	CNN_ENG_20030417_063039.0-CE25
E16	CNN_ENG_20030417_063039.0-E1
E17	CNN_ENG_20030417_063039.0-E2
E18	CNN_ENG_20030417_063039.0-E3
E19	CNN_ENG_20030417_063039.0-E4
E20	CNN_ENG_20030417_063039.0-E5
E22	CNN_ENG_20030417_063039.0-E6
E25	CNN_ENG_20030417_063039.0-E7
E26	CNN_ENG_20030417_063039.0-E8
E27	CNN_ENG_20030417_063039.0-E9
E28	CNN_ENG_20030417_063039.0-E10
E29	CNN_ENG_20030417_063039.0-E11
E30	CNN_ENG_20030417_063039.0-E12
E35	CNN_ENG_20030417_063039.0-E13
E31	CNN_ENG_20030417_063039.0-E14
E2	CNN_ENG_20030417_063039.0-E15
E4	CNN_ENG_20030417_063039.0-E16
E32	CNN_ENG_20030417_063039.0-E17
E5	CNN_ENG_20030417_063039.0-E18
E6	CNN_ENG_20030417_063039.0-E19
E7	CNN_ENG_20030417_063039.0-E20
E8	CNN_ENG_20030417_063039.0-E21
E9	CNN_ENG_20030417_063039.0-E22
E10	CNN_ENG_20030417_063039.0-E23
E11	CNN_ENG_20030417_063039.0-E24
E12	CNN_ENG_20030417_063039.0-E25
E14	CNN_ENG_20030417_063039.0-E26
E15	CNN_ENG_20030417_063039.0-E27
EM3	CNN_ENG_20030417_063039.0-E18-1
EM17	CNN_ENG_20030417_063039.0-E1-2
EM18	CNN_ENG_20030417_063039.0-E21-3
EM19	CNN_ENG_20030417_063039.0-E2-4
EM20	CNN_ENG_20030417_063039.0-E3-5
EM21	CNN_ENG_20030417_063039.0-E4-6
EM22	CNN_ENG_20030417_063039.0-E5-7
EM24	CNN_ENG_20030417_063039.0-E4-8
EM26	CNN_ENG_20030417_063039.0-E6-9
EM27	CNN_ENG_20030417_063039.0-E6-10
EM28	CNN_ENG_20030417_063039.0-E7-11
EM29	CNN_ENG_20030417_063039.0-E8-12
EM30	CNN_ENG_20030417_063039.0-E3-13
EM31	CNN_ENG_20030417_063039.0-E9-14
EM32	CNN_ENG_20030417_063039.0-E24-15
EM33	CNN_ENG_20030417_063039.0-E9-16
EM34	CNN_ENG_20030417_063039.0-E10-17
EM35	CNN_ENG_20030417_063039.0-E9-18
EM36	CNN_ENG_20030417_063039.0-E19-19
EM37	CNN_ENG_20030417_063039.0-E24-20
EM38	CNN_ENG_20030417_063039.0-E11-21
EM39	CNN_ENG_20030417_063039.0-E12-22
EM23	CNN_ENG_20030417_063039.0-E17-23
EM5	CNN_ENG_20030417_063039.0-E14-24
EM1	CNN_ENG_20030417_063039.0-E15-25
EM2	CNN_ENG_20030417_063039.0-E16-26
EM4	CNN_ENG_20030417_063039.0-E19-27
EM6	CNN_ENG_20030417_063039.0-E20-28
EM7	CNN_ENG_20030417_063039.0-E21-29
EM8	CNN_ENG_20030417_063039.0-E20-30
EM9	CNN_ENG_20030417_063039.0-E22-31
EM10	CNN_ENG_20030417_063039.0-E23-32
EM12	CNN_ENG_20030417_063039.0-E24-33
EM11	CNN_ENG_20030417_063039.0-E20-34
EM13	CNN_ENG_20030417_063039.0-E25-35
EM25	CNN_ENG_20030417_063039.0-E13-36
EM14	CNN_ENG_20030417_063039.0-E26-37
EM15	CNN_ENG_20030417_063039.0-E25-38
EM16	CNN_ENG_20030417_063039.0-E27-39
R10	CNN_ENG_20030417_063039.0-R1
R1	CNN_ENG_20030417_063039.0-R2
R2	CNN_ENG_20030417_063039.0-R3
R3	CNN_ENG_20030417_063039.0-R4
R4	CNN_ENG_20030417_063039.0-R5
R5	CNN_ENG_20030417_063039.0-R6
R8	CNN_ENG_20030417_063039.0-R7
R6	CNN_ENG_20030417_063039.0-R8
R7	CNN_ENG_20030417_063039.0-R9
R9	CNN_ENG_20030417_063039.0-R10
R12	CNN_ENG_20030417_063039.0-R11
R11	CNN_ENG_20030417_063039.0-R12
R13	CNN_ENG_20030417_063039.0-R13
R14	CNN_ENG_20030417_063039.0-R14
R15	CNN_ENG_20030417_063039.0-R15
RM10	CNN_ENG_20030417_063039.0-R1-1
RM1	CNN_ENG_20030417_063039.0-R2-1
RM2	CNN_ENG_20030417_063039.0-R3-1
RM3	CNN_ENG_20030417_063039.0-R4-1
RM4	CNN_ENG_20030417_063039.0-R5-1
RM5	CNN_ENG_20030417_063039.0-R6-1
RM8	CNN_ENG_20030417_063039.0-R7-1
RM6	CNN_ENG_20030417_063039.0-R8-1
RM7	CNN_ENG_20030417_063039.0-R9-1
RM9	CNN_ENG_20030417_063039.0-R10-1
RM12	CNN_ENG_20030417_063039.0-R11-1
RM11	CNN_ENG_20030417_063039.0-R12-1
RM13	CNN_ENG_20030417_063039.0-R13-1
