CE11	XIN_ENG_20030610.0299-CE1
CE12	XIN_ENG_20030610.0299-CE2
CE13	XIN_ENG_20030610.0299-CE3
CE14	XIN_ENG_20030610.0299-CE4
CE1	XIN_ENG_20030610.0299-CE5
CE2	XIN_ENG_20030610.0299-CE6
CE3	XIN_ENG_20030610.0299-CE7
CE4	XIN_ENG_20030610.0299-CE8
CE5	XIN_ENG_20030610.0299-CE9
CE6	XIN_ENG_20030610.0299-CE10
CE7	XIN_ENG_20030610.0299-CE11
CE8	XIN_ENG_20030610.0299-CE12
CE9	XIN_ENG_20030610.0299-CE13
CE10	XIN_ENG_20030610.0299-CE14
E15	XIN_ENG_20030610.0299-E1
E16	XIN_ENG_20030610.0299-E2
E17	XIN_ENG_20030610.0299-E3
E18	XIN_ENG_20030610.0299-E4
E19	XIN_ENG_20030610.0299-E5
E20	XIN_ENG_20030610.0299-E6
E21	XIN_ENG_20030610.0299-E7
E1	XIN_ENG_20030610.0299-E8
E2	XIN_ENG_20030610.0299-E9
E3	XIN_ENG_20030610.0299-E10
E4	XIN_ENG_20030610.0299-E11
E5	XIN_ENG_20030610.0299-E12
E6	XIN_ENG_20030610.0299-E13
E8	XIN_ENG_20030610.0299-E14
E9	XIN_ENG_20030610.0299-E15
E10	XIN_ENG_20030610.0299-E16
E12	XIN_ENG_20030610.0299-E17
E13	XIN_ENG_20030610.0299-E18
E14	XIN_ENG_20030610.0299-E19
EM1	XIN_ENG_20030610.0299-E8-1
EM19	XIN_ENG_20030610.0299-E12-2
EM21	XIN_ENG_20030610.0299-E2-3
EM22	XIN_ENG_20030610.0299-E16-4
EM23	XIN_ENG_20030610.0299-E18-5
EM24	XIN_ENG_20030610.0299-E8-6
EM25	XIN_ENG_20030610.0299-E8-7
EM26	XIN_ENG_20030610.0299-E8-8
EM27	XIN_ENG_20030610.0299-E8-9
EM28	XIN_ENG_20030610.0299-E12-10
EM29	XIN_ENG_20030610.0299-E8-11
EM30	XIN_ENG_20030610.0299-E3-12
EM31	XIN_ENG_20030610.0299-E4-13
EM32	XIN_ENG_20030610.0299-E12-14
EM33	XIN_ENG_20030610.0299-E5-15
EM34	XIN_ENG_20030610.0299-E5-16
EM35	XIN_ENG_20030610.0299-E6-17
EM36	XIN_ENG_20030610.0299-E7-18
EM2	XIN_ENG_20030610.0299-E9-19
EM3	XIN_ENG_20030610.0299-E10-20
EM4	XIN_ENG_20030610.0299-E8-21
EM5	XIN_ENG_20030610.0299-E11-22
EM6	XIN_ENG_20030610.0299-E12-23
EM7	XIN_ENG_20030610.0299-E13-24
EM8	XIN_ENG_20030610.0299-E14-25
EM9	XIN_ENG_20030610.0299-E15-26
EM10	XIN_ENG_20030610.0299-E8-27
EM11	XIN_ENG_20030610.0299-E16-28
EM12	XIN_ENG_20030610.0299-E17-29
EM13	XIN_ENG_20030610.0299-E18-30
EM14	XIN_ENG_20030610.0299-E19-31
EM15	XIN_ENG_20030610.0299-E8-32
EM16	XIN_ENG_20030610.0299-E12-33
EM17	XIN_ENG_20030610.0299-E8-34
EM18	XIN_ENG_20030610.0299-E1-35
R1	XIN_ENG_20030610.0299-R1
R2	XIN_ENG_20030610.0299-R2
R3	XIN_ENG_20030610.0299-R3
R4	XIN_ENG_20030610.0299-R4
R5	XIN_ENG_20030610.0299-R5
R6	XIN_ENG_20030610.0299-R6
R7	XIN_ENG_20030610.0299-R7
R4	XIN_ENG_20030610.0299-R8
R6	XIN_ENG_20030610.0299-R9
RM1	XIN_ENG_20030610.0299-R1-1
RM2	XIN_ENG_20030610.0299-R2-1
RM3	XIN_ENG_20030610.0299-R3-1
RM4	XIN_ENG_20030610.0299-R4-1
RM5	XIN_ENG_20030610.0299-R5-1
RM7	XIN_ENG_20030610.0299-R6-1
RM8	XIN_ENG_20030610.0299-R4-2
RM9	XIN_ENG_20030610.0299-R6-2
RM10	XIN_ENG_20030610.0299-R7-1
V1	XIN_ENG_20030610.0299-EV1
V2	XIN_ENG_20030610.0299-EV2
V3	XIN_ENG_20030610.0299-EV3
VM3	XIN_ENG_20030610.0299-EV1-1
VM1	XIN_ENG_20030610.0299-EV1-2
VM2	XIN_ENG_20030610.0299-EV2-1
VM4	XIN_ENG_20030610.0299-EV3-1
Q1	XIN_ENG_20030610.0299-T1
Q2	XIN_ENG_20030610.0299-T2
Q3	XIN_ENG_20030610.0299-T3
Q4	XIN_ENG_20030610.0299-V1
Q5	XIN_ENG_20030610.0299-V2
Q6	XIN_ENG_20030610.0299-V3
Q7	XIN_ENG_20030610.0299-T4
Q8	XIN_ENG_20030610.0299-T5
Q9	XIN_ENG_20030610.0299-T6
Q10	XIN_ENG_20030610.0299-T7
Q11	XIN_ENG_20030610.0299-T8
Q12	XIN_ENG_20030610.0299-T9
Q13	XIN_ENG_20030610.0299-V4
QM4	XIN_ENG_20030610.0299-V1-1
QM5	XIN_ENG_20030610.0299-V2-1
QM6	XIN_ENG_20030610.0299-V3-1
QM13	XIN_ENG_20030610.0299-V4-1
