CE13	AFP_ENG_20030519.0372-CE1
CE14	AFP_ENG_20030519.0372-CE2
CE15	AFP_ENG_20030519.0372-CE3
CE18	AFP_ENG_20030519.0372-CE4
CE19	AFP_ENG_20030519.0372-CE5
CE20	AFP_ENG_20030519.0372-CE6
CE21	AFP_ENG_20030519.0372-CE7
CE22	AFP_ENG_20030519.0372-CE8
CE23	AFP_ENG_20030519.0372-CE9
CE24	AFP_ENG_20030519.0372-CE10
CE62	AFP_ENG_20030519.0372-CE11
CE25	AFP_ENG_20030519.0372-CE12
CE26	AFP_ENG_20030519.0372-CE13
CE27	AFP_ENG_20030519.0372-CE14
CE28	AFP_ENG_20030519.0372-CE15
CE29	AFP_ENG_20030519.0372-CE16
CE30	AFP_ENG_20030519.0372-CE17
CE31	AFP_ENG_20030519.0372-CE18
CE32	AFP_ENG_20030519.0372-CE19
CE34	AFP_ENG_20030519.0372-CE20
CE35	AFP_ENG_20030519.0372-CE21
CE36	AFP_ENG_20030519.0372-CE22
CE37	AFP_ENG_20030519.0372-CE23
CE38	AFP_ENG_20030519.0372-CE24
CE1	AFP_ENG_20030519.0372-CE25
CE39	AFP_ENG_20030519.0372-CE26
CE63	AFP_ENG_20030519.0372-CE27
CE42	AFP_ENG_20030519.0372-CE28
CE43	AFP_ENG_20030519.0372-CE29
CE44	AFP_ENG_20030519.0372-CE30
CE45	AFP_ENG_20030519.0372-CE31
CE46	AFP_ENG_20030519.0372-CE32
CE47	AFP_ENG_20030519.0372-CE33
CE48	AFP_ENG_20030519.0372-CE34
CE49	AFP_ENG_20030519.0372-CE35
CE50	AFP_ENG_20030519.0372-CE36
CE51	AFP_ENG_20030519.0372-CE37
CE52	AFP_ENG_20030519.0372-CE38
CE53	AFP_ENG_20030519.0372-CE39
CE54	AFP_ENG_20030519.0372-CE40
CE55	AFP_ENG_20030519.0372-CE41
CE56	AFP_ENG_20030519.0372-CE42
CE64	AFP_ENG_20030519.0372-CE43
CE58	AFP_ENG_20030519.0372-CE44
CE60	AFP_ENG_20030519.0372-CE45
CE61	AFP_ENG_20030519.0372-CE46
CE65	AFP_ENG_20030519.0372-CE47
CE66	AFP_ENG_20030519.0372-CE48
CE67	AFP_ENG_20030519.0372-CE49
CE68	AFP_ENG_20030519.0372-CE50
CE69	AFP_ENG_20030519.0372-CE51
CE70	AFP_ENG_20030519.0372-CE52
CE71	AFP_ENG_20030519.0372-CE53
CE2	AFP_ENG_20030519.0372-CE54
CE72	AFP_ENG_20030519.0372-CE55
CE73	AFP_ENG_20030519.0372-CE56
CE74	AFP_ENG_20030519.0372-CE57
CE75	AFP_ENG_20030519.0372-CE58
CE76	AFP_ENG_20030519.0372-CE59
CE77	AFP_ENG_20030519.0372-CE60
CE78	AFP_ENG_20030519.0372-CE61
CE79	AFP_ENG_20030519.0372-CE62
CE80	AFP_ENG_20030519.0372-CE63
CE81	AFP_ENG_20030519.0372-CE64
CE3	AFP_ENG_20030519.0372-CE65
CE4	AFP_ENG_20030519.0372-CE66
CE5	AFP_ENG_20030519.0372-CE67
CE6	AFP_ENG_20030519.0372-CE68
CE7	AFP_ENG_20030519.0372-CE69
CE8	AFP_ENG_20030519.0372-CE70
CE9	AFP_ENG_20030519.0372-CE71
CE10	AFP_ENG_20030519.0372-CE72
CE12	AFP_ENG_20030519.0372-CE73
E18	AFP_ENG_20030519.0372-E1
E19	AFP_ENG_20030519.0372-E2
E20	AFP_ENG_20030519.0372-E3
E21	AFP_ENG_20030519.0372-E4
E89	AFP_ENG_20030519.0372-E5
E90	AFP_ENG_20030519.0372-E6
E25	AFP_ENG_20030519.0372-E7
E27	AFP_ENG_20030519.0372-E8
E28	AFP_ENG_20030519.0372-E9
E29	AFP_ENG_20030519.0372-E10
E30	AFP_ENG_20030519.0372-E11
E31	AFP_ENG_20030519.0372-E12
E32	AFP_ENG_20030519.0372-E13
E91	AFP_ENG_20030519.0372-E14
E33	AFP_ENG_20030519.0372-E15
E34	AFP_ENG_20030519.0372-E16
E35	AFP_ENG_20030519.0372-E17
E36	AFP_ENG_20030519.0372-E18
E37	AFP_ENG_20030519.0372-E19
E38	AFP_ENG_20030519.0372-E20
E39	AFP_ENG_20030519.0372-E21
E40	AFP_ENG_20030519.0372-E22
E41	AFP_ENG_20030519.0372-E23
E42	AFP_ENG_20030519.0372-E24
E1	AFP_ENG_20030519.0372-E25
E44	AFP_ENG_20030519.0372-E26
E45	AFP_ENG_20030519.0372-E27
E46	AFP_ENG_20030519.0372-E28
E47	AFP_ENG_20030519.0372-E29
E48	AFP_ENG_20030519.0372-E30
E49	AFP_ENG_20030519.0372-E31
E50	AFP_ENG_20030519.0372-E32
E51	AFP_ENG_20030519.0372-E33
E52	AFP_ENG_20030519.0372-E34
E92	AFP_ENG_20030519.0372-E35
E56	AFP_ENG_20030519.0372-E36
E58	AFP_ENG_20030519.0372-E37
E59	AFP_ENG_20030519.0372-E38
E60	AFP_ENG_20030519.0372-E39
E63	AFP_ENG_20030519.0372-E40
E64	AFP_ENG_20030519.0372-E41
E66	AFP_ENG_20030519.0372-E42
E67	AFP_ENG_20030519.0372-E43
E68	AFP_ENG_20030519.0372-E44
E69	AFP_ENG_20030519.0372-E45
E70	AFP_ENG_20030519.0372-E46
E71	AFP_ENG_20030519.0372-E47
E73	AFP_ENG_20030519.0372-E48
E74	AFP_ENG_20030519.0372-E49
E75	AFP_ENG_20030519.0372-E50
E76	AFP_ENG_20030519.0372-E51
E77	AFP_ENG_20030519.0372-E52
E78	AFP_ENG_20030519.0372-E53
E79	AFP_ENG_20030519.0372-E54
E80	AFP_ENG_20030519.0372-E55
E82	AFP_ENG_20030519.0372-E56
E93	AFP_ENG_20030519.0372-E57
E84	AFP_ENG_20030519.0372-E58
E85	AFP_ENG_20030519.0372-E59
E87	AFP_ENG_20030519.0372-E60
E88	AFP_ENG_20030519.0372-E61
E94	AFP_ENG_20030519.0372-E62
E2	AFP_ENG_20030519.0372-E63
E95	AFP_ENG_20030519.0372-E64
E96	AFP_ENG_20030519.0372-E65
E97	AFP_ENG_20030519.0372-E66
E98	AFP_ENG_20030519.0372-E67
E99	AFP_ENG_20030519.0372-E68
E100	AFP_ENG_20030519.0372-E69
E101	AFP_ENG_20030519.0372-E70
E102	AFP_ENG_20030519.0372-E71
E103	AFP_ENG_20030519.0372-E72
E104	AFP_ENG_20030519.0372-E73
E105	AFP_ENG_20030519.0372-E74
E106	AFP_ENG_20030519.0372-E75
E107	AFP_ENG_20030519.0372-E76
E108	AFP_ENG_20030519.0372-E77
E109	AFP_ENG_20030519.0372-E78
E110	AFP_ENG_20030519.0372-E79
E111	AFP_ENG_20030519.0372-E80
E112	AFP_ENG_20030519.0372-E81
E113	AFP_ENG_20030519.0372-E82
E114	AFP_ENG_20030519.0372-E83
E115	AFP_ENG_20030519.0372-E84
E116	AFP_ENG_20030519.0372-E85
E117	AFP_ENG_20030519.0372-E86
