CE10	AFP_ENG_20030430.0075-CE1
CE11	AFP_ENG_20030430.0075-CE2
CE12	AFP_ENG_20030430.0075-CE3
CE13	AFP_ENG_20030430.0075-CE4
CE14	AFP_ENG_20030430.0075-CE5
CE15	AFP_ENG_20030430.0075-CE6
CE16	AFP_ENG_20030430.0075-CE7
CE17	AFP_ENG_20030430.0075-CE8
CE18	AFP_ENG_20030430.0075-CE9
CE19	AFP_ENG_20030430.0075-CE10
CE20	AFP_ENG_20030430.0075-CE11
CE21	AFP_ENG_20030430.0075-CE12
CE22	AFP_ENG_20030430.0075-CE13
CE23	AFP_ENG_20030430.0075-CE14
CE24	AFP_ENG_20030430.0075-CE15
CE25	AFP_ENG_20030430.0075-CE16
CE26	AFP_ENG_20030430.0075-CE17
CE27	AFP_ENG_20030430.0075-CE18
CE1	AFP_ENG_20030430.0075-CE19
CE28	AFP_ENG_20030430.0075-CE20
CE29	AFP_ENG_20030430.0075-CE21
CE30	AFP_ENG_20030430.0075-CE22
CE31	AFP_ENG_20030430.0075-CE23
CE32	AFP_ENG_20030430.0075-CE24
CE33	AFP_ENG_20030430.0075-CE25
CE35	AFP_ENG_20030430.0075-CE26
CE36	AFP_ENG_20030430.0075-CE27
CE2	AFP_ENG_20030430.0075-CE28
CE3	AFP_ENG_20030430.0075-CE29
CE4	AFP_ENG_20030430.0075-CE30
CE5	AFP_ENG_20030430.0075-CE31
CE6	AFP_ENG_20030430.0075-CE32
CE7	AFP_ENG_20030430.0075-CE33
CE8	AFP_ENG_20030430.0075-CE34
CE9	AFP_ENG_20030430.0075-CE35
E15	AFP_ENG_20030430.0075-E1
E16	AFP_ENG_20030430.0075-E2
E17	AFP_ENG_20030430.0075-E3
E18	AFP_ENG_20030430.0075-E4
E19	AFP_ENG_20030430.0075-E5
E21	AFP_ENG_20030430.0075-E6
E22	AFP_ENG_20030430.0075-E7
E23	AFP_ENG_20030430.0075-E8
E25	AFP_ENG_20030430.0075-E9
E26	AFP_ENG_20030430.0075-E10
E27	AFP_ENG_20030430.0075-E11
E28	AFP_ENG_20030430.0075-E12
E29	AFP_ENG_20030430.0075-E13
E30	AFP_ENG_20030430.0075-E14
E31	AFP_ENG_20030430.0075-E15
E1	AFP_ENG_20030430.0075-E16
E33	AFP_ENG_20030430.0075-E17
E34	AFP_ENG_20030430.0075-E18
E35	AFP_ENG_20030430.0075-E19
E36	AFP_ENG_20030430.0075-E20
E37	AFP_ENG_20030430.0075-E21
E38	AFP_ENG_20030430.0075-E22
E39	AFP_ENG_20030430.0075-E23
E40	AFP_ENG_20030430.0075-E24
E41	AFP_ENG_20030430.0075-E25
E42	AFP_ENG_20030430.0075-E26
E43	AFP_ENG_20030430.0075-E27
E44	AFP_ENG_20030430.0075-E28
