CE10	XIN_ENG_20030327.0202-CE1
CE11	XIN_ENG_20030327.0202-CE2
CE13	XIN_ENG_20030327.0202-CE3
CE14	XIN_ENG_20030327.0202-CE4
CE15	XIN_ENG_20030327.0202-CE5
CE16	XIN_ENG_20030327.0202-CE6
CE17	XIN_ENG_20030327.0202-CE7
CE18	XIN_ENG_20030327.0202-CE8
CE19	XIN_ENG_20030327.0202-CE9
CE20	XIN_ENG_20030327.0202-CE10
CE21	XIN_ENG_20030327.0202-CE11
CE22	XIN_ENG_20030327.0202-CE12
CE23	XIN_ENG_20030327.0202-CE13
CE24	XIN_ENG_20030327.0202-CE14
CE26	XIN_ENG_20030327.0202-CE15
CE1	XIN_ENG_20030327.0202-CE16
CE2	XIN_ENG_20030327.0202-CE17
CE3	XIN_ENG_20030327.0202-CE18
CE4	XIN_ENG_20030327.0202-CE19
CE5	XIN_ENG_20030327.0202-CE20
CE6	XIN_ENG_20030327.0202-CE21
CE7	XIN_ENG_20030327.0202-CE22
CE8	XIN_ENG_20030327.0202-CE23
CE9	XIN_ENG_20030327.0202-CE24
E13	XIN_ENG_20030327.0202-E1
E14	XIN_ENG_20030327.0202-E2
E15	XIN_ENG_20030327.0202-E3
E16	XIN_ENG_20030327.0202-E4
E19	XIN_ENG_20030327.0202-E5
E20	XIN_ENG_20030327.0202-E6
E21	XIN_ENG_20030327.0202-E7
E22	XIN_ENG_20030327.0202-E8
E23	XIN_ENG_20030327.0202-E9
E24	XIN_ENG_20030327.0202-E10
E25	XIN_ENG_20030327.0202-E11
E26	XIN_ENG_20030327.0202-E12
E27	XIN_ENG_20030327.0202-E13
E28	XIN_ENG_20030327.0202-E14
E29	XIN_ENG_20030327.0202-E15
E30	XIN_ENG_20030327.0202-E16
E32	XIN_ENG_20030327.0202-E17
E33	XIN_ENG_20030327.0202-E18
E34	XIN_ENG_20030327.0202-E19
E35	XIN_ENG_20030327.0202-E20
E36	XIN_ENG_20030327.0202-E21
E37	XIN_ENG_20030327.0202-E22
E39	XIN_ENG_20030327.0202-E23
E40	XIN_ENG_20030327.0202-E24
E1	XIN_ENG_20030327.0202-E25
E44	XIN_ENG_20030327.0202-E26
E3	XIN_ENG_20030327.0202-E27
E4	XIN_ENG_20030327.0202-E28
E5	XIN_ENG_20030327.0202-E29
E7	XIN_ENG_20030327.0202-E30
E8	XIN_ENG_20030327.0202-E31
E9	XIN_ENG_20030327.0202-E32
E10	XIN_ENG_20030327.0202-E33
E11	XIN_ENG_20030327.0202-E34
E12	XIN_ENG_20030327.0202-E35
EM1	XIN_ENG_20030327.0202-E25-1
EM20	XIN_ENG_20030327.0202-E1-2
EM21	XIN_ENG_20030327.0202-E2-3
EM22	XIN_ENG_20030327.0202-E3-4
EM23	XIN_ENG_20030327.0202-E4-5
EM25	XIN_ENG_20030327.0202-E5-6
EM26	XIN_ENG_20030327.0202-E5-7
EM27	XIN_ENG_20030327.0202-E6-8
EM28	XIN_ENG_20030327.0202-E7-9
EM29	XIN_ENG_20030327.0202-E8-10
EM30	XIN_ENG_20030327.0202-E9-11
EM31	XIN_ENG_20030327.0202-E9-12
EM32	XIN_ENG_20030327.0202-E10-13
EM33	XIN_ENG_20030327.0202-E11-14
EM34	XIN_ENG_20030327.0202-E12-15
EM35	XIN_ENG_20030327.0202-E13-16
EM37	XIN_ENG_20030327.0202-E13-17
EM38	XIN_ENG_20030327.0202-E14-18
EM39	XIN_ENG_20030327.0202-E15-19
EM40	XIN_ENG_20030327.0202-E16-20
EM41	XIN_ENG_20030327.0202-E17-21
EM43	XIN_ENG_20030327.0202-E18-22
EM44	XIN_ENG_20030327.0202-E19-23
EM45	XIN_ENG_20030327.0202-E20-24
EM46	XIN_ENG_20030327.0202-E21-25
EM48	XIN_ENG_20030327.0202-E22-26
EM49	XIN_ENG_20030327.0202-E1-27
EM50	XIN_ENG_20030327.0202-E1-28
EM51	XIN_ENG_20030327.0202-E4-29
EM53	XIN_ENG_20030327.0202-E18-30
EM54	XIN_ENG_20030327.0202-E23-31
EM55	XIN_ENG_20030327.0202-E27-32
EM56	XIN_ENG_20030327.0202-E24-33
EM59	XIN_ENG_20030327.0202-E26-34
EM60	XIN_ENG_20030327.0202-E27-35
EM3	XIN_ENG_20030327.0202-E27-36
EM4	XIN_ENG_20030327.0202-E28-37
EM5	XIN_ENG_20030327.0202-E27-38
EM6	XIN_ENG_20030327.0202-E29-39
EM7	XIN_ENG_20030327.0202-E30-40
EM8	XIN_ENG_20030327.0202-E31-41
EM9	XIN_ENG_20030327.0202-E25-42
EM10	XIN_ENG_20030327.0202-E31-43
EM12	XIN_ENG_20030327.0202-E31-44
EM13	XIN_ENG_20030327.0202-E27-45
EM14	XIN_ENG_20030327.0202-E32-46
EM15	XIN_ENG_20030327.0202-E33-47
EM17	XIN_ENG_20030327.0202-E34-48
EM18	XIN_ENG_20030327.0202-E35-49
EM19	XIN_ENG_20030327.0202-E1-50
R2	XIN_ENG_20030327.0202-R1
R3	XIN_ENG_20030327.0202-R2
R4	XIN_ENG_20030327.0202-R3
R5	XIN_ENG_20030327.0202-R4
R6	XIN_ENG_20030327.0202-R5
