CE12	AFP_ENG_20030616.0715-CE1
CE13	AFP_ENG_20030616.0715-CE2
CE14	AFP_ENG_20030616.0715-CE3
CE15	AFP_ENG_20030616.0715-CE4
CE16	AFP_ENG_20030616.0715-CE5
CE17	AFP_ENG_20030616.0715-CE6
CE18	AFP_ENG_20030616.0715-CE7
CE19	AFP_ENG_20030616.0715-CE8
CE20	AFP_ENG_20030616.0715-CE9
CE21	AFP_ENG_20030616.0715-CE10
CE22	AFP_ENG_20030616.0715-CE11
CE23	AFP_ENG_20030616.0715-CE12
CE24	AFP_ENG_20030616.0715-CE13
CE25	AFP_ENG_20030616.0715-CE14
CE26	AFP_ENG_20030616.0715-CE15
CE27	AFP_ENG_20030616.0715-CE16
CE28	AFP_ENG_20030616.0715-CE17
CE29	AFP_ENG_20030616.0715-CE18
CE30	AFP_ENG_20030616.0715-CE19
CE31	AFP_ENG_20030616.0715-CE20
CE32	AFP_ENG_20030616.0715-CE21
CE33	AFP_ENG_20030616.0715-CE22
CE1	AFP_ENG_20030616.0715-CE23
CE34	AFP_ENG_20030616.0715-CE24
CE2	AFP_ENG_20030616.0715-CE25
CE3	AFP_ENG_20030616.0715-CE26
CE4	AFP_ENG_20030616.0715-CE27
CE5	AFP_ENG_20030616.0715-CE28
CE6	AFP_ENG_20030616.0715-CE29
CE7	AFP_ENG_20030616.0715-CE30
CE8	AFP_ENG_20030616.0715-CE31
CE9	AFP_ENG_20030616.0715-CE32
CE10	AFP_ENG_20030616.0715-CE33
CE11	AFP_ENG_20030616.0715-CE34
E14	AFP_ENG_20030616.0715-E1
E15	AFP_ENG_20030616.0715-E2
E16	AFP_ENG_20030616.0715-E3
E17	AFP_ENG_20030616.0715-E4
E18	AFP_ENG_20030616.0715-E5
E19	AFP_ENG_20030616.0715-E6
E20	AFP_ENG_20030616.0715-E7
E21	AFP_ENG_20030616.0715-E8
E22	AFP_ENG_20030616.0715-E9
E23	AFP_ENG_20030616.0715-E10
E24	AFP_ENG_20030616.0715-E11
E25	AFP_ENG_20030616.0715-E12
E26	AFP_ENG_20030616.0715-E13
E28	AFP_ENG_20030616.0715-E14
E30	AFP_ENG_20030616.0715-E15
E31	AFP_ENG_20030616.0715-E16
E32	AFP_ENG_20030616.0715-E17
E1	AFP_ENG_20030616.0715-E18
E33	AFP_ENG_20030616.0715-E19
E34	AFP_ENG_20030616.0715-E20
E35	AFP_ENG_20030616.0715-E21
E36	AFP_ENG_20030616.0715-E22
E37	AFP_ENG_20030616.0715-E23
E38	AFP_ENG_20030616.0715-E24
E39	AFP_ENG_20030616.0715-E25
E40	AFP_ENG_20030616.0715-E26
E41	AFP_ENG_20030616.0715-E27
E2	AFP_ENG_20030616.0715-E28
E3	AFP_ENG_20030616.0715-E29
E4	AFP_ENG_20030616.0715-E30
E5	AFP_ENG_20030616.0715-E31
E6	AFP_ENG_20030616.0715-E32
E7	AFP_ENG_20030616.0715-E33
E8	AFP_ENG_20030616.0715-E34
E9	AFP_ENG_20030616.0715-E35
E10	AFP_ENG_20030616.0715-E36
E11	AFP_ENG_20030616.0715-E37
E12	AFP_ENG_20030616.0715-E38
E13	AFP_ENG_20030616.0715-E39
EM1	AFP_ENG_20030616.0715-E18-1
EM19	AFP_ENG_20030616.0715-E34-2
EM20	AFP_ENG_20030616.0715-E2-3
EM22	AFP_ENG_20030616.0715-E29-4
EM24	AFP_ENG_20030616.0715-E3-5
EM23	AFP_ENG_20030616.0715-E4-6
EM25	AFP_ENG_20030616.0715-E5-7
EM26	AFP_ENG_20030616.0715-E6-8
EM27	AFP_ENG_20030616.0715-E6-9
EM28	AFP_ENG_20030616.0715-E7-10
EM29	AFP_ENG_20030616.0715-E8-11
EM30	AFP_ENG_20030616.0715-E34-12
EM31	AFP_ENG_20030616.0715-E9-13
EM32	AFP_ENG_20030616.0715-E10-14
EM33	AFP_ENG_20030616.0715-E9-15
EM34	AFP_ENG_20030616.0715-E34-16
EM35	AFP_ENG_20030616.0715-E11-17
EM36	AFP_ENG_20030616.0715-E34-18
EM37	AFP_ENG_20030616.0715-E12-19
EM39	AFP_ENG_20030616.0715-E6-20
EM40	AFP_ENG_20030616.0715-E34-21
EM41	AFP_ENG_20030616.0715-E13-22
EM42	AFP_ENG_20030616.0715-E34-23
EM43	AFP_ENG_20030616.0715-E6-24
EM44	AFP_ENG_20030616.0715-E6-25
EM45	AFP_ENG_20030616.0715-E34-26
EM46	AFP_ENG_20030616.0715-E6-27
EM47	AFP_ENG_20030616.0715-E14-28
EM48	AFP_ENG_20030616.0715-E2-29
EM49	AFP_ENG_20030616.0715-E2-30
EM51	AFP_ENG_20030616.0715-E15-31
EM52	AFP_ENG_20030616.0715-E16-32
EM53	AFP_ENG_20030616.0715-E16-33
EM54	AFP_ENG_20030616.0715-E34-34
EM55	AFP_ENG_20030616.0715-E34-35
EM56	AFP_ENG_20030616.0715-E2-36
EM57	AFP_ENG_20030616.0715-E2-37
EM58	AFP_ENG_20030616.0715-E29-38
EM59	AFP_ENG_20030616.0715-E34-39
EM60	AFP_ENG_20030616.0715-E17-40
EM61	AFP_ENG_20030616.0715-E34-41
EM62	AFP_ENG_20030616.0715-E16-42
EM63	AFP_ENG_20030616.0715-E34-43
EM64	AFP_ENG_20030616.0715-E10-44
EM65	AFP_ENG_20030616.0715-E19-45
EM66	AFP_ENG_20030616.0715-E29-46
EM67	AFP_ENG_20030616.0715-E20-47
EM68	AFP_ENG_20030616.0715-E21-48
EM69	AFP_ENG_20030616.0715-E22-49
EM70	AFP_ENG_20030616.0715-E34-50
EM71	AFP_ENG_20030616.0715-E23-51
EM72	AFP_ENG_20030616.0715-E24-52
EM73	AFP_ENG_20030616.0715-E34-53
