CE13	AFP_ENG_20030305.0918-CE1
CE14	AFP_ENG_20030305.0918-CE2
CE15	AFP_ENG_20030305.0918-CE3
CE16	AFP_ENG_20030305.0918-CE4
CE17	AFP_ENG_20030305.0918-CE5
CE18	AFP_ENG_20030305.0918-CE6
CE19	AFP_ENG_20030305.0918-CE7
CE20	AFP_ENG_20030305.0918-CE8
CE96	AFP_ENG_20030305.0918-CE9
CE21	AFP_ENG_20030305.0918-CE10
CE22	AFP_ENG_20030305.0918-CE11
CE23	AFP_ENG_20030305.0918-CE12
CE24	AFP_ENG_20030305.0918-CE13
CE25	AFP_ENG_20030305.0918-CE14
CE26	AFP_ENG_20030305.0918-CE15
CE27	AFP_ENG_20030305.0918-CE16
CE28	AFP_ENG_20030305.0918-CE17
CE97	AFP_ENG_20030305.0918-CE18
CE31	AFP_ENG_20030305.0918-CE19
CE32	AFP_ENG_20030305.0918-CE20
CE33	AFP_ENG_20030305.0918-CE21
CE34	AFP_ENG_20030305.0918-CE22
CE35	AFP_ENG_20030305.0918-CE23
CE36	AFP_ENG_20030305.0918-CE24
CE37	AFP_ENG_20030305.0918-CE25
CE38	AFP_ENG_20030305.0918-CE26
CE39	AFP_ENG_20030305.0918-CE27
CE40	AFP_ENG_20030305.0918-CE28
CE41	AFP_ENG_20030305.0918-CE29
CE42	AFP_ENG_20030305.0918-CE30
CE43	AFP_ENG_20030305.0918-CE31
CE44	AFP_ENG_20030305.0918-CE32
CE45	AFP_ENG_20030305.0918-CE33
CE46	AFP_ENG_20030305.0918-CE34
CE1	AFP_ENG_20030305.0918-CE35
CE47	AFP_ENG_20030305.0918-CE36
CE48	AFP_ENG_20030305.0918-CE37
CE49	AFP_ENG_20030305.0918-CE38
CE50	AFP_ENG_20030305.0918-CE39
CE51	AFP_ENG_20030305.0918-CE40
CE52	AFP_ENG_20030305.0918-CE41
CE53	AFP_ENG_20030305.0918-CE42
CE54	AFP_ENG_20030305.0918-CE43
CE55	AFP_ENG_20030305.0918-CE44
CE56	AFP_ENG_20030305.0918-CE45
CE57	AFP_ENG_20030305.0918-CE46
CE58	AFP_ENG_20030305.0918-CE47
CE59	AFP_ENG_20030305.0918-CE48
CE60	AFP_ENG_20030305.0918-CE49
CE61	AFP_ENG_20030305.0918-CE50
CE62	AFP_ENG_20030305.0918-CE51
CE63	AFP_ENG_20030305.0918-CE52
CE64	AFP_ENG_20030305.0918-CE53
CE65	AFP_ENG_20030305.0918-CE54
CE66	AFP_ENG_20030305.0918-CE55
CE67	AFP_ENG_20030305.0918-CE56
CE68	AFP_ENG_20030305.0918-CE57
CE69	AFP_ENG_20030305.0918-CE58
CE98	AFP_ENG_20030305.0918-CE59
CE70	AFP_ENG_20030305.0918-CE60
CE71	AFP_ENG_20030305.0918-CE61
CE72	AFP_ENG_20030305.0918-CE62
CE73	AFP_ENG_20030305.0918-CE63
CE74	AFP_ENG_20030305.0918-CE64
CE75	AFP_ENG_20030305.0918-CE65
CE76	AFP_ENG_20030305.0918-CE66
CE2	AFP_ENG_20030305.0918-CE67
CE77	AFP_ENG_20030305.0918-CE68
CE79	AFP_ENG_20030305.0918-CE69
CE80	AFP_ENG_20030305.0918-CE70
CE81	AFP_ENG_20030305.0918-CE71
CE82	AFP_ENG_20030305.0918-CE72
CE83	AFP_ENG_20030305.0918-CE73
CE84	AFP_ENG_20030305.0918-CE74
CE85	AFP_ENG_20030305.0918-CE75
CE86	AFP_ENG_20030305.0918-CE76
CE87	AFP_ENG_20030305.0918-CE77
CE88	AFP_ENG_20030305.0918-CE78
CE89	AFP_ENG_20030305.0918-CE79
CE90	AFP_ENG_20030305.0918-CE80
CE99	AFP_ENG_20030305.0918-CE81
CE92	AFP_ENG_20030305.0918-CE82
CE93	AFP_ENG_20030305.0918-CE83
CE94	AFP_ENG_20030305.0918-CE84
CE95	AFP_ENG_20030305.0918-CE85
CE100	AFP_ENG_20030305.0918-CE86
CE101	AFP_ENG_20030305.0918-CE87
CE102	AFP_ENG_20030305.0918-CE88
CE103	AFP_ENG_20030305.0918-CE89
CE104	AFP_ENG_20030305.0918-CE90
CE105	AFP_ENG_20030305.0918-CE91
CE106	AFP_ENG_20030305.0918-CE92
CE107	AFP_ENG_20030305.0918-CE93
CE108	AFP_ENG_20030305.0918-CE94
CE109	AFP_ENG_20030305.0918-CE95
CE110	AFP_ENG_20030305.0918-CE96
CE111	AFP_ENG_20030305.0918-CE97
CE112	AFP_ENG_20030305.0918-CE98
CE113	AFP_ENG_20030305.0918-CE99
CE114	AFP_ENG_20030305.0918-CE100
CE3	AFP_ENG_20030305.0918-CE101
CE115	AFP_ENG_20030305.0918-CE102
CE116	AFP_ENG_20030305.0918-CE103
CE117	AFP_ENG_20030305.0918-CE104
CE118	AFP_ENG_20030305.0918-CE105
CE119	AFP_ENG_20030305.0918-CE106
CE120	AFP_ENG_20030305.0918-CE107
CE121	AFP_ENG_20030305.0918-CE108
CE122	AFP_ENG_20030305.0918-CE109
CE123	AFP_ENG_20030305.0918-CE110
CE4	AFP_ENG_20030305.0918-CE111
CE124	AFP_ENG_20030305.0918-CE112
CE5	AFP_ENG_20030305.0918-CE113
CE6	AFP_ENG_20030305.0918-CE114
CE7	AFP_ENG_20030305.0918-CE115
CE9	AFP_ENG_20030305.0918-CE116
CE10	AFP_ENG_20030305.0918-CE117
