CE9	AFP_ENG_20030417.0764-CE1
CE10	AFP_ENG_20030417.0764-CE2
CE11	AFP_ENG_20030417.0764-CE3
CE12	AFP_ENG_20030417.0764-CE4
CE13	AFP_ENG_20030417.0764-CE5
CE14	AFP_ENG_20030417.0764-CE6
CE15	AFP_ENG_20030417.0764-CE7
CE1	AFP_ENG_20030417.0764-CE8
CE2	AFP_ENG_20030417.0764-CE9
CE3	AFP_ENG_20030417.0764-CE10
CE4	AFP_ENG_20030417.0764-CE11
CE5	AFP_ENG_20030417.0764-CE12
CE6	AFP_ENG_20030417.0764-CE13
CE7	AFP_ENG_20030417.0764-CE14
E12	AFP_ENG_20030417.0764-E1
E13	AFP_ENG_20030417.0764-E2
E14	AFP_ENG_20030417.0764-E3
E15	AFP_ENG_20030417.0764-E4
E16	AFP_ENG_20030417.0764-E5
E17	AFP_ENG_20030417.0764-E6
E19	AFP_ENG_20030417.0764-E7
E20	AFP_ENG_20030417.0764-E8
E1	AFP_ENG_20030417.0764-E9
E2	AFP_ENG_20030417.0764-E10
E3	AFP_ENG_20030417.0764-E11
E4	AFP_ENG_20030417.0764-E12
E5	AFP_ENG_20030417.0764-E13
E6	AFP_ENG_20030417.0764-E14
E8	AFP_ENG_20030417.0764-E15
E9	AFP_ENG_20030417.0764-E16
E10	AFP_ENG_20030417.0764-E17
EM21	AFP_ENG_20030417.0764-E1-1
EM22	AFP_ENG_20030417.0764-E12-2
EM23	AFP_ENG_20030417.0764-E17-3
EM24	AFP_ENG_20030417.0764-E15-4
EM25	AFP_ENG_20030417.0764-E13-5
EM26	AFP_ENG_20030417.0764-E2-6
EM27	AFP_ENG_20030417.0764-E3-7
EM28	AFP_ENG_20030417.0764-E4-8
EM29	AFP_ENG_20030417.0764-E3-9
EM30	AFP_ENG_20030417.0764-E3-10
EM31	AFP_ENG_20030417.0764-E13-11
EM32	AFP_ENG_20030417.0764-E5-12
EM33	AFP_ENG_20030417.0764-E13-13
EM34	AFP_ENG_20030417.0764-E13-14
EM35	AFP_ENG_20030417.0764-E13-15
EM36	AFP_ENG_20030417.0764-E6-16
