CE8	XIN_ENG_20030514.0157-CE1
CE9	XIN_ENG_20030514.0157-CE2
CE10	XIN_ENG_20030514.0157-CE3
CE12	XIN_ENG_20030514.0157-CE4
CE13	XIN_ENG_20030514.0157-CE5
CE14	XIN_ENG_20030514.0157-CE6
CE16	XIN_ENG_20030514.0157-CE7
CE18	XIN_ENG_20030514.0157-CE8
CE20	XIN_ENG_20030514.0157-CE9
CE21	XIN_ENG_20030514.0157-CE10
CE22	XIN_ENG_20030514.0157-CE11
CE23	XIN_ENG_20030514.0157-CE12
CE24	XIN_ENG_20030514.0157-CE13
CE25	XIN_ENG_20030514.0157-CE14
CE26	XIN_ENG_20030514.0157-CE15
CE27	XIN_ENG_20030514.0157-CE16
CE28	XIN_ENG_20030514.0157-CE17
CE29	XIN_ENG_20030514.0157-CE18
CE30	XIN_ENG_20030514.0157-CE19
CE31	XIN_ENG_20030514.0157-CE20
CE32	XIN_ENG_20030514.0157-CE21
CE33	XIN_ENG_20030514.0157-CE22
CE1	XIN_ENG_20030514.0157-CE23
CE2	XIN_ENG_20030514.0157-CE24
CE3	XIN_ENG_20030514.0157-CE25
CE4	XIN_ENG_20030514.0157-CE26
CE5	XIN_ENG_20030514.0157-CE27
CE11	XIN_ENG_20030514.0157-CE28
CE6	XIN_ENG_20030514.0157-CE29
E10	XIN_ENG_20030514.0157-E1
E11	XIN_ENG_20030514.0157-E2
E12	XIN_ENG_20030514.0157-E3
E13	XIN_ENG_20030514.0157-E4
E16	XIN_ENG_20030514.0157-E5
E17	XIN_ENG_20030514.0157-E6
E18	XIN_ENG_20030514.0157-E7
E20	XIN_ENG_20030514.0157-E8
E21	XIN_ENG_20030514.0157-E9
E24	XIN_ENG_20030514.0157-E10
E27	XIN_ENG_20030514.0157-E11
E28	XIN_ENG_20030514.0157-E12
E29	XIN_ENG_20030514.0157-E13
E30	XIN_ENG_20030514.0157-E14
E31	XIN_ENG_20030514.0157-E15
E32	XIN_ENG_20030514.0157-E16
E34	XIN_ENG_20030514.0157-E17
E35	XIN_ENG_20030514.0157-E18
E36	XIN_ENG_20030514.0157-E19
E37	XIN_ENG_20030514.0157-E20
E1	XIN_ENG_20030514.0157-E21
E39	XIN_ENG_20030514.0157-E22
E40	XIN_ENG_20030514.0157-E23
E41	XIN_ENG_20030514.0157-E24
E42	XIN_ENG_20030514.0157-E25
E43	XIN_ENG_20030514.0157-E26
E44	XIN_ENG_20030514.0157-E27
E45	XIN_ENG_20030514.0157-E28
E2	XIN_ENG_20030514.0157-E29
E3	XIN_ENG_20030514.0157-E30
E4	XIN_ENG_20030514.0157-E31
E5	XIN_ENG_20030514.0157-E32
E6	XIN_ENG_20030514.0157-E33
E14	XIN_ENG_20030514.0157-E34
E15	XIN_ENG_20030514.0157-E35
E8	XIN_ENG_20030514.0157-E36
EM1	XIN_ENG_20030514.0157-E21-1
EM27	XIN_ENG_20030514.0157-E5-2
EM17	XIN_ENG_20030514.0157-E1-3
EM18	XIN_ENG_20030514.0157-E2-4
EM19	XIN_ENG_20030514.0157-E3-5
EM20	XIN_ENG_20030514.0157-E33-6
EM21	XIN_ENG_20030514.0157-E4-7
EM28	XIN_ENG_20030514.0157-E36-8
EM29	XIN_ENG_20030514.0157-E6-9
EM30	XIN_ENG_20030514.0157-E7-10
EM32	XIN_ENG_20030514.0157-E31-11
EM34	XIN_ENG_20030514.0157-E8-12
EM35	XIN_ENG_20030514.0157-E9-13
EM36	XIN_ENG_20030514.0157-E36-14
EM37	XIN_ENG_20030514.0157-E33-15
EM38	XIN_ENG_20030514.0157-E6-16
EM39	XIN_ENG_20030514.0157-E36-17
EM41	XIN_ENG_20030514.0157-E10-18
EM42	XIN_ENG_20030514.0157-E3-19
EM43	XIN_ENG_20030514.0157-E33-20
EM45	XIN_ENG_20030514.0157-E11-21
EM46	XIN_ENG_20030514.0157-E12-22
EM47	XIN_ENG_20030514.0157-E13-23
EM48	XIN_ENG_20030514.0157-E21-24
EM49	XIN_ENG_20030514.0157-E6-25
EM50	XIN_ENG_20030514.0157-E14-26
EM51	XIN_ENG_20030514.0157-E15-27
