CE8	AFP_ENG_20030418.0556-CE1
CE9	AFP_ENG_20030418.0556-CE2
CE10	AFP_ENG_20030418.0556-CE3
CE11	AFP_ENG_20030418.0556-CE4
CE12	AFP_ENG_20030418.0556-CE5
CE13	AFP_ENG_20030418.0556-CE6
CE14	AFP_ENG_20030418.0556-CE7
CE15	AFP_ENG_20030418.0556-CE8
CE16	AFP_ENG_20030418.0556-CE9
CE17	AFP_ENG_20030418.0556-CE10
CE18	AFP_ENG_20030418.0556-CE11
CE19	AFP_ENG_20030418.0556-CE12
CE20	AFP_ENG_20030418.0556-CE13
CE21	AFP_ENG_20030418.0556-CE14
CE22	AFP_ENG_20030418.0556-CE15
CE23	AFP_ENG_20030418.0556-CE16
CE1	AFP_ENG_20030418.0556-CE17
CE2	AFP_ENG_20030418.0556-CE18
CE3	AFP_ENG_20030418.0556-CE19
CE4	AFP_ENG_20030418.0556-CE20
CE5	AFP_ENG_20030418.0556-CE21
CE6	AFP_ENG_20030418.0556-CE22
E14	AFP_ENG_20030418.0556-E1
E15	AFP_ENG_20030418.0556-E2
E17	AFP_ENG_20030418.0556-E3
E18	AFP_ENG_20030418.0556-E4
E20	AFP_ENG_20030418.0556-E5
E21	AFP_ENG_20030418.0556-E6
E22	AFP_ENG_20030418.0556-E7
E23	AFP_ENG_20030418.0556-E8
E24	AFP_ENG_20030418.0556-E9
E25	AFP_ENG_20030418.0556-E10
E27	AFP_ENG_20030418.0556-E11
E28	AFP_ENG_20030418.0556-E12
E29	AFP_ENG_20030418.0556-E13
E30	AFP_ENG_20030418.0556-E14
E31	AFP_ENG_20030418.0556-E15
E32	AFP_ENG_20030418.0556-E16
E33	AFP_ENG_20030418.0556-E17
E1	AFP_ENG_20030418.0556-E18
E35	AFP_ENG_20030418.0556-E19
E37	AFP_ENG_20030418.0556-E20
E2	AFP_ENG_20030418.0556-E21
E3	AFP_ENG_20030418.0556-E22
E4	AFP_ENG_20030418.0556-E23
E5	AFP_ENG_20030418.0556-E24
E6	AFP_ENG_20030418.0556-E25
E7	AFP_ENG_20030418.0556-E26
E8	AFP_ENG_20030418.0556-E27
E9	AFP_ENG_20030418.0556-E28
E10	AFP_ENG_20030418.0556-E29
E12	AFP_ENG_20030418.0556-E30
EM1	AFP_ENG_20030418.0556-E18-1
EM24	AFP_ENG_20030418.0556-E27-2
EM25	AFP_ENG_20030418.0556-E1-3
EM26	AFP_ENG_20030418.0556-E25-4
EM27	AFP_ENG_20030418.0556-E26-5
EM28	AFP_ENG_20030418.0556-E2-6
EM29	AFP_ENG_20030418.0556-E3-7
EM31	AFP_ENG_20030418.0556-E2-8
EM32	AFP_ENG_20030418.0556-E26-9
EM33	AFP_ENG_20030418.0556-E18-10
EM34	AFP_ENG_20030418.0556-E18-11
EM35	AFP_ENG_20030418.0556-E4-12
