CE13	XIN_ENG_20030317.0177-CE1
CE14	XIN_ENG_20030317.0177-CE2
CE15	XIN_ENG_20030317.0177-CE3
CE16	XIN_ENG_20030317.0177-CE4
CE17	XIN_ENG_20030317.0177-CE5
CE18	XIN_ENG_20030317.0177-CE6
CE19	XIN_ENG_20030317.0177-CE7
CE20	XIN_ENG_20030317.0177-CE8
CE21	XIN_ENG_20030317.0177-CE9
CE22	XIN_ENG_20030317.0177-CE10
CE23	XIN_ENG_20030317.0177-CE11
CE24	XIN_ENG_20030317.0177-CE12
CE25	XIN_ENG_20030317.0177-CE13
CE1	XIN_ENG_20030317.0177-CE14
CE2	XIN_ENG_20030317.0177-CE15
CE4	XIN_ENG_20030317.0177-CE16
CE7	XIN_ENG_20030317.0177-CE17
CE8	XIN_ENG_20030317.0177-CE18
CE9	XIN_ENG_20030317.0177-CE19
CE10	XIN_ENG_20030317.0177-CE20
CE11	XIN_ENG_20030317.0177-CE21
E16	XIN_ENG_20030317.0177-E1
E17	XIN_ENG_20030317.0177-E2
E19	XIN_ENG_20030317.0177-E3
E20	XIN_ENG_20030317.0177-E4
E21	XIN_ENG_20030317.0177-E5
E22	XIN_ENG_20030317.0177-E6
E23	XIN_ENG_20030317.0177-E7
E24	XIN_ENG_20030317.0177-E8
E25	XIN_ENG_20030317.0177-E9
E26	XIN_ENG_20030317.0177-E10
E27	XIN_ENG_20030317.0177-E11
E28	XIN_ENG_20030317.0177-E12
E29	XIN_ENG_20030317.0177-E13
E30	XIN_ENG_20030317.0177-E14
E31	XIN_ENG_20030317.0177-E15
E33	XIN_ENG_20030317.0177-E16
E35	XIN_ENG_20030317.0177-E17
E36	XIN_ENG_20030317.0177-E18
E37	XIN_ENG_20030317.0177-E19
E38	XIN_ENG_20030317.0177-E20
E40	XIN_ENG_20030317.0177-E21
E1	XIN_ENG_20030317.0177-E22
E2	XIN_ENG_20030317.0177-E23
E4	XIN_ENG_20030317.0177-E24
E6	XIN_ENG_20030317.0177-E25
E9	XIN_ENG_20030317.0177-E26
E10	XIN_ENG_20030317.0177-E27
E11	XIN_ENG_20030317.0177-E28
E12	XIN_ENG_20030317.0177-E29
E14	XIN_ENG_20030317.0177-E30
EM1	XIN_ENG_20030317.0177-E22-1
