CE13	AFP_ENG_20030417.0307-CE1
CE14	AFP_ENG_20030417.0307-CE2
CE15	AFP_ENG_20030417.0307-CE3
CE16	AFP_ENG_20030417.0307-CE4
CE17	AFP_ENG_20030417.0307-CE5
CE18	AFP_ENG_20030417.0307-CE6
CE19	AFP_ENG_20030417.0307-CE7
CE21	AFP_ENG_20030417.0307-CE8
CE22	AFP_ENG_20030417.0307-CE9
CE23	AFP_ENG_20030417.0307-CE10
CE24	AFP_ENG_20030417.0307-CE11
CE25	AFP_ENG_20030417.0307-CE12
CE26	AFP_ENG_20030417.0307-CE13
CE27	AFP_ENG_20030417.0307-CE14
CE28	AFP_ENG_20030417.0307-CE15
CE29	AFP_ENG_20030417.0307-CE16
CE30	AFP_ENG_20030417.0307-CE17
CE31	AFP_ENG_20030417.0307-CE18
CE32	AFP_ENG_20030417.0307-CE19
CE33	AFP_ENG_20030417.0307-CE20
CE34	AFP_ENG_20030417.0307-CE21
CE36	AFP_ENG_20030417.0307-CE22
CE1	AFP_ENG_20030417.0307-CE23
CE37	AFP_ENG_20030417.0307-CE24
CE38	AFP_ENG_20030417.0307-CE25
CE39	AFP_ENG_20030417.0307-CE26
CE40	AFP_ENG_20030417.0307-CE27
CE41	AFP_ENG_20030417.0307-CE28
CE42	AFP_ENG_20030417.0307-CE29
CE43	AFP_ENG_20030417.0307-CE30
CE44	AFP_ENG_20030417.0307-CE31
CE45	AFP_ENG_20030417.0307-CE32
CE46	AFP_ENG_20030417.0307-CE33
CE47	AFP_ENG_20030417.0307-CE34
CE48	AFP_ENG_20030417.0307-CE35
CE49	AFP_ENG_20030417.0307-CE36
CE50	AFP_ENG_20030417.0307-CE37
CE51	AFP_ENG_20030417.0307-CE38
CE52	AFP_ENG_20030417.0307-CE39
CE53	AFP_ENG_20030417.0307-CE40
CE54	AFP_ENG_20030417.0307-CE41
CE55	AFP_ENG_20030417.0307-CE42
CE63	AFP_ENG_20030417.0307-CE43
CE57	AFP_ENG_20030417.0307-CE44
CE2	AFP_ENG_20030417.0307-CE45
CE58	AFP_ENG_20030417.0307-CE46
CE59	AFP_ENG_20030417.0307-CE47
CE60	AFP_ENG_20030417.0307-CE48
CE62	AFP_ENG_20030417.0307-CE49
CE3	AFP_ENG_20030417.0307-CE50
CE4	AFP_ENG_20030417.0307-CE51
CE5	AFP_ENG_20030417.0307-CE52
CE6	AFP_ENG_20030417.0307-CE53
CE7	AFP_ENG_20030417.0307-CE54
CE8	AFP_ENG_20030417.0307-CE55
CE11	AFP_ENG_20030417.0307-CE56
CE12	AFP_ENG_20030417.0307-CE57
