CE9	XIN_ENG_20030425.0184-CE1
CE11	XIN_ENG_20030425.0184-CE2
CE12	XIN_ENG_20030425.0184-CE3
CE13	XIN_ENG_20030425.0184-CE4
CE14	XIN_ENG_20030425.0184-CE5
CE16	XIN_ENG_20030425.0184-CE6
CE17	XIN_ENG_20030425.0184-CE7
CE18	XIN_ENG_20030425.0184-CE8
CE20	XIN_ENG_20030425.0184-CE9
CE21	XIN_ENG_20030425.0184-CE10
CE22	XIN_ENG_20030425.0184-CE11
CE24	XIN_ENG_20030425.0184-CE12
CE2	XIN_ENG_20030425.0184-CE13
CE3	XIN_ENG_20030425.0184-CE14
CE4	XIN_ENG_20030425.0184-CE15
CE5	XIN_ENG_20030425.0184-CE16
CE6	XIN_ENG_20030425.0184-CE17
CE7	XIN_ENG_20030425.0184-CE18
CE8	XIN_ENG_20030425.0184-CE19
E12	XIN_ENG_20030425.0184-E1
E14	XIN_ENG_20030425.0184-E2
E15	XIN_ENG_20030425.0184-E3
E16	XIN_ENG_20030425.0184-E4
E17	XIN_ENG_20030425.0184-E5
E18	XIN_ENG_20030425.0184-E6
E21	XIN_ENG_20030425.0184-E7
E22	XIN_ENG_20030425.0184-E8
E23	XIN_ENG_20030425.0184-E9
E25	XIN_ENG_20030425.0184-E10
E26	XIN_ENG_20030425.0184-E11
E27	XIN_ENG_20030425.0184-E12
E30	XIN_ENG_20030425.0184-E13
E2	XIN_ENG_20030425.0184-E14
E3	XIN_ENG_20030425.0184-E15
E4	XIN_ENG_20030425.0184-E16
E5	XIN_ENG_20030425.0184-E17
E6	XIN_ENG_20030425.0184-E18
E7	XIN_ENG_20030425.0184-E19
E8	XIN_ENG_20030425.0184-E20
E9	XIN_ENG_20030425.0184-E21
E10	XIN_ENG_20030425.0184-E22
E11	XIN_ENG_20030425.0184-E23
EM23	XIN_ENG_20030425.0184-E2-1
EM24	XIN_ENG_20030425.0184-E3-2
EM26	XIN_ENG_20030425.0184-E23-3
EM27	XIN_ENG_20030425.0184-E4-4
EM28	XIN_ENG_20030425.0184-E5-5
EM29	XIN_ENG_20030425.0184-E15-6
EM30	XIN_ENG_20030425.0184-E21-7
EM31	XIN_ENG_20030425.0184-E15-8
EM32	XIN_ENG_20030425.0184-E15-9
EM33	XIN_ENG_20030425.0184-E4-10
EM34	XIN_ENG_20030425.0184-E21-11
EM35	XIN_ENG_20030425.0184-E15-12
EM36	XIN_ENG_20030425.0184-E6-13
EM38	XIN_ENG_20030425.0184-E7-14
EM39	XIN_ENG_20030425.0184-E21-15
EM40	XIN_ENG_20030425.0184-E8-16
EM41	XIN_ENG_20030425.0184-E4-17
EM42	XIN_ENG_20030425.0184-E9-18
EM43	XIN_ENG_20030425.0184-E15-19
EM46	XIN_ENG_20030425.0184-E10-20
EM47	XIN_ENG_20030425.0184-E8-21
EM48	XIN_ENG_20030425.0184-E15-22
EM49	XIN_ENG_20030425.0184-E8-23
EM50	XIN_ENG_20030425.0184-E8-24
EM51	XIN_ENG_20030425.0184-E8-25
EM52	XIN_ENG_20030425.0184-E15-26
EM53	XIN_ENG_20030425.0184-E11-27
EM54	XIN_ENG_20030425.0184-E12-28
EM56	XIN_ENG_20030425.0184-E13-29
EM3	XIN_ENG_20030425.0184-E14-30
EM4	XIN_ENG_20030425.0184-E15-31
EM6	XIN_ENG_20030425.0184-E15-32
EM7	XIN_ENG_20030425.0184-E14-33
EM8	XIN_ENG_20030425.0184-E16-34
EM9	XIN_ENG_20030425.0184-E17-35
EM10	XIN_ENG_20030425.0184-E16-36
EM11	XIN_ENG_20030425.0184-E16-37
EM12	XIN_ENG_20030425.0184-E18-38
EM13	XIN_ENG_20030425.0184-E19-39
EM14	XIN_ENG_20030425.0184-E20-40
EM15	XIN_ENG_20030425.0184-E16-41
EM16	XIN_ENG_20030425.0184-E15-42
EM17	XIN_ENG_20030425.0184-E21-43
EM18	XIN_ENG_20030425.0184-E22-44
EM19	XIN_ENG_20030425.0184-E16-45
EM20	XIN_ENG_20030425.0184-E23-46
EM21	XIN_ENG_20030425.0184-E1-47
R1	XIN_ENG_20030425.0184-R1
R3	XIN_ENG_20030425.0184-R2
R4	XIN_ENG_20030425.0184-R3
RM1	XIN_ENG_20030425.0184-R1-1
RM3	XIN_ENG_20030425.0184-R2-1
RM4	XIN_ENG_20030425.0184-R3-1
V1	XIN_ENG_20030425.0184-EV1
VM1	XIN_ENG_20030425.0184-EV1-1
Q1	XIN_ENG_20030425.0184-T1
Q2	XIN_ENG_20030425.0184-T2
Q3	XIN_ENG_20030425.0184-T3
Q4	XIN_ENG_20030425.0184-T4
