CE12	XIN_ENG_20030523.0202-CE1
CE14	XIN_ENG_20030523.0202-CE2
CE15	XIN_ENG_20030523.0202-CE3
CE16	XIN_ENG_20030523.0202-CE4
CE17	XIN_ENG_20030523.0202-CE5
CE18	XIN_ENG_20030523.0202-CE6
CE19	XIN_ENG_20030523.0202-CE7
CE1	XIN_ENG_20030523.0202-CE8
CE13	XIN_ENG_20030523.0202-CE9
CE4	XIN_ENG_20030523.0202-CE10
CE5	XIN_ENG_20030523.0202-CE11
CE6	XIN_ENG_20030523.0202-CE12
CE8	XIN_ENG_20030523.0202-CE13
CE10	XIN_ENG_20030523.0202-CE14
CE11	XIN_ENG_20030523.0202-CE15
E16	XIN_ENG_20030523.0202-E1
E18	XIN_ENG_20030523.0202-E2
E19	XIN_ENG_20030523.0202-E3
E20	XIN_ENG_20030523.0202-E4
E23	XIN_ENG_20030523.0202-E5
E24	XIN_ENG_20030523.0202-E6
E25	XIN_ENG_20030523.0202-E7
E26	XIN_ENG_20030523.0202-E8
E27	XIN_ENG_20030523.0202-E9
E28	XIN_ENG_20030523.0202-E10
E29	XIN_ENG_20030523.0202-E11
E1	XIN_ENG_20030523.0202-E12
E21	XIN_ENG_20030523.0202-E13
E4	XIN_ENG_20030523.0202-E14
E5	XIN_ENG_20030523.0202-E15
E6	XIN_ENG_20030523.0202-E16
E7	XIN_ENG_20030523.0202-E17
E8	XIN_ENG_20030523.0202-E18
E9	XIN_ENG_20030523.0202-E19
E22	XIN_ENG_20030523.0202-E20
E11	XIN_ENG_20030523.0202-E21
E13	XIN_ENG_20030523.0202-E22
E14	XIN_ENG_20030523.0202-E23
E15	XIN_ENG_20030523.0202-E24
EM1	XIN_ENG_20030523.0202-E12-1
EM20	XIN_ENG_20030523.0202-E12-2
EM21	XIN_ENG_20030523.0202-E17-3
EM22	XIN_ENG_20030523.0202-E14-4
EM23	XIN_ENG_20030523.0202-E1-5
EM36	XIN_ENG_20030523.0202-E5-6
EM24	XIN_ENG_20030523.0202-E2-7
EM25	XIN_ENG_20030523.0202-E1-8
EM26	XIN_ENG_20030523.0202-E3-9
EM27	XIN_ENG_20030523.0202-E14-10
EM28	XIN_ENG_20030523.0202-E14-11
EM29	XIN_ENG_20030523.0202-E4-12
EM30	XIN_ENG_20030523.0202-E1-13
EM37	XIN_ENG_20030523.0202-E6-14
EM38	XIN_ENG_20030523.0202-E7-15
EM39	XIN_ENG_20030523.0202-E1-16
EM40	XIN_ENG_20030523.0202-E1-17
EM44	XIN_ENG_20030523.0202-E8-18
EM41	XIN_ENG_20030523.0202-E14-19
EM42	XIN_ENG_20030523.0202-E14-20
EM43	XIN_ENG_20030523.0202-E14-21
EM45	XIN_ENG_20030523.0202-E9-22
EM46	XIN_ENG_20030523.0202-E10-23
EM47	XIN_ENG_20030523.0202-E11-24
EM31	XIN_ENG_20030523.0202-E13-25
EM32	XIN_ENG_20030523.0202-E14-26
EM4	XIN_ENG_20030523.0202-E14-27
EM5	XIN_ENG_20030523.0202-E15-28
EM6	XIN_ENG_20030523.0202-E14-29
EM7	XIN_ENG_20030523.0202-E16-30
EM8	XIN_ENG_20030523.0202-E12-31
EM9	XIN_ENG_20030523.0202-E17-32
EM10	XIN_ENG_20030523.0202-E18-33
EM11	XIN_ENG_20030523.0202-E19-34
EM33	XIN_ENG_20030523.0202-E20-35
EM13	XIN_ENG_20030523.0202-E21-36
EM14	XIN_ENG_20030523.0202-E14-37
EM34	XIN_ENG_20030523.0202-E13-38
EM35	XIN_ENG_20030523.0202-E1-39
EM16	XIN_ENG_20030523.0202-E22-40
EM17	XIN_ENG_20030523.0202-E23-41
EM18	XIN_ENG_20030523.0202-E24-42
EM19	XIN_ENG_20030523.0202-E1-43
R1	XIN_ENG_20030523.0202-R1
R2	XIN_ENG_20030523.0202-R2
RM1	XIN_ENG_20030523.0202-R1-1
RM2	XIN_ENG_20030523.0202-R2-1
V3	XIN_ENG_20030523.0202-EV1
VM3	XIN_ENG_20030523.0202-EV1-1
Q1	XIN_ENG_20030523.0202-T1
Q2	XIN_ENG_20030523.0202-T2
Q3	XIN_ENG_20030523.0202-T3
Q4	XIN_ENG_20030523.0202-T4
Q5	XIN_ENG_20030523.0202-T5
Q6	XIN_ENG_20030523.0202-T6
Q7	XIN_ENG_20030523.0202-T7
Q8	XIN_ENG_20030523.0202-T8
Q9	XIN_ENG_20030523.0202-V1
QM9	XIN_ENG_20030523.0202-V1-1
