CE11	XIN_ENG_20030514.0136-CE1
CE12	XIN_ENG_20030514.0136-CE2
CE13	XIN_ENG_20030514.0136-CE3
CE14	XIN_ENG_20030514.0136-CE4
CE15	XIN_ENG_20030514.0136-CE5
CE16	XIN_ENG_20030514.0136-CE6
CE33	XIN_ENG_20030514.0136-CE7
CE17	XIN_ENG_20030514.0136-CE8
CE34	XIN_ENG_20030514.0136-CE9
CE19	XIN_ENG_20030514.0136-CE10
CE20	XIN_ENG_20030514.0136-CE11
CE22	XIN_ENG_20030514.0136-CE12
CE23	XIN_ENG_20030514.0136-CE13
CE25	XIN_ENG_20030514.0136-CE14
CE35	XIN_ENG_20030514.0136-CE15
CE27	XIN_ENG_20030514.0136-CE16
CE28	XIN_ENG_20030514.0136-CE17
CE29	XIN_ENG_20030514.0136-CE18
CE30	XIN_ENG_20030514.0136-CE19
CE31	XIN_ENG_20030514.0136-CE20
CE32	XIN_ENG_20030514.0136-CE21
CE1	XIN_ENG_20030514.0136-CE22
CE37	XIN_ENG_20030514.0136-CE23
CE38	XIN_ENG_20030514.0136-CE24
CE39	XIN_ENG_20030514.0136-CE25
CE40	XIN_ENG_20030514.0136-CE26
CE41	XIN_ENG_20030514.0136-CE27
CE44	XIN_ENG_20030514.0136-CE28
CE45	XIN_ENG_20030514.0136-CE29
CE46	XIN_ENG_20030514.0136-CE30
CE47	XIN_ENG_20030514.0136-CE31
CE49	XIN_ENG_20030514.0136-CE32
CE50	XIN_ENG_20030514.0136-CE33
CE51	XIN_ENG_20030514.0136-CE34
CE52	XIN_ENG_20030514.0136-CE35
CE53	XIN_ENG_20030514.0136-CE36
CE54	XIN_ENG_20030514.0136-CE37
CE55	XIN_ENG_20030514.0136-CE38
CE57	XIN_ENG_20030514.0136-CE39
CE58	XIN_ENG_20030514.0136-CE40
CE59	XIN_ENG_20030514.0136-CE41
CE60	XIN_ENG_20030514.0136-CE42
CE2	XIN_ENG_20030514.0136-CE43
CE61	XIN_ENG_20030514.0136-CE44
CE62	XIN_ENG_20030514.0136-CE45
CE3	XIN_ENG_20030514.0136-CE46
CE4	XIN_ENG_20030514.0136-CE47
CE6	XIN_ENG_20030514.0136-CE48
CE7	XIN_ENG_20030514.0136-CE49
CE9	XIN_ENG_20030514.0136-CE50
CE10	XIN_ENG_20030514.0136-CE51
E17	XIN_ENG_20030514.0136-E1
E18	XIN_ENG_20030514.0136-E2
E19	XIN_ENG_20030514.0136-E3
E21	XIN_ENG_20030514.0136-E4
E23	XIN_ENG_20030514.0136-E5
E24	XIN_ENG_20030514.0136-E6
E25	XIN_ENG_20030514.0136-E7
E28	XIN_ENG_20030514.0136-E8
E29	XIN_ENG_20030514.0136-E9
E57	XIN_ENG_20030514.0136-E10
E31	XIN_ENG_20030514.0136-E11
E32	XIN_ENG_20030514.0136-E12
E33	XIN_ENG_20030514.0136-E13
E34	XIN_ENG_20030514.0136-E14
E58	XIN_ENG_20030514.0136-E15
E59	XIN_ENG_20030514.0136-E16
E39	XIN_ENG_20030514.0136-E17
E40	XIN_ENG_20030514.0136-E18
E42	XIN_ENG_20030514.0136-E19
E43	XIN_ENG_20030514.0136-E20
E60	XIN_ENG_20030514.0136-E21
E45	XIN_ENG_20030514.0136-E22
E46	XIN_ENG_20030514.0136-E23
E1	XIN_ENG_20030514.0136-E24
E47	XIN_ENG_20030514.0136-E25
E49	XIN_ENG_20030514.0136-E26
E50	XIN_ENG_20030514.0136-E27
E51	XIN_ENG_20030514.0136-E28
E52	XIN_ENG_20030514.0136-E29
E53	XIN_ENG_20030514.0136-E30
E54	XIN_ENG_20030514.0136-E31
E55	XIN_ENG_20030514.0136-E32
E56	XIN_ENG_20030514.0136-E33
E63	XIN_ENG_20030514.0136-E34
E64	XIN_ENG_20030514.0136-E35
E65	XIN_ENG_20030514.0136-E36
E66	XIN_ENG_20030514.0136-E37
E67	XIN_ENG_20030514.0136-E38
E68	XIN_ENG_20030514.0136-E39
E69	XIN_ENG_20030514.0136-E40
E70	XIN_ENG_20030514.0136-E41
E71	XIN_ENG_20030514.0136-E42
E74	XIN_ENG_20030514.0136-E43
E75	XIN_ENG_20030514.0136-E44
E76	XIN_ENG_20030514.0136-E45
E77	XIN_ENG_20030514.0136-E46
E78	XIN_ENG_20030514.0136-E47
E79	XIN_ENG_20030514.0136-E48
E82	XIN_ENG_20030514.0136-E49
E83	XIN_ENG_20030514.0136-E50
E84	XIN_ENG_20030514.0136-E51
E85	XIN_ENG_20030514.0136-E52
E86	XIN_ENG_20030514.0136-E53
E87	XIN_ENG_20030514.0136-E54
E89	XIN_ENG_20030514.0136-E55
E90	XIN_ENG_20030514.0136-E56
E92	XIN_ENG_20030514.0136-E57
E93	XIN_ENG_20030514.0136-E58
E94	XIN_ENG_20030514.0136-E59
E2	XIN_ENG_20030514.0136-E60
