CE13	XIN_ENG_20030324.0191-CE1
CE15	XIN_ENG_20030324.0191-CE2
CE16	XIN_ENG_20030324.0191-CE3
CE17	XIN_ENG_20030324.0191-CE4
CE18	XIN_ENG_20030324.0191-CE5
CE19	XIN_ENG_20030324.0191-CE6
CE20	XIN_ENG_20030324.0191-CE7
CE21	XIN_ENG_20030324.0191-CE8
CE22	XIN_ENG_20030324.0191-CE9
CE23	XIN_ENG_20030324.0191-CE10
CE24	XIN_ENG_20030324.0191-CE11
CE25	XIN_ENG_20030324.0191-CE12
CE26	XIN_ENG_20030324.0191-CE13
CE27	XIN_ENG_20030324.0191-CE14
CE28	XIN_ENG_20030324.0191-CE15
CE29	XIN_ENG_20030324.0191-CE16
CE30	XIN_ENG_20030324.0191-CE17
CE31	XIN_ENG_20030324.0191-CE18
CE1	XIN_ENG_20030324.0191-CE19
CE2	XIN_ENG_20030324.0191-CE20
CE4	XIN_ENG_20030324.0191-CE21
CE5	XIN_ENG_20030324.0191-CE22
CE6	XIN_ENG_20030324.0191-CE23
CE7	XIN_ENG_20030324.0191-CE24
CE8	XIN_ENG_20030324.0191-CE25
CE9	XIN_ENG_20030324.0191-CE26
CE10	XIN_ENG_20030324.0191-CE27
CE11	XIN_ENG_20030324.0191-CE28
CE12	XIN_ENG_20030324.0191-CE29
E16	XIN_ENG_20030324.0191-E1
E51	XIN_ENG_20030324.0191-E2
E18	XIN_ENG_20030324.0191-E3
E20	XIN_ENG_20030324.0191-E4
E21	XIN_ENG_20030324.0191-E5
E22	XIN_ENG_20030324.0191-E6
E23	XIN_ENG_20030324.0191-E7
E24	XIN_ENG_20030324.0191-E8
E25	XIN_ENG_20030324.0191-E9
E26	XIN_ENG_20030324.0191-E10
E27	XIN_ENG_20030324.0191-E11
E28	XIN_ENG_20030324.0191-E12
E30	XIN_ENG_20030324.0191-E13
E31	XIN_ENG_20030324.0191-E14
E32	XIN_ENG_20030324.0191-E15
E33	XIN_ENG_20030324.0191-E16
E35	XIN_ENG_20030324.0191-E17
E36	XIN_ENG_20030324.0191-E18
E37	XIN_ENG_20030324.0191-E19
E38	XIN_ENG_20030324.0191-E20
E39	XIN_ENG_20030324.0191-E21
E40	XIN_ENG_20030324.0191-E22
E41	XIN_ENG_20030324.0191-E23
E43	XIN_ENG_20030324.0191-E24
E44	XIN_ENG_20030324.0191-E25
E45	XIN_ENG_20030324.0191-E26
E46	XIN_ENG_20030324.0191-E27
E1	XIN_ENG_20030324.0191-E28
E47	XIN_ENG_20030324.0191-E29
E48	XIN_ENG_20030324.0191-E30
E49	XIN_ENG_20030324.0191-E31
E2	XIN_ENG_20030324.0191-E32
E4	XIN_ENG_20030324.0191-E33
E5	XIN_ENG_20030324.0191-E34
E6	XIN_ENG_20030324.0191-E35
E7	XIN_ENG_20030324.0191-E36
E8	XIN_ENG_20030324.0191-E37
E9	XIN_ENG_20030324.0191-E38
E10	XIN_ENG_20030324.0191-E39
E12	XIN_ENG_20030324.0191-E40
E14	XIN_ENG_20030324.0191-E41
E15	XIN_ENG_20030324.0191-E42
EM1	XIN_ENG_20030324.0191-E28-1
EM18	XIN_ENG_20030324.0191-E1-2
EM20	XIN_ENG_20030324.0191-E3-3
EM22	XIN_ENG_20030324.0191-E4-4
EM23	XIN_ENG_20030324.0191-E4-5
EM24	XIN_ENG_20030324.0191-E5-6
EM25	XIN_ENG_20030324.0191-E6-7
EM28	XIN_ENG_20030324.0191-E7-8
