CE10	XIN_ENG_20030415.0379-CE1
CE13	XIN_ENG_20030415.0379-CE2
CE14	XIN_ENG_20030415.0379-CE3
CE15	XIN_ENG_20030415.0379-CE4
CE16	XIN_ENG_20030415.0379-CE5
CE1	XIN_ENG_20030415.0379-CE6
CE2	XIN_ENG_20030415.0379-CE7
CE3	XIN_ENG_20030415.0379-CE8
CE4	XIN_ENG_20030415.0379-CE9
CE5	XIN_ENG_20030415.0379-CE10
CE6	XIN_ENG_20030415.0379-CE11
CE8	XIN_ENG_20030415.0379-CE12
CE9	XIN_ENG_20030415.0379-CE13
E16	XIN_ENG_20030415.0379-E1
E17	XIN_ENG_20030415.0379-E2
E18	XIN_ENG_20030415.0379-E3
E19	XIN_ENG_20030415.0379-E4
E20	XIN_ENG_20030415.0379-E5
E1	XIN_ENG_20030415.0379-E6
E2	XIN_ENG_20030415.0379-E7
E3	XIN_ENG_20030415.0379-E8
E4	XIN_ENG_20030415.0379-E9
E5	XIN_ENG_20030415.0379-E10
E6	XIN_ENG_20030415.0379-E11
E7	XIN_ENG_20030415.0379-E12
E9	XIN_ENG_20030415.0379-E13
E10	XIN_ENG_20030415.0379-E14
E11	XIN_ENG_20030415.0379-E15
E12	XIN_ENG_20030415.0379-E16
E13	XIN_ENG_20030415.0379-E17
EM1	XIN_ENG_20030415.0379-E6-1
EM22	XIN_ENG_20030415.0379-E17-2
EM23	XIN_ENG_20030415.0379-E17-3
EM24	XIN_ENG_20030415.0379-E17-4
EM25	XIN_ENG_20030415.0379-E1-5
EM26	XIN_ENG_20030415.0379-E2-6
EM27	XIN_ENG_20030415.0379-E10-7
EM28	XIN_ENG_20030415.0379-E3-8
EM29	XIN_ENG_20030415.0379-E4-9
EM30	XIN_ENG_20030415.0379-E5-10
EM31	XIN_ENG_20030415.0379-E14-11
EM35	XIN_ENG_20030415.0379-E6-12
EM36	XIN_ENG_20030415.0379-E2-13
EM37	XIN_ENG_20030415.0379-E17-14
EM2	XIN_ENG_20030415.0379-E7-15
EM3	XIN_ENG_20030415.0379-E8-16
EM4	XIN_ENG_20030415.0379-E9-17
EM5	XIN_ENG_20030415.0379-E10-18
EM6	XIN_ENG_20030415.0379-E8-19
EM7	XIN_ENG_20030415.0379-E11-20
EM8	XIN_ENG_20030415.0379-E12-21
EM9	XIN_ENG_20030415.0379-E10-22
EM11	XIN_ENG_20030415.0379-E8-23
EM12	XIN_ENG_20030415.0379-E13-24
EM13	XIN_ENG_20030415.0379-E8-25
EM14	XIN_ENG_20030415.0379-E15-26
EM15	XIN_ENG_20030415.0379-E16-27
EM16	XIN_ENG_20030415.0379-E8-28
EM17	XIN_ENG_20030415.0379-E8-29
EM18	XIN_ENG_20030415.0379-E8-30
EM19	XIN_ENG_20030415.0379-E17-31
R2	XIN_ENG_20030415.0379-R1
R3	XIN_ENG_20030415.0379-R2
R4	XIN_ENG_20030415.0379-R3
R5	XIN_ENG_20030415.0379-R4
R1	XIN_ENG_20030415.0379-R5
RM2	XIN_ENG_20030415.0379-R1-1
RM3	XIN_ENG_20030415.0379-R2-1
RM4	XIN_ENG_20030415.0379-R3-1
RM5	XIN_ENG_20030415.0379-R4-1
RM1	XIN_ENG_20030415.0379-R5-1
V1	XIN_ENG_20030415.0379-EV1
V3	XIN_ENG_20030415.0379-EV2
VM1	XIN_ENG_20030415.0379-EV1-1
VM3	XIN_ENG_20030415.0379-EV2-1
Q1	XIN_ENG_20030415.0379-T1
Q2	XIN_ENG_20030415.0379-T2
Q3	XIN_ENG_20030415.0379-T3
Q4	XIN_ENG_20030415.0379-T4
Q5	XIN_ENG_20030415.0379-T5
